Match ID,sbti_uid,forbes_uid,sbti_company,forbes_company,Similarity Score,sbti_fobes_uids
sbti_forbes_3160,SBTI_3160,Forbes_1037,Lansinoh Laboratories Inc,Bio-Rad Laboratories,71,SBTI_3160Forbes_1037
sbti_forbes_1252,SBTI_1252,Forbes_1535,COWI Holding A/S,Crown Holdings,80,SBTI_1252Forbes_1535
sbti_forbes_4883,SBTI_4883,Forbes_857,Sika AG,Sika,73,SBTI_4883Forbes_857
sbti_forbes_2642,SBTI_2642,Forbes_1022,Industrial & Infrastructure Fund Investment Corporation,iA Financial Corporation,55,SBTI_2642Forbes_1022
sbti_forbes_2262,SBTI_2262,Forbes_385,Grundfos Holding A/S,ENEOS Holdings,71,SBTI_2262Forbes_385
sbti_forbes_6028,SBTI_6028,Forbes_698,WSP Global Inc.,S&P Global,75,SBTI_6028Forbes_698
sbti_forbes_4926,SBTI_4926,Forbes_1750,Skipton Building Society,Burlington Stores,63,SBTI_4926Forbes_1750
sbti_forbes_4909,SBTI_4909,Forbes_1979,SINTEX INTERNATIONAL LTD.,Logitech International,78,SBTI_4909Forbes_1979
sbti_forbes_651,SBTI_651,Forbes_1741,Beneva,BeiGene,62,SBTI_651Forbes_1741
sbti_forbes_1022,SBTI_1022,Forbes_901,Chantelle Group,Coles Group,69,SBTI_1022Forbes_901
sbti_forbes_4082,SBTI_4082,Forbes_1711,Oshkosh Corporation,Sumec Corporation,72,SBTI_4082Forbes_1711
sbti_forbes_5706,SBTI_5706,Forbes_1541,United Urban Investment Corporation,China Nuclear Engineering Corporation,58,SBTI_5706Forbes_1541
sbti_forbes_4756,SBTI_4756,Forbes_1827,"SEIKITOKYU KOGYO CO., LTD.",Yunnan Copper Co. Ltd.,51,SBTI_4756Forbes_1827
sbti_forbes_2606,SBTI_2606,Forbes_1917,Iguá Saneamento S.A.,Ares Management,61,SBTI_2606Forbes_1917
sbti_forbes_5483,SBTI_5483,Forbes_407,TK Elevator GmbH,Mitsubishi Electric,51,SBTI_5483Forbes_407
sbti_forbes_2650,SBTI_2650,Forbes_1022,Infinera Corporation,iA Financial Corporation,73,SBTI_2650Forbes_1022
sbti_forbes_3611,SBTI_3611,Forbes_1827,"MIYABI co.,ltd.",Yunnan Copper Co. Ltd.,55,SBTI_3611Forbes_1827
sbti_forbes_3294,SBTI_3294,Forbes_1711,Lozier Corporation,Sumec Corporation,74,SBTI_3294Forbes_1711
sbti_forbes_3241,SBTI_3241,Forbes_1404,Link Real Estate Investment Trust,Wharf Real Estate Investment,79,SBTI_3241Forbes_1404
sbti_forbes_188,SBTI_188,Forbes_1310,Albaraka Türk Participation Bank,Arab National Bank,57,SBTI_188Forbes_1310
sbti_forbes_4288,SBTI_4288,Forbes_1777,Premier Foods PLC,Foot Locker,57,SBTI_4288Forbes_1777
sbti_forbes_1925,SBTI_1925,Forbes_590,FOCCHI SPA UNIPERSONALE,Fosun International,57,SBTI_1925Forbes_590
sbti_forbes_1835,SBTI_1835,Forbes_1960,FARFETCH Limited,Farfetch,67,SBTI_1835Forbes_1960
sbti_forbes_1183,SBTI_1183,Forbes_848,Compass Group UK&I,Compass Group,84,SBTI_1183Forbes_848
sbti_forbes_4206,SBTI_4206,Forbes_1621,"PH-CH SAS : PIPER-HEIDSIECK, CHARLES HEIDSIECK, RARE CHAMPAGNE",China Northern Rare Earth High-Tech,41,SBTI_4206Forbes_1621
sbti_forbes_2305,SBTI_2305,Forbes_1050,Gujarat Fluorochemicals Ltd. (GFL),PTT Global Chemical,56,SBTI_2305Forbes_1050
sbti_forbes_3339,SBTI_3339,Forbes_366,Macmillan Publishers Inc.,Poste Italiane,47,SBTI_3339Forbes_366
sbti_forbes_1017,SBTI_1017,Forbes_1969,"CHANG HWA COMMERCIAL BANK, LTD.",Weihai City Commercial Bank,71,SBTI_1017Forbes_1969
sbti_forbes_63,SBTI_63,Forbes_615,Accolade Wines,Delta Air Lines,55,SBTI_63Forbes_615
sbti_forbes_5004,SBTI_5004,Forbes_1920,SpareBank 1 Østlandet,Parkland,57,SBTI_5004Forbes_1920
sbti_forbes_4228,SBTI_4228,Forbes_1927,"Pinterest, Inc.",Wintrust Financial,65,SBTI_4228Forbes_1927
sbti_forbes_2648,SBTI_2648,Forbes_932,Infarm,Snam,60,SBTI_2648Forbes_932
sbti_forbes_3293,SBTI_3293,Forbes_594,LOYALTEXTILE MILLS LIMITED,Vedanta Limited,49,SBTI_3293Forbes_594
sbti_forbes_646,SBTI_646,Forbes_407,"Belysse NV, Bentley Mills - ITC - modulyss",Mitsubishi Electric,43,SBTI_646Forbes_407
sbti_forbes_621,SBTI_621,Forbes_1140,Beautycounter,Ulta Beauty,67,SBTI_621Forbes_1140
sbti_forbes_2738,SBTI_2738,Forbes_92,iPoint-systems GmbH,Cisco Systems,62,SBTI_2738Forbes_92
sbti_forbes_3066,SBTI_3066,Forbes_1827,"kondou tekkin CO., LTD.",Yunnan Copper Co. Ltd.,50,SBTI_3066Forbes_1827
sbti_forbes_3506,SBTI_3506,Forbes_222,Menzies Distribution Ltd.,Mondelez International,52,SBTI_3506Forbes_222
sbti_forbes_5454,SBTI_5454,Forbes_684,Thompson Cole Ltd,Thomson Reuters,62,SBTI_5454Forbes_684
sbti_forbes_3688,SBTI_3688,Forbes_1832,"Mudanjiang Hengfeng Paper Co., Ltd",Zhejiang Expressway Co. Ltd.,52,SBTI_3688Forbes_1832
sbti_forbes_2334,SBTI_2334,Forbes_1139,Hamamatsu Photonics K.K.,AU Optronics,57,SBTI_2334Forbes_1139
sbti_forbes_1321,SBTI_1321,Forbes_1431,D-ploy (Schweiz) GmbH,Henry Schein,52,SBTI_1321Forbes_1431
sbti_forbes_3503,SBTI_3503,Forbes_1665,"Men Chuen Fibre Industry Co., Ltd.",China Shipbuilding Industry,55,SBTI_3503Forbes_1665
sbti_forbes_1931,SBTI_1931,Forbes_789,Forace Polymers Pvt. Ltd.,Power Finance,50,SBTI_1931Forbes_789
sbti_forbes_2696,SBTI_2696,Forbes_1318,INTEGRA Biosciences AG,International Airlines,59,SBTI_2696Forbes_1318
sbti_forbes_5983,SBTI_5983,Forbes_574,Winga Apparel Group Ltd.,Asahi Group Holdings,65,SBTI_5983Forbes_574
sbti_forbes_5736,SBTI_5736,Forbes_550,UTAC,Kubota,60,SBTI_5736Forbes_550
sbti_forbes_3577,SBTI_3577,Forbes_556,Mills & Reeve,Dollar Tree,55,SBTI_3577Forbes_556
sbti_forbes_600,SBTI_600,Forbes_1775,Bates IT Ltd,Toll Brothers,56,SBTI_600Forbes_1775
sbti_forbes_154,SBTI_154,Forbes_272,"Aigües de Barcelona, Empresa Metropolitana de Gestió del Cicle Integral de l'Aigua, S.A.","Merck KGaA, Darmstadt, Germany and its affiliates",35,SBTI_154Forbes_272
sbti_forbes_2985,SBTI_2985,Forbes_1534,Keppel Land,Keppel,71,SBTI_2985Forbes_1534
sbti_forbes_4885,SBTI_4885,Forbes_297,"SILENCOR - INDÚSTIAS METÁLICAS, LDA",LyondellBasell Industries,55,SBTI_4885Forbes_297
sbti_forbes_1392,SBTI_1392,Forbes_507,delfortgroup AG,Erste Group Bank,65,SBTI_1392Forbes_507
sbti_forbes_2497,SBTI_2497,Forbes_1319,Holmen AB,Boliden,62,SBTI_2497Forbes_1319
sbti_forbes_3898,SBTI_3898,Forbes_275,Nordlo Group AB,Volvo Group,69,SBTI_3898Forbes_275
sbti_forbes_1579,SBTI_1579,Forbes_1827,"Eco Style Co., Ltd.",Yunnan Copper Co. Ltd.,61,SBTI_1579Forbes_1827
sbti_forbes_4469,SBTI_4469,Forbes_1715,Reka Cables Ltd.,Ramsay Health Care,55,SBTI_4469Forbes_1715
sbti_forbes_838,SBTI_838,Forbes_1017,BSP Pharmaceuticals spa,Shanghai Pharmaceuticals,77,SBTI_838Forbes_1017
sbti_forbes_633,SBTI_633,Forbes_1942,BekaertDeslee,Albemarle,55,SBTI_633Forbes_1942
sbti_forbes_5813,SBTI_5813,Forbes_258,Viaplay Group AB,China Railway Group,69,SBTI_5813Forbes_258
sbti_forbes_4430,SBTI_4430,Forbes_380,ReAcción / Alva,Al Rajhi Bank,56,SBTI_4430Forbes_380
sbti_forbes_4851,SBTI_4851,Forbes_1841,Shree Cement Ltd.,Dangote Cement,60,SBTI_4851Forbes_1841
sbti_forbes_2445,SBTI_2445,Forbes_690,HGF Ltd,Legend Holding,48,SBTI_2445Forbes_690
sbti_forbes_3054,SBTI_3054,Forbes_1267,"Kohl's, Inc.",Kohl's,75,SBTI_3054Forbes_1267
sbti_forbes_2085,SBTI_2085,Forbes_695,Gelopar Refrigeração Paranaense Ltda,Global Payments,45,SBTI_2085Forbes_695
sbti_forbes_433,SBTI_433,Forbes_1945,Asian Apparels ltd,Hainan Airlines Holding,59,SBTI_433Forbes_1945
sbti_forbes_4376,SBTI_4376,Forbes_1070,QIAGEN N.V.,Randstad N.V.,55,SBTI_4376Forbes_1070
sbti_forbes_3236,SBTI_3236,Forbes_1961,Lindström Group,Huali Industrial Group,72,SBTI_3236Forbes_1961
sbti_forbes_3574,SBTI_3574,Forbes_362,Millicom International Cellular S.A.,Wilmar International,62,SBTI_3574Forbes_362
sbti_forbes_2121,SBTI_2121,Forbes_1827,"Gifu Sanken Kogyo Co,.Ltd",Yunnan Copper Co. Ltd.,50,SBTI_2121Forbes_1827
sbti_forbes_4675,SBTI_4675,Forbes_1658,SATS Ltd.,Sinotrans Ltd.,67,SBTI_4675Forbes_1658
sbti_forbes_3078,SBTI_3078,Forbes_1541,Korea Agro-Fisheries & Food Trade Corporation,China Nuclear Engineering Corporation,55,SBTI_3078Forbes_1541
sbti_forbes_2970,SBTI_2970,Forbes_470,"Keihanshin Building Co.,Ltd.",China National Building,61,SBTI_2970Forbes_470
sbti_forbes_1473,SBTI_1473,Forbes_615,Direct Wines,Delta Air Lines,67,SBTI_1473Forbes_615
sbti_forbes_5440,SBTI_5440,Forbes_1342,The VELUX Group,StoneX Group,67,SBTI_5440Forbes_1342
sbti_forbes_1849,SBTI_1849,Forbes_1899,Fazer Group,Azrieli Group,75,SBTI_1849Forbes_1899
sbti_forbes_5250,SBTI_5250,Forbes_1711,TAKENAKA CORPORATION,Sumec Corporation,70,SBTI_5250Forbes_1711
sbti_forbes_3200,SBTI_3200,Forbes_1878,Lennox International Inc.,WESCO International,74,SBTI_3200Forbes_1878
sbti_forbes_4094,SBTI_4094,Forbes_782,"Otsukakinzoku Co.,Ltd",Otsuka Holding,59,SBTI_4094Forbes_782
sbti_forbes_2462,SBTI_2462,Forbes_1032,Hines,Invesco,67,SBTI_2462Forbes_1032
sbti_forbes_1143,SBTI_1143,Forbes_114,Coca-Cola HBC AG,Coca-Cola,72,SBTI_1143Forbes_114
sbti_forbes_917,SBTI_917,Forbes_775,Canyon Bicycles GmbH,Baker Hughes Company,50,SBTI_917Forbes_775
sbti_forbes_919,SBTI_919,Forbes_1131,Capella Hotel Group Pte. Ltd.,Partners Group Holding,57,SBTI_919Forbes_1131
sbti_forbes_3185,SBTI_3185,Forbes_172,Lee Marley Brickwork Ltd,Lockheed Martin,46,SBTI_3185Forbes_172
sbti_forbes_5659,SBTI_5659,Forbes_1316,Ubisoft Entertainment,Flutter Entertainment,76,SBTI_5659Forbes_1316
sbti_forbes_5438,SBTI_5438,Forbes_856,The Travel Chapter Limited,China International Travel Service,53,SBTI_5438Forbes_856
sbti_forbes_1350,SBTI_1350,Forbes_1193,Danish Technological Institute,Kuaishou Technology,61,SBTI_1350Forbes_1193
sbti_forbes_3281,SBTI_3281,Forbes_791,Loopia Group AB,Lonza Group,69,SBTI_3281Forbes_791
sbti_forbes_6031,SBTI_6031,Forbes_1747,WuXi Biologics (Cayman) Inc.,WuXi Biologics,72,SBTI_6031Forbes_1747
sbti_forbes_5076,SBTI_5076,Forbes_217,Steffco Limited t/a Resource,China Resources Land,58,SBTI_5076Forbes_217
sbti_forbes_2100,SBTI_2100,Forbes_1661,Genova Property Group AB,CPI Property Group,71,SBTI_2100Forbes_1661
sbti_forbes_3993,SBTI_3993,Forbes_578,Office Depot Svenska AB,Svenska Handelsbanken,55,SBTI_3993Forbes_578
sbti_forbes_1963,SBTI_1963,Forbes_52,Fourfront Group Ltd,TD Bank Group,62,SBTI_1963Forbes_52
sbti_forbes_1500,SBTI_1500,Forbes_647,Dongguan Fast Grow Industrial Company Limited,International Holding Company,51,SBTI_1500Forbes_647
sbti_forbes_3468,SBTI_3468,Forbes_1177,McGinley Support Services (Infrastructure) Limited,ZIM Integrated Shipping Services,50,SBTI_3468Forbes_1177
sbti_forbes_2513,SBTI_2513,Forbes_1355,HOPSCOTCH GROUPE,Swatch Group,71,SBTI_2513Forbes_1355
sbti_forbes_1761,SBTI_1761,Forbes_1402,Euro Packaging UK Limited,Packaging Corp of America,56,SBTI_1761Forbes_1402
sbti_forbes_2599,SBTI_2599,Forbes_540,IFS,Infosys,60,SBTI_2599Forbes_540
sbti_forbes_2685,SBTI_2685,Forbes_1722,InPost S.A,Nexi S.p.A.,60,SBTI_2685Forbes_1722
sbti_forbes_149,SBTI_149,Forbes_467,"Aichi Hoist Industry Co., Ltd.",Daiwa House Industry,64,SBTI_149Forbes_467
sbti_forbes_344,SBTI_344,Forbes_324,Appen Limited,Applied Materials,53,SBTI_344Forbes_324
sbti_forbes_2004,SBTI_2004,Forbes_1711,Fu Yu Corporation Limited,Sumec Corporation,71,SBTI_2004Forbes_1711
sbti_forbes_2707,SBTI_2707,Forbes_1318,International Consolidated Airlines Group (IAG),International Airlines,66,SBTI_2707Forbes_1318
sbti_forbes_5479,SBTI_5479,Forbes_1658,Tipografic Ltd,Sinotrans Ltd.,52,SBTI_5479Forbes_1658
sbti_forbes_5468,SBTI_5468,Forbes_92,TI Fluid Systems plc,Cisco Systems,61,SBTI_5468Forbes_92
sbti_forbes_4073,SBTI_4073,Forbes_417,ORTEC GROUP,RWE Group,80,SBTI_4073Forbes_417
sbti_forbes_3451,SBTI_3451,Forbes_1948,Mavi Giyim Sanayi ve Ticaret A.Ş.,Shanghai Yuyuan Tourist Mart,43,SBTI_3451Forbes_1948
sbti_forbes_1962,SBTI_1962,Forbes_125,Foundever,Unilever,71,SBTI_1962Forbes_125
sbti_forbes_851,SBTI_851,Forbes_532,Bunge Limited,Bunge,56,SBTI_851Forbes_532
sbti_forbes_3111,SBTI_3111,Forbes_1244,KVD of Sweden,Kobe Steel,52,SBTI_3111Forbes_1244
sbti_forbes_3019,SBTI_3019,Forbes_1304,Kirby Group Engineering,Jacobs Engineering,68,SBTI_3019Forbes_1304
sbti_forbes_4048,SBTI_4048,Forbes_563,"Optima Facility, S.L.",SVB Financial Group,53,SBTI_4048Forbes_563
sbti_forbes_6033,SBTI_6033,Forbes_819,Wybo Transport NV,Yang Ming Marine Transport,60,SBTI_6033Forbes_819
sbti_forbes_3378,SBTI_3378,Forbes_1025,Malaysian Resources Corporation Berhad,Continental Resources,58,SBTI_3378Forbes_1025
sbti_forbes_2554,SBTI_2554,Forbes_249,Humanscale,Humana,75,SBTI_2554Forbes_249
sbti_forbes_5775,SBTI_5775,Forbes_428,vdk bank,DNB Bank,75,SBTI_5775Forbes_428
sbti_forbes_2495,SBTI_2495,Forbes_322,Holcim Ltd.,Holcim,75,SBTI_2495Forbes_322
sbti_forbes_4234,SBTI_4234,Forbes_318,Pirelli & C. S.p.A,Phillips 66,54,SBTI_4234Forbes_318
sbti_forbes_5221,SBTI_5221,Forbes_380,T. Garanti Bankası A.Ş,Al Rajhi Bank,59,SBTI_5221Forbes_380
sbti_forbes_5452,SBTI_5452,Forbes_1101,Third Rock Finland Oy,Genworth Financial,51,SBTI_5452Forbes_1101
sbti_forbes_5974,SBTI_5974,Forbes_503,William Hare Ltd,Sherwin-Williams,62,SBTI_5974Forbes_503
sbti_forbes_1815,SBTI_1815,Forbes_373,F9 Distribution Oy,China Railway Construction,50,SBTI_1815Forbes_373
sbti_forbes_4915,SBTI_4915,Forbes_772,Sitecom AS,SK Telecom,70,SBTI_4915Forbes_772
sbti_forbes_306,SBTI_306,Forbes_1269,ANADOLU ISUZU OTOMOTİV SAN. VE TİC. A.Ş.,Canadian Tire,42,SBTI_306Forbes_1269
sbti_forbes_743,SBTI_743,Forbes_1021,Bodenmann Metzgerei AG,Goodman Group,51,SBTI_743Forbes_1021
sbti_forbes_3143,SBTI_3143,Forbes_419,LAIQON AG,Aegon,57,SBTI_3143Forbes_419
sbti_forbes_334,SBTI_334,Forbes_1024,Apeiron Projects Pvt. Ltd.,Anta Sports Products,59,SBTI_334Forbes_1024
sbti_forbes_5769,SBTI_5769,Forbes_1479,Varner AS,Gartner,62,SBTI_5769Forbes_1479
sbti_forbes_6128,SBTI_6128,Forbes_1832,"ZHEJIANG MAYANG INDUSTRIES CO.,LTD",Zhejiang Expressway Co. Ltd.,64,SBTI_6128Forbes_1832
sbti_forbes_3438,SBTI_3438,Forbes_223,"Masudaki Co.,Ltd.",McDonald's,48,SBTI_3438Forbes_223
sbti_forbes_1118,SBTI_1118,Forbes_71,Clifford Chance LLP,China Life Insurance,51,SBTI_1118Forbes_71
sbti_forbes_1585,SBTI_1585,Forbes_1149,"ecominami co., ltd.",Lotte Chemical,53,SBTI_1585Forbes_1149
sbti_forbes_4693,SBTI_4693,Forbes_1097,Scandinavian Airlines System Denmark-Norway-Sweden,China Southern Airlines,47,SBTI_4693Forbes_1097
sbti_forbes_5081,SBTI_5081,Forbes_1750,Stena Recycling AB,Burlington Stores,57,SBTI_5081Forbes_1750
sbti_forbes_4012,SBTI_4012,Forbes_359,olam food ingredients (ofi),Indian Oil,51,SBTI_4012Forbes_359
sbti_forbes_2107,SBTI_2107,Forbes_349,Georg Fischer AG,Schlumberger,57,SBTI_2107Forbes_349
sbti_forbes_4440,SBTI_4440,Forbes_96,RECTICEL,CITIC,62,SBTI_4440Forbes_96
sbti_forbes_1655,SBTI_1655,Forbes_1385,ELLAKTOR Group,Grupo Elektra,74,SBTI_1655Forbes_1385
sbti_forbes_1119,SBTI_1119,Forbes_23,CLIMACT,Walmart,57,SBTI_1119Forbes_23
sbti_forbes_150,SBTI_150,Forbes_914,"AICHISYSTEM. CO., LTD.",Asustek Computer,53,SBTI_150Forbes_914
sbti_forbes_206,SBTI_206,Forbes_1094,Algar Telecom,Telecom Italia,81,SBTI_206Forbes_1094
sbti_forbes_155,SBTI_155,Forbes_292,"AIKOSHA Co.,Ltd.",Baoshan Iron & Steel,56,SBTI_155Forbes_292
sbti_forbes_1690,SBTI_1690,Forbes_1916,"ENECLOUD, Inc.",Cencosud,60,SBTI_1690Forbes_1916
sbti_forbes_918,SBTI_918,Forbes_733,CAP HOLDING SpA,CLP Holdings,81,SBTI_918Forbes_733
sbti_forbes_3461,SBTI_3461,Forbes_499,"MC Retail, SGPS S.A.",Fast Retailing,56,SBTI_3461Forbes_499
sbti_forbes_5972,SBTI_5972,Forbes_523,Willhem AB,Williams,56,SBTI_5972Forbes_523
sbti_forbes_6090,SBTI_6090,Forbes_652,Ypsomed AG,CGN Power,53,SBTI_6090Forbes_652
sbti_forbes_3416,SBTI_3416,Forbes_897,"MARTO Co.,Ltd.",E-mart ,56,SBTI_3416Forbes_897
sbti_forbes_3106,SBTI_3106,Forbes_532,Kungsleden AB,Bunge,56,SBTI_3106Forbes_532
sbti_forbes_5212,SBTI_5212,Forbes_1098,System Standex A/S,Dassault Systemes,63,SBTI_5212Forbes_1098
sbti_forbes_4074,SBTI_4074,Forbes_521,Orthex,Orsted,67,SBTI_4074Forbes_521
sbti_forbes_220,SBTI_220,Forbes_1744,Alliance Construction Materials Limited,Daito Trust Construction,60,SBTI_220Forbes_1744
sbti_forbes_4765,SBTI_4765,Forbes_1711,SEMBA CORPORATION,Sumec Corporation,82,SBTI_4765Forbes_1711
sbti_forbes_2247,SBTI_2247,Forbes_1633,Groupe Bruxelles Lambert,Interactive Brokers Group,57,SBTI_2247Forbes_1633
sbti_forbes_5258,SBTI_5258,Forbes_1658,"TANAC Co., Ltd.",Sinotrans Ltd.,56,SBTI_5258Forbes_1658
sbti_forbes_4365,SBTI_4365,Forbes_1022,PUNGKOOK SAI GON TWO COPORATION - PUNGKOOK SAIGON III FACTORY,iA Financial Corporation,41,SBTI_4365Forbes_1022
sbti_forbes_4172,SBTI_4172,Forbes_45,"Peco Foods, Inc.",Sinopec,57,SBTI_4172Forbes_45
sbti_forbes_5811,SBTI_5811,Forbes_987,VGP NV,Grupo Aval,50,SBTI_5811Forbes_987
sbti_forbes_3277,SBTI_3277,Forbes_1631,"LONG WAY ENTERPRISE CO., LTD.",Clal Insurance Enterprises ,58,SBTI_3277Forbes_1631
sbti_forbes_1993,SBTI_1993,Forbes_1914,FRIGOGLASS,Grifols,59,SBTI_1993Forbes_1914
sbti_forbes_4388,SBTI_4388,Forbes_201,Qualcomm Incorporated,Qualcomm,55,SBTI_4388Forbes_201
sbti_forbes_3493,SBTI_3493,Forbes_807,"Meiji Holdings Co., Ltd.f",T&D Holdings,63,SBTI_3493Forbes_807
sbti_forbes_3231,SBTI_3231,Forbes_1412,Linbrooke Services Ltd,Quanta Services,59,SBTI_3231Forbes_1412
sbti_forbes_2518,SBTI_2518,Forbes_436,"Hoso Industry co.,ltd",CNH Industrial,65,SBTI_2518Forbes_436
sbti_forbes_667,SBTI_667,Forbes_1541,BES Engineering Corporation,China Nuclear Engineering Corporation,75,SBTI_667Forbes_1541
sbti_forbes_5359,SBTI_5359,Forbes_616,TF Value-Mart Sdn. Bhd.,Bharat Petroleum,49,SBTI_5359Forbes_616
sbti_forbes_1292,SBTI_1292,Forbes_1553,CSN Collision Centres,NIPPON EXPRESS HOLDINGS,55,SBTI_1292Forbes_1553
sbti_forbes_5400,SBTI_5400,Forbes_1564,"The HAVI Group, LP",Hoa Phat Group,71,SBTI_5400Forbes_1564
sbti_forbes_1029,SBTI_1029,Forbes_135,Chemisches Laboratorium Dr. Kurt Richter GmbH,Abbott Laboratories,44,SBTI_1029Forbes_135
sbti_forbes_5363,SBTI_5363,Forbes_526,Thales SA,Thales,80,SBTI_5363Forbes_526
sbti_forbes_1936,SBTI_1936,Forbes_1618,Forest Carbon Ltd.,"Sumitomo Forestry Co.,",59,SBTI_1936Forbes_1618
sbti_forbes_5271,SBTI_5271,Forbes_203,Tate & Lyle PLC,Allstate,57,SBTI_5271Forbes_203
sbti_forbes_3224,SBTI_3224,Forbes_584,Liberty Two° Degrees,Liberty Global,55,SBTI_3224Forbes_584
sbti_forbes_3603,SBTI_3603,Forbes_649,"MITSUBISHI ESTATE CO., LTD.",Mitsubishi Estate,83,SBTI_3603Forbes_649
sbti_forbes_281,SBTI_281,Forbes_311,"American Axle & Manufacturing, Inc.",American Electric,62,SBTI_281Forbes_311
sbti_forbes_2471,SBTI_2471,Forbes_449,Hitachi Energy Ltd,TC Energy,67,SBTI_2471Forbes_449
sbti_forbes_293,SBTI_293,Forbes_210,Amgen Inc.,Amgen,71,SBTI_293Forbes_210
sbti_forbes_2899,SBTI_2899,Forbes_1409,Just Group Plc,RTL Group,70,SBTI_2899Forbes_1409
sbti_forbes_358,SBTI_358,Forbes_1521,Arauco,Amerco,67,SBTI_358Forbes_1521
sbti_forbes_3409,SBTI_3409,Forbes_832,Marks & Spencer,CMS Energy,61,SBTI_3409Forbes_832
sbti_forbes_647,SBTI_647,Forbes_449,Ben & Jerry's,TC Energy,60,SBTI_647Forbes_449
sbti_forbes_4547,SBTI_4547,Forbes_142,Rohde & Schwarz GmbH & Co. KG,Charles Schwab,53,SBTI_4547Forbes_142
sbti_forbes_750,SBTI_750,Forbes_1953,Bolloré Logistics,XPO Logistics,62,SBTI_750Forbes_1953
sbti_forbes_409,SBTI_409,Forbes_1168,Arwidsro Fastighets AB,Fastighets Balder,67,SBTI_409Forbes_1168
sbti_forbes_1484,SBTI_1484,Forbes_66,DMK Deutsches Milchkontor GmbH,Deutsche Telekom,52,SBTI_1484Forbes_66
sbti_forbes_2509,SBTI_2509,Forbes_1387,Hongkong Land Holdings Limited,Zhongliang Holdings ,61,SBTI_2509Forbes_1387
sbti_forbes_2364,SBTI_2364,Forbes_75,HÄRTHA GROUP GmbH,BHP Group,64,SBTI_2364Forbes_75
sbti_forbes_3826,SBTI_3826,Forbes_1496,"NGK SPARK PLUG CO., LTD.",Vipshop Holdings,49,SBTI_3826Forbes_1496
sbti_forbes_5449,SBTI_5449,Forbes_855,THG PLC,Public Storage,57,SBTI_5449Forbes_855
sbti_forbes_4444,SBTI_4444,Forbes_1813,Red Electrica de España (Grupo Red Eléctrica) (redeia),Electric Power Development,49,SBTI_4444Forbes_1813
sbti_forbes_4982,SBTI_4982,Forbes_114,Solita Oy,Coca-Cola,56,SBTI_4982Forbes_114
sbti_forbes_5747,SBTI_5747,Forbes_118,Vale S.A.,Vale,67,SBTI_5747Forbes_118
sbti_forbes_3253,SBTI_3253,Forbes_1865,Livent,Inventec,71,SBTI_3253Forbes_1865
sbti_forbes_3330,SBTI_3330,Forbes_761,M/s Recruitment Cell,Siam Cement,52,SBTI_3330Forbes_761
sbti_forbes_2909,SBTI_2909,Forbes_539,"KAGAMISUISAN CO.,LTD.",Samsung C&T,60,SBTI_2909Forbes_539
sbti_forbes_1483,SBTI_1483,Forbes_1620,"DMG Mori Co., Ltd.",Trip.com Group,55,SBTI_1483Forbes_1620
sbti_forbes_978,SBTI_978,Forbes_1834,"Cathay Financial Holding Co., Ltd",LPL Financial Holdings,72,SBTI_978Forbes_1834
sbti_forbes_924,SBTI_924,Forbes_200,Capitas Finance Limited,Cathay Financial,62,SBTI_924Forbes_200
sbti_forbes_5733,SBTI_5733,Forbes_1713,USIMECA USINAGEM INDUSTRIAL,China Industrial Securities,59,SBTI_5733Forbes_1713
sbti_forbes_1935,SBTI_1935,Forbes_804,Foremost Farms USA,Formosa Chemicals,57,SBTI_1935Forbes_804
sbti_forbes_1588,SBTI_1588,Forbes_315,Ecora Resources PLC,EOG Resources,75,SBTI_1588Forbes_315
sbti_forbes_1237,SBTI_1237,Forbes_1863,"COSCO SHIPPING LOGISTICS(CHONGQING) CO.,LTD",Cosco Shipping Development,54,SBTI_1237Forbes_1863
sbti_forbes_2073,SBTI_2073,Forbes_765,Gebhardt-Stahl GmbH,Great Wall Motor ,51,SBTI_2073Forbes_765
sbti_forbes_4328,SBTI_4328,Forbes_651,Protox ApS,Grupo ACS,53,SBTI_4328Forbes_651
sbti_forbes_3158,SBTI_3158,Forbes_578,Landsbankinn hf.,Svenska Handelsbanken,61,SBTI_3158Forbes_578
sbti_forbes_4098,SBTI_4098,Forbes_10,Outokumpu Oyj,Toyota Motor,48,SBTI_4098Forbes_10
sbti_forbes_1980,SBTI_1980,Forbes_1550,Frasers Property Industrial,Huafa Industrial,60,SBTI_1980Forbes_1550
sbti_forbes_2697,SBTI_2697,Forbes_1717,Integrated Workforce Solutions Private Limited,Live Nation Entertainment,45,SBTI_2697Forbes_1717
sbti_forbes_2248,SBTI_2248,Forbes_413,Groupe Etam,BT Group,74,SBTI_2248Forbes_413
sbti_forbes_2621,SBTI_2621,Forbes_96,IMI plc,CITIC,50,SBTI_2621Forbes_96
sbti_forbes_116,SBTI_116,Forbes_1514,Advania Sverige AB,Advanced Info Service,62,SBTI_116Forbes_1514
sbti_forbes_5968,SBTI_5968,Forbes_219,Wieland Group,Midea Group,75,SBTI_5968Forbes_219
sbti_forbes_1505,SBTI_1505,Forbes_1587,"Dongguan Well Shin Electronic Products Co., Ltd",Chugoku Electric Power,51,SBTI_1505Forbes_1587
sbti_forbes_2705,SBTI_2705,Forbes_883,"International Automotive Components Group, S.A.",EN+ Group International ,66,SBTI_2705Forbes_883
