Match ID,dbpedia_uid,sbti_uid,dbpedia_company,sbti_company,Similarity Score,dbpedia_sbti_uids
dbpedia_sbti_8343,DBPedia_8342,SBTI_2566,Hyatt,Hyatt,100,DBPedia_8342SBTI_2566
dbpedia_sbti_9139,DBPedia_9138,SBTI_4735,Seagate Technology,Seagate Technology,100,DBPedia_9138SBTI_4735
dbpedia_sbti_5910,DBPedia_5909,SBTI_1922,FMC Corporation,FMC Corporation,100,DBPedia_5909SBTI_1922
dbpedia_sbti_9151,DBPedia_9150,SBTI_4434,Recipharm,Recipharm,100,DBPedia_9150SBTI_4434
dbpedia_sbti_3373,DBPedia_3372,SBTI_1262,Cranswick plc,Cranswick plc,100,DBPedia_3372SBTI_1262
dbpedia_sbti_6181,DBPedia_6180,SBTI_5565,Trace3,Trace3,100,DBPedia_6180SBTI_5565
dbpedia_sbti_9619,DBPedia_9618,SBTI_1726,Equity Residential,Equity Residential,100,DBPedia_9618SBTI_1726
dbpedia_sbti_10504,DBPedia_10503,SBTI_2434,Hersha Hospitality Trust,Hersha Hospitality Trust,100,DBPedia_10503SBTI_2434
dbpedia_sbti_4230,DBPedia_4229,SBTI_3760,Natura & Co,Natura & Co,100,DBPedia_4229SBTI_3760
dbpedia_sbti_8921,DBPedia_8920,SBTI_2773,Itochu Techno-Solutions,Itochu Techno-Solutions,100,DBPedia_8920SBTI_2773
dbpedia_sbti_347,DBPedia_346,SBTI_4939,Slaughter and May,Slaughter and May,100,DBPedia_346SBTI_4939
dbpedia_sbti_10274,DBPedia_10273,SBTI_866,Buzzi Unicem,Buzzi Unicem,100,DBPedia_10273SBTI_866
dbpedia_sbti_437,DBPedia_436,SBTI_5540,Toto Ltd.,TOTO LTD.,100,DBPedia_436SBTI_5540
dbpedia_sbti_10037,DBPedia_10036,SBTI_5698,Unite Students,Unite Students,100,DBPedia_10036SBTI_5698
dbpedia_sbti_8464,DBPedia_8463,SBTI_4193,Persimmon plc,Persimmon PLC,100,DBPedia_8463SBTI_4193
dbpedia_sbti_9710,DBPedia_9709,SBTI_5322,Teleflex,Teleflex,100,DBPedia_9709SBTI_5322
dbpedia_sbti_9888,DBPedia_9887,SBTI_6089,YouGov,YouGov,100,DBPedia_9887SBTI_6089
dbpedia_sbti_3187,DBPedia_3186,SBTI_4443,Red Bull GmbH,Red Bull GmbH,100,DBPedia_3186SBTI_4443
dbpedia_sbti_9442,DBPedia_9441,SBTI_3245,Lion Corporation,Lion Corporation,100,DBPedia_9441SBTI_3245
dbpedia_sbti_4440,DBPedia_4439,SBTI_1245,Coty Inc.,Coty Inc.,100,DBPedia_4439SBTI_1245
dbpedia_sbti_637,DBPedia_636,SBTI_160,Air New Zealand,Air New Zealand,100,DBPedia_636SBTI_160
dbpedia_sbti_10218,DBPedia_10217,SBTI_3367,Mahle GmbH,MAHLE GmbH,100,DBPedia_10217SBTI_3367
dbpedia_sbti_9041,DBPedia_9040,SBTI_3414,Marshalls plc,Marshalls plc,100,DBPedia_9040SBTI_3414
dbpedia_sbti_9467,DBPedia_9466,SBTI_3344,Maeda Corporation,Maeda Corporation,100,DBPedia_9466SBTI_3344
dbpedia_sbti_8513,DBPedia_8512,SBTI_1240,Costa Coffee,Costa Coffee,100,DBPedia_8512SBTI_1240
dbpedia_sbti_4984,DBPedia_4983,SBTI_5334,Temenos AG,Temenos AG,100,DBPedia_4983SBTI_5334
dbpedia_sbti_9078,DBPedia_9077,SBTI_2621,IMI plc,IMI plc,100,DBPedia_9077SBTI_2621
dbpedia_sbti_5526,DBPedia_5525,SBTI_4280,PostNL,PostNL,100,DBPedia_5525SBTI_4280
dbpedia_sbti_8559,DBPedia_8558,SBTI_3814,Nexans,NEXANS,100,DBPedia_8558SBTI_3814
dbpedia_sbti_10190,DBPedia_10189,SBTI_3202,Lenzing AG,Lenzing AG,100,DBPedia_10189SBTI_3202
dbpedia_sbti_104,DBPedia_103,SBTI_5846,Virgin Media Ireland,Virgin Media Ireland,100,DBPedia_103SBTI_5846
dbpedia_sbti_10365,DBPedia_10364,SBTI_210,ALK-Abelló,ALK-Abelló,100,DBPedia_10364SBTI_210
dbpedia_sbti_2111,DBPedia_2110,SBTI_3548,Michelin,Michelin,100,DBPedia_2110SBTI_3548
dbpedia_sbti_7572,DBPedia_7571,SBTI_1622,Eiffage,Eiffage,100,DBPedia_7571SBTI_1622
dbpedia_sbti_1079,DBPedia_1078,SBTI_2766,ISS A/S,ISS A/S,100,DBPedia_1078SBTI_2766
dbpedia_sbti_9749,DBPedia_9748,SBTI_2986,Kering,Kering,100,DBPedia_9748SBTI_2986
dbpedia_sbti_4768,DBPedia_4767,SBTI_820,Brixmor Property Group,Brixmor Property Group,100,DBPedia_4767SBTI_820
dbpedia_sbti_145,DBPedia_144,SBTI_4187,Perfetti Van Melle,Perfetti Van Melle,100,DBPedia_144SBTI_4187
dbpedia_sbti_2291,DBPedia_2290,SBTI_1158,Colruyt Group,Colruyt Group,100,DBPedia_2290SBTI_1158
dbpedia_sbti_8965,DBPedia_8964,SBTI_1016,Chanel,CHANEL,100,DBPedia_8964SBTI_1016
dbpedia_sbti_8629,DBPedia_8628,SBTI_4619,Saint-Gobain,SAINT-GOBAIN,100,DBPedia_8628SBTI_4619
dbpedia_sbti_6830,DBPedia_6829,SBTI_875,C&A,C&A,100,DBPedia_6829SBTI_875
dbpedia_sbti_7651,DBPedia_7650,SBTI_3600,Mitie,Mitie,100,DBPedia_7650SBTI_3600
dbpedia_sbti_6223,DBPedia_6222,SBTI_4812,Sharp Corporation,Sharp Corporation,100,DBPedia_6222SBTI_4812
dbpedia_sbti_10550,DBPedia_10549,SBTI_2917,Kakao,Kakao,100,DBPedia_10549SBTI_2917
dbpedia_sbti_1643,DBPedia_1642,SBTI_178,Aker Solutions,Aker Solutions,100,DBPedia_1642SBTI_178
dbpedia_sbti_7554,DBPedia_7553,SBTI_5102,Stora Enso,Stora Enso,100,DBPedia_7553SBTI_5102
dbpedia_sbti_4580,DBPedia_4579,SBTI_5423,The ODP Corporation,The ODP Corporation,100,DBPedia_4579SBTI_5423
dbpedia_sbti_1096,DBPedia_1095,SBTI_4008,"Okta, Inc.","Okta, Inc",100,DBPedia_1095SBTI_4008
dbpedia_sbti_188,DBPedia_187,SBTI_2549,Hulamin,Hulamin,100,DBPedia_187SBTI_2549
dbpedia_sbti_1187,DBPedia_1186,SBTI_1420,Dentsu International,Dentsu International,100,DBPedia_1186SBTI_1420
dbpedia_sbti_9883,DBPedia_9882,SBTI_3030,Klépierre,Klépierre,100,DBPedia_9882SBTI_3030
dbpedia_sbti_8140,DBPedia_8139,SBTI_3159,Landsec,Landsec,100,DBPedia_8139SBTI_3159
dbpedia_sbti_10312,DBPedia_10311,SBTI_5651,"Twitter, Inc.",Twitter Inc,100,DBPedia_10311SBTI_5651
dbpedia_sbti_10661,DBPedia_10660,SBTI_3795,Netflix,Netflix,100,DBPedia_10660SBTI_3795
dbpedia_sbti_5754,DBPedia_5753,SBTI_42,ABB,ABB,100,DBPedia_5753SBTI_42
dbpedia_sbti_8886,DBPedia_8885,SBTI_4082,Oshkosh Corporation,Oshkosh Corporation,100,DBPedia_8885SBTI_4082
dbpedia_sbti_3103,DBPedia_3102,SBTI_2994,Keurig Dr Pepper,Keurig Dr Pepper,100,DBPedia_3102SBTI_2994
dbpedia_sbti_9029,DBPedia_9028,SBTI_1507,Dormakaba,dormakaba,100,DBPedia_9028SBTI_1507
dbpedia_sbti_7830,DBPedia_7829,SBTI_6138,Zimmer Biomet,Zimmer Biomet,100,DBPedia_7829SBTI_6138
dbpedia_sbti_3845,DBPedia_3844,SBTI_105,Adobe Inc.,"Adobe, Inc.",100,DBPedia_3844SBTI_105
dbpedia_sbti_3907,DBPedia_3906,SBTI_1932,Ford Motor Company,Ford Motor Company,100,DBPedia_3906SBTI_1932
dbpedia_sbti_616,DBPedia_615,SBTI_3,2 Sisters Food Group,2 Sisters Food Group,100,DBPedia_615SBTI_3
dbpedia_sbti_7881,DBPedia_7880,SBTI_5353,"Tesla, Inc.",Tesla Inc.,100,DBPedia_7880SBTI_5353
dbpedia_sbti_8089,DBPedia_8088,SBTI_3411,Marriott International,Marriott International,100,DBPedia_8088SBTI_3411
dbpedia_sbti_7557,DBPedia_7556,SBTI_3956,NXP Semiconductors,NXP Semiconductors,100,DBPedia_7556SBTI_3956
dbpedia_sbti_5940,DBPedia_5939,SBTI_452,AstraZeneca,AstraZeneca,100,DBPedia_5939SBTI_452
dbpedia_sbti_3721,DBPedia_3720,SBTI_2584,Icade,Icade,100,DBPedia_3720SBTI_2584
dbpedia_sbti_8461,DBPedia_8460,SBTI_4166,PayPal,PayPal,100,DBPedia_8460SBTI_4166
dbpedia_sbti_3657,DBPedia_3656,SBTI_6137,Ziff Davis,Ziff Davis,100,DBPedia_3656SBTI_6137
dbpedia_sbti_3082,DBPedia_3081,SBTI_862,Buro Happold,Buro Happold,100,DBPedia_3081SBTI_862
dbpedia_sbti_846,DBPedia_845,SBTI_3402,Marel,Marel,100,DBPedia_845SBTI_3402
dbpedia_sbti_8109,DBPedia_8108,SBTI_5491,TOA Corporation,TOA Corporation,100,DBPedia_8108SBTI_5491
dbpedia_sbti_9521,DBPedia_9520,SBTI_986,Celestica,Celestica,100,DBPedia_9520SBTI_986
dbpedia_sbti_5421,DBPedia_5420,SBTI_5817,Vicinity Centres,Vicinity Centres,100,DBPedia_5420SBTI_5817
dbpedia_sbti_4403,DBPedia_4402,SBTI_4634,Salzgitter AG,Salzgitter AG,100,DBPedia_4402SBTI_4634
dbpedia_sbti_667,DBPedia_666,SBTI_3914,Northern Trust,Northern Trust,100,DBPedia_666SBTI_3914
dbpedia_sbti_7394,DBPedia_7393,SBTI_5708,UnitedHealth Group,UnitedHealth Group,100,DBPedia_7393SBTI_5708
dbpedia_sbti_4572,DBPedia_4571,SBTI_345,Apple Inc.,"Apple, Inc.",100,DBPedia_4571SBTI_345
dbpedia_sbti_6572,DBPedia_6571,SBTI_5455,Thomson Reuters,Thomson Reuters,100,DBPedia_6571SBTI_5455
dbpedia_sbti_2114,DBPedia_2113,SBTI_2588,ICL Group Ltd.,ICL Group LTD,100,DBPedia_2113SBTI_2588
dbpedia_sbti_3022,DBPedia_3021,SBTI_1785,Everlane,Everlane,100,DBPedia_3021SBTI_1785
dbpedia_sbti_3984,DBPedia_3983,SBTI_5407,The J.M. Smucker Company,The J.M. Smucker Company,100,DBPedia_3983SBTI_5407
dbpedia_sbti_7583,DBPedia_7582,SBTI_1661,Elsewedy Electric,ELSEWEDY ELECTRIC,100,DBPedia_7582SBTI_1661
dbpedia_sbti_1927,DBPedia_1926,SBTI_1864,Fever-Tree,Fever-Tree,100,DBPedia_1926SBTI_1864
dbpedia_sbti_1273,DBPedia_1272,SBTI_2487,Hogan Lovells,Hogan Lovells,100,DBPedia_1272SBTI_2487
dbpedia_sbti_10294,DBPedia_10293,SBTI_5585,Travis Perkins,Travis Perkins,100,DBPedia_10293SBTI_5585
dbpedia_sbti_8322,DBPedia_8321,SBTI_2620,Imerys,Imerys,100,DBPedia_8321SBTI_2620
dbpedia_sbti_6278,DBPedia_6277,SBTI_3509,Mercadona,Mercadona,100,DBPedia_6277SBTI_3509
dbpedia_sbti_10398,DBPedia_10397,SBTI_227,Alma Media,Alma Media,100,DBPedia_10397SBTI_227
dbpedia_sbti_3429,DBPedia_3428,SBTI_5753,Vallourec,VALLOUREC,100,DBPedia_3428SBTI_5753
dbpedia_sbti_5575,DBPedia_5574,SBTI_1142,Coca-Cola FEMSA,Coca-Cola FEMSA,100,DBPedia_5574SBTI_1142
dbpedia_sbti_7889,DBPedia_7888,SBTI_2399,Heineken N.V.,HEINEKEN N.V.,100,DBPedia_7888SBTI_2399
dbpedia_sbti_7407,DBPedia_7406,SBTI_4485,Renishaw plc,Renishaw plc,100,DBPedia_7406SBTI_4485
dbpedia_sbti_4951,DBPedia_4950,SBTI_1759,Eurazeo,Eurazeo,100,DBPedia_4950SBTI_1759
dbpedia_sbti_5917,DBPedia_5916,SBTI_5378,The Cheesecake Factory,The Cheesecake Factory,100,DBPedia_5916SBTI_5378
dbpedia_sbti_7905,DBPedia_7904,SBTI_5387,The Economist Group,The Economist Group,100,DBPedia_7904SBTI_5387
dbpedia_sbti_9149,DBPedia_9148,SBTI_4783,Seventh Generation Inc.,"Seventh Generation, Inc.",100,DBPedia_9148SBTI_4783
dbpedia_sbti_9124,DBPedia_9123,SBTI_4036,Onsemi,onsemi,100,DBPedia_9123SBTI_4036
dbpedia_sbti_4857,DBPedia_4856,SBTI_569,Ball Corporation,Ball Corporation,100,DBPedia_4856SBTI_569
dbpedia_sbti_8822,DBPedia_8821,SBTI_297,Amorepacific Corporation,AMOREPACIFIC CORPORATION,100,DBPedia_8821SBTI_297
dbpedia_sbti_7637,DBPedia_7636,SBTI_3636,Mölnlycke Health Care,Mölnlycke Health Care,100,DBPedia_7636SBTI_3636
dbpedia_sbti_4596,DBPedia_4595,SBTI_3470,McKesson Corporation,McKesson Corporation,100,DBPedia_4595SBTI_3470
dbpedia_sbti_427,DBPedia_426,SBTI_5910,Warner Music Group,Warner Music Group,100,DBPedia_426SBTI_5910
dbpedia_sbti_5725,DBPedia_5724,SBTI_23,A1 Telekom Austria Group,A1 Telekom Austria Group,100,DBPedia_5724SBTI_23
dbpedia_sbti_7307,DBPedia_7306,SBTI_3753,National Grid plc,National Grid PLC,100,DBPedia_7306SBTI_3753
dbpedia_sbti_1005,DBPedia_1004,SBTI_4771,Senior plc,Senior Plc,100,DBPedia_1004SBTI_4771
dbpedia_sbti_3426,DBPedia_3425,SBTI_4483,Renewi,Renewi,100,DBPedia_3425SBTI_4483
dbpedia_sbti_1639,DBPedia_1638,SBTI_5250,Takenaka Corporation,TAKENAKA CORPORATION,100,DBPedia_1638SBTI_5250
dbpedia_sbti_8178,DBPedia_8177,SBTI_3813,News Corp,News Corp,100,DBPedia_8177SBTI_3813
dbpedia_sbti_3885,DBPedia_3884,SBTI_5968,Wieland Group,Wieland Group,100,DBPedia_3884SBTI_5968
dbpedia_sbti_1168,DBPedia_1167,SBTI_5747,Vale S.A.,Vale S.A.,100,DBPedia_1167SBTI_5747
dbpedia_sbti_9159,DBPedia_9158,SBTI_6045,XP Power,XP Power,100,DBPedia_9158SBTI_6045
dbpedia_sbti_8691,DBPedia_8690,SBTI_85,Activision Blizzard,Activision Blizzard,100,DBPedia_8690SBTI_85
dbpedia_sbti_4390,DBPedia_4389,SBTI_5886,Vornado Realty Trust,Vornado Realty Trust,100,DBPedia_4389SBTI_5886
dbpedia_sbti_3432,DBPedia_3431,SBTI_4642,Sanden Corporation,SANDEN CORPORATION,100,DBPedia_3431SBTI_4642
dbpedia_sbti_759,DBPedia_758,SBTI_2180,Golden State Foods,Golden State Foods,100,DBPedia_758SBTI_2180
dbpedia_sbti_7383,DBPedia_7382,SBTI_885,Caesars Entertainment,Caesars Entertainment,100,DBPedia_7382SBTI_885
dbpedia_sbti_5558,DBPedia_5557,SBTI_2088,General Motors,General Motors,100,DBPedia_5557SBTI_2088
dbpedia_sbti_5580,DBPedia_5579,SBTI_346,Applied Materials,Applied Materials,100,DBPedia_5579SBTI_346
dbpedia_sbti_1103,DBPedia_1102,SBTI_3972,Obayashi Corporation,Obayashi Corporation,100,DBPedia_1102SBTI_3972
dbpedia_sbti_5396,DBPedia_5395,SBTI_3439,Match Group,Match Group,100,DBPedia_5395SBTI_3439
dbpedia_sbti_2091,DBPedia_2090,SBTI_4414,Ralph Lauren Corporation,Ralph Lauren Corporation,100,DBPedia_2090SBTI_4414
dbpedia_sbti_5672,DBPedia_5671,SBTI_1612,Edwards Lifesciences,Edwards Lifesciences,100,DBPedia_5671SBTI_1612
dbpedia_sbti_7800,DBPedia_7799,SBTI_5671,UKG,UKG,100,DBPedia_7799SBTI_5671
dbpedia_sbti_5475,DBPedia_5474,SBTI_4508,Ricardo PLC,Ricardo PLC,100,DBPedia_5474SBTI_4508
dbpedia_sbti_4346,DBPedia_4345,SBTI_4142,Panzani,PANZANI,100,DBPedia_4345SBTI_4142
dbpedia_sbti_3244,DBPedia_3243,SBTI_4453,Refinitiv,Refinitiv,100,DBPedia_3243SBTI_4453
dbpedia_sbti_3313,DBPedia_3312,SBTI_5839,Vinci SA,VINCI SA,100,DBPedia_3312SBTI_5839
dbpedia_sbti_10361,DBPedia_10360,SBTI_140,Agrial,Agrial,100,DBPedia_10360SBTI_140
dbpedia_sbti_4441,DBPedia_4440,SBTI_4370,Purolator Inc.,Purolator Inc.,100,DBPedia_4440SBTI_4370
dbpedia_sbti_8947,DBPedia_8946,SBTI_5345,Tereos,TEREOS,100,DBPedia_8946SBTI_5345
dbpedia_sbti_9094,DBPedia_9093,SBTI_3522,Meridian Energy,Meridian Energy,100,DBPedia_9093SBTI_3522
dbpedia_sbti_1373,DBPedia_1372,SBTI_2055,Gamuda Berhad,Gamuda Berhad,100,DBPedia_1372SBTI_2055
dbpedia_sbti_9172,DBPedia_9171,SBTI_4857,Sia Partners,Sia Partners,100,DBPedia_9171SBTI_4857
dbpedia_sbti_9123,DBPedia_9122,SBTI_4024,Omnicom Group,Omnicom Group,100,DBPedia_9122SBTI_4024
dbpedia_sbti_9508,DBPedia_9507,SBTI_495,Australian Ethical Investment,Australian Ethical Investment,100,DBPedia_9507SBTI_495
dbpedia_sbti_2708,DBPedia_2707,SBTI_1301,Cummins,Cummins,100,DBPedia_2707SBTI_1301
dbpedia_sbti_7918,DBPedia_7917,SBTI_476,Atresmedia,Atresmedia,100,DBPedia_7917SBTI_476
dbpedia_sbti_652,DBPedia_651,SBTI_1582,Ecolab,Ecolab,100,DBPedia_651SBTI_1582
dbpedia_sbti_4046,DBPedia_4045,SBTI_3921,Novartis,Novartis,100,DBPedia_4045SBTI_3921
dbpedia_sbti_4537,DBPedia_4536,SBTI_1779,EVBox,EVBox,100,DBPedia_4536SBTI_1779
dbpedia_sbti_9292,DBPedia_9291,SBTI_5748,Valeo,Valeo,100,DBPedia_9291SBTI_5748
dbpedia_sbti_3948,DBPedia_3947,SBTI_5305,Ted Baker,Ted Baker,100,DBPedia_3947SBTI_5305
dbpedia_sbti_3545,DBPedia_3544,SBTI_4948,Smithfield Foods,Smithfield Foods,100,DBPedia_3544SBTI_4948
dbpedia_sbti_3083,DBPedia_3082,SBTI_2899,Just Group plc,Just Group Plc,100,DBPedia_3082SBTI_2899
dbpedia_sbti_8348,DBPedia_8347,SBTI_1425,Desjardins Group,Desjardins Group,100,DBPedia_8347SBTI_1425
dbpedia_sbti_4668,DBPedia_4667,SBTI_2072,GEA Group,GEA Group,100,DBPedia_4667SBTI_2072
