Match ID,dbpedia_uid,sbti_uid,dbpedia_company,sbti_company,Similarity Score,dbpedia_sbti_uids
dbpedia_sbti_744,DBPedia_743,SBTI_4124,PCH International,Pal International,88,DBPedia_743SBTI_4124
dbpedia_sbti_760,DBPedia_759,SBTI_2974,KEO (company),Kellogg Company,85,DBPedia_759SBTI_2974
dbpedia_sbti_4835,DBPedia_4834,SBTI_569,Banta Corporation,Ball Corporation,85,DBPedia_4834SBTI_569
dbpedia_sbti_5706,DBPedia_5705,SBTI_4945,SRAM Corporation,SMC Corporation,90,DBPedia_5705SBTI_4945
dbpedia_sbti_7382,DBPedia_7381,SBTI_2470,Hitachi Construction Machinery,Hitachi Construction Machinery Co. LTD,90,DBPedia_7381SBTI_2470
dbpedia_sbti_6438,DBPedia_6437,SBTI_4174,Pegasystems,Pegasystems Inc,85,DBPedia_6437SBTI_4174
dbpedia_sbti_3700,DBPedia_3699,SBTI_280,American Airlines Group,American Airlines,85,DBPedia_3699SBTI_280
dbpedia_sbti_8118,DBPedia_8117,SBTI_1190,Cognex Corporation,Concentrix Corporation,85,DBPedia_8117SBTI_1190
dbpedia_sbti_3862,DBPedia_3861,SBTI_684,BGI Group,BHG Group,89,DBPedia_3861SBTI_684
dbpedia_sbti_528,DBPedia_527,SBTI_4175,Parsons Corporation,Pegatron Corporation,87,DBPedia_527SBTI_4175
dbpedia_sbti_8888,DBPedia_8887,SBTI_5947,POSCO International,Westcon International,85,DBPedia_8887SBTI_5947
dbpedia_sbti_4628,DBPedia_4627,SBTI_4124,SSL International,Pal International,88,DBPedia_4627SBTI_4124
dbpedia_sbti_1493,DBPedia_1492,SBTI_991,Copperbelt Energy Corporation,Celxpert Energy Corporation,86,DBPedia_1492SBTI_991
dbpedia_sbti_1469,DBPedia_1468,SBTI_1161,NCC (company),Comany Inc.,86,DBPedia_1468SBTI_1161
dbpedia_sbti_1864,DBPedia_1863,SBTI_1037,Chiesi Farmaceutici,Chiesi Farmaceutici S.p.A.,86,DBPedia_1863SBTI_1037
dbpedia_sbti_2729,DBPedia_2728,SBTI_559,Balsan (company),Bain & Company,85,DBPedia_2728SBTI_559
dbpedia_sbti_10154,DBPedia_10153,SBTI_2091,Genesee & Wyoming,Genesee & Wyoming Inc.,88,DBPedia_10153SBTI_2091
dbpedia_sbti_8399,DBPedia_8398,SBTI_569,Bayer Corporation,Ball Corporation,85,DBPedia_8398SBTI_569
dbpedia_sbti_8167,DBPedia_8166,SBTI_1076,Chiron Corporation,Ciena Corporation,86,DBPedia_8166SBTI_1076
dbpedia_sbti_5608,DBPedia_5607,SBTI_3272,Lojas Renner,Lojas Renner S.A.,86,DBPedia_5607SBTI_3272
dbpedia_sbti_3091,DBPedia_3090,SBTI_4567,Solar Entertainment Corporation,Rovio Entertainment Corporation,87,DBPedia_3090SBTI_4567
dbpedia_sbti_7105,DBPedia_7104,SBTI_3344,Markel Corporation,Maeda Corporation,86,DBPedia_7104SBTI_3344
dbpedia_sbti_6889,DBPedia_6888,SBTI_5615,Triumph International,Trust International,85,DBPedia_6888SBTI_5615
dbpedia_sbti_8136,DBPedia_8135,SBTI_3170,Latham & Watkins,Latham & Watkins LLP,88,DBPedia_8135SBTI_3170
dbpedia_sbti_4769,DBPedia_4768,SBTI_435,CBS Corporation,ASICS Corporation,88,DBPedia_4768SBTI_435
dbpedia_sbti_4975,DBPedia_4974,SBTI_1847,Fiat S.p.A.,Fater S.p.A.,86,DBPedia_4974SBTI_1847
dbpedia_sbti_2119,DBPedia_2118,SBTI_6040,Merix Corporation,Xerox Corporation,88,DBPedia_2118SBTI_6040
dbpedia_sbti_885,DBPedia_884,SBTI_3245,Lampin Corporation,Lion Corporation,88,DBPedia_884SBTI_3245
dbpedia_sbti_8716,DBPedia_8715,SBTI_1575,American International Group,ECA International Group,90,DBPedia_8715SBTI_1575
dbpedia_sbti_8869,DBPedia_8868,SBTI_4124,International Paper,Pal International,89,DBPedia_8868SBTI_4124
dbpedia_sbti_3992,DBPedia_3991,SBTI_1681,EG Group,En+ Group,88,DBPedia_3991SBTI_1681
dbpedia_sbti_4049,DBPedia_4048,SBTI_861,Argo Group,BURGO GROUP,86,DBPedia_4048SBTI_861
dbpedia_sbti_4579,DBPedia_4578,SBTI_6112,Z Energy,ZEN Energy,89,DBPedia_4578SBTI_6112
dbpedia_sbti_1547,DBPedia_1546,SBTI_4618,Saif Group,SAICA GROUP,86,DBPedia_1546SBTI_4618
dbpedia_sbti_7164,DBPedia_7163,SBTI_5214,Systembolaget,Systembolaget AB,90,DBPedia_7163SBTI_5214
dbpedia_sbti_1882,DBPedia_1881,SBTI_2002,FTI Consulting,"FTI Consulting, Inc.",88,DBPedia_1881SBTI_2002
dbpedia_sbti_6550,DBPedia_6549,SBTI_5397,Goodyear Tire and Rubber Company,The Goodyear Tire & Rubber Company,88,DBPedia_6549SBTI_5397
dbpedia_sbti_9574,DBPedia_9573,SBTI_441,ATI Technologies,ASM Technologies,88,DBPedia_9573SBTI_441
dbpedia_sbti_1339,DBPedia_1338,SBTI_4920,"Saks, Inc.",SK Inc.,86,DBPedia_1338SBTI_4920
dbpedia_sbti_964,DBPedia_963,SBTI_3481,Ku6 Media,Media 6,88,DBPedia_963SBTI_3481
dbpedia_sbti_2121,DBPedia_2120,SBTI_3657,Rayonier Advanced Materials,Morgan Advanced Materials,85,DBPedia_2120SBTI_3657
dbpedia_sbti_10434,DBPedia_10433,SBTI_1953,Fortescue Metals Group,Fortescue Metals Group Ltd,92,DBPedia_10433SBTI_1953
dbpedia_sbti_3317,DBPedia_3316,SBTI_4238,Sapiens International Corporation,Planson International Corporation,88,DBPedia_3316SBTI_4238
dbpedia_sbti_3067,DBPedia_3066,SBTI_4026,Thomson Corporation,OMRON Corporation,89,DBPedia_3066SBTI_4026
dbpedia_sbti_7646,DBPedia_7645,SBTI_4872,Siemens Energy AG,Siemens Energy,90,DBPedia_7645SBTI_4872
dbpedia_sbti_9056,DBPedia_9055,SBTI_5433,Southern Co-operative,The Southern Co-operative,91,DBPedia_9055SBTI_5433
dbpedia_sbti_923,DBPedia_922,SBTI_2931,Kadokawa Corporation,KAO Corporation,86,DBPedia_922SBTI_2931
dbpedia_sbti_1440,DBPedia_1439,SBTI_4950,SIMPLE Group,SML Group,86,DBPedia_1439SBTI_4950
dbpedia_sbti_6577,DBPedia_6576,SBTI_559,Aon (company),Bain & Company,87,DBPedia_6576SBTI_559
dbpedia_sbti_4452,DBPedia_4451,SBTI_2791,Izukyū Corporation,IZUMI CORPORATION,86,DBPedia_4451SBTI_2791
dbpedia_sbti_665,DBPedia_664,SBTI_6117,Noble Energy,Zenobe Energy,88,DBPedia_664SBTI_6117
dbpedia_sbti_6124,DBPedia_6123,SBTI_5618,TBC Bank,TSB Bank,88,DBPedia_6123SBTI_5618
dbpedia_sbti_7847,DBPedia_7846,SBTI_569,Ayala Corporation,Ball Corporation,85,DBPedia_7846SBTI_569
dbpedia_sbti_1446,DBPedia_1445,SBTI_3471,McKinsey & Company,"McKinsey & Company, Inc.",89,DBPedia_1445SBTI_3471
dbpedia_sbti_8790,DBPedia_8789,SBTI_168,CAS Corporation,AISIN CORPORATION,88,DBPedia_8789SBTI_168
dbpedia_sbti_3594,DBPedia_3593,SBTI_4089,Showa Corporation,OSW Corporation,88,DBPedia_3593SBTI_4089
dbpedia_sbti_6068,DBPedia_6067,SBTI_3178,Ebara Corporation,Lear Corporation,91,DBPedia_6067SBTI_3178
dbpedia_sbti_2958,DBPedia_2957,SBTI_4127,Palfinger,PALFINGER AG,86,DBPedia_2957SBTI_4127
dbpedia_sbti_8407,DBPedia_8406,SBTI_5705,United Natural Foods,"United Natural Foods, Inc.",91,DBPedia_8406SBTI_5705
dbpedia_sbti_6176,DBPedia_6175,SBTI_5291,TE Connectivity,TE Connectivity Ltd,88,DBPedia_6175SBTI_5291
dbpedia_sbti_9753,DBPedia_9752,SBTI_3166,Las Vegas Sands,Las Vegas Sands Corp,86,DBPedia_9752SBTI_3166
dbpedia_sbti_10560,DBPedia_10559,SBTI_2988,Kerry Group,Kerry Group PLC,85,DBPedia_10559SBTI_2988
dbpedia_sbti_1027,DBPedia_1026,SBTI_2659,Idra Group,INFRA Group,86,DBPedia_1026SBTI_2659
dbpedia_sbti_758,DBPedia_757,SBTI_1731,PERI,ERI,86,DBPedia_757SBTI_1731
dbpedia_sbti_5071,DBPedia_5070,SBTI_587,Astoria Bank,Bank Australia,85,DBPedia_5070SBTI_587
dbpedia_sbti_470,DBPedia_469,SBTI_307,Analog Devices,"Analog Devices, Inc.",88,DBPedia_469SBTI_307
dbpedia_sbti_1594,DBPedia_1593,SBTI_735,BMV Group,BMW Group,89,DBPedia_1593SBTI_735
dbpedia_sbti_6391,DBPedia_6390,SBTI_5681,Under Armour,"Under Armour, Inc.",86,DBPedia_6390SBTI_5681
dbpedia_sbti_9068,DBPedia_9067,SBTI_2771,I&M Holdings Limited,ITL Holdings Limited,90,DBPedia_9067SBTI_2771
dbpedia_sbti_6128,DBPedia_6127,SBTI_1048,Chipotle Mexican Grill,"Chipotle Mexican Grill, Inc.",92,DBPedia_6127SBTI_1048
dbpedia_sbti_6364,DBPedia_6363,SBTI_4285,Spread Group,Prada Group,87,DBPedia_6363SBTI_4285
dbpedia_sbti_2385,DBPedia_2384,SBTI_1601,DWF Group,EDF Group,89,DBPedia_2384SBTI_1601
dbpedia_sbti_3123,DBPedia_3122,SBTI_2481,Phonic Corporation,HNI Corporation,91,DBPedia_3122SBTI_2481
dbpedia_sbti_2095,DBPedia_2094,SBTI_3977,Obrascón Huarte Lain,"Obrascón Huarte Laín, S. A",88,DBPedia_2094SBTI_3977
dbpedia_sbti_1679,DBPedia_1678,SBTI_194,Aldi,ALD,86,DBPedia_1678SBTI_194
dbpedia_sbti_8944,DBPedia_8943,SBTI_5615,Telus International,Trust International,89,DBPedia_8943SBTI_5615
dbpedia_sbti_10258,DBPedia_10257,SBTI_615,"BKD, LLP",BDO LLP,86,DBPedia_10257SBTI_615
dbpedia_sbti_10149,DBPedia_10148,SBTI_5491,Futaba Corporation,TOA Corporation,85,DBPedia_10148SBTI_5491
dbpedia_sbti_10162,DBPedia_10161,SBTI_2148,Global Fashion Group,Global Fashion Group S.A.,91,DBPedia_10161SBTI_2148
dbpedia_sbti_8262,DBPedia_8261,SBTI_3400,Neumann International,Manutan International,86,DBPedia_8261SBTI_3400
dbpedia_sbti_4687,DBPedia_4686,SBTI_5055,Standard Chartered,Standard Chartered Bank,88,DBPedia_4686SBTI_5055
dbpedia_sbti_8675,DBPedia_8674,SBTI_3597,Mitchells & Butlers,Mitchells & Butlers plc,89,DBPedia_8674SBTI_3597
dbpedia_sbti_10533,DBPedia_10532,SBTI_5339,Tet (company),Tennant Company,85,DBPedia_10532SBTI_5339
dbpedia_sbti_9388,DBPedia_9387,SBTI_2087,General Mills,General Mills Inc.,87,DBPedia_9387SBTI_2087
dbpedia_sbti_9807,DBPedia_9806,SBTI_4221,ICT Group,Pictet Group,86,DBPedia_9806SBTI_4221
dbpedia_sbti_2259,DBPedia_2258,SBTI_2544,Hugo Boss,Hugo Boss AG,86,DBPedia_2258SBTI_2544
dbpedia_sbti_1071,DBPedia_1070,SBTI_5615,RSM International,Trust International,89,DBPedia_1070SBTI_5615
dbpedia_sbti_7251,DBPedia_7250,SBTI_2332,Ohara Corporation,Hama Corporation,91,DBPedia_7250SBTI_2332
dbpedia_sbti_8210,DBPedia_8209,SBTI_3070,Konica Minolta,"Konica Minolta, Inc.",88,DBPedia_8209SBTI_3070
dbpedia_sbti_5007,DBPedia_5006,SBTI_1039,Charm Communications,Chime Communications,90,DBPedia_5006SBTI_1039
dbpedia_sbti_561,DBPedia_560,SBTI_1335,Daito Trust Construction,"Daito Trust Construction Co., Ltd.",87,DBPedia_560SBTI_1335
dbpedia_sbti_898,DBPedia_897,SBTI_3010,Kindred Group,Kindred Group plc,87,DBPedia_897SBTI_3010
dbpedia_sbti_9892,DBPedia_9891,SBTI_6016,Workspace Group,Workspace Group PLC,88,DBPedia_9891SBTI_6016
dbpedia_sbti_10373,DBPedia_10372,SBTI_164,ARINC,AIRINC,91,DBPedia_10372SBTI_164
dbpedia_sbti_5054,DBPedia_5053,SBTI_1740,ESR Group,Esh Group,89,DBPedia_5053SBTI_1740
dbpedia_sbti_2537,DBPedia_2536,SBTI_4946,Mc Group,SMCP GROUP,89,DBPedia_2536SBTI_4946
dbpedia_sbti_648,DBPedia_647,SBTI_2437,Hewlett Packard Enterprise,Hewlett Packard Enterprise Company,87,DBPedia_647SBTI_2437
dbpedia_sbti_7366,DBPedia_7365,SBTI_760,Booking Holdings,Booking Holdings Inc.,89,DBPedia_7365SBTI_760
dbpedia_sbti_3378,DBPedia_3377,SBTI_5880,Volution Group,Volution Group plc,88,DBPedia_3377SBTI_5880
dbpedia_sbti_8840,DBPedia_8839,SBTI_979,Cavalier Corporation,Caverion Corporation,85,DBPedia_8839SBTI_979
dbpedia_sbti_2642,DBPedia_2641,SBTI_2119,Giesecke+Devrient,Giesecke+Devrient GmbH,87,DBPedia_2641SBTI_2119
dbpedia_sbti_2190,DBPedia_2189,SBTI_6006,Woolworths New Zealand,WoolWorks New Zealand Ltd,85,DBPedia_2189SBTI_6006
dbpedia_sbti_10045,DBPedia_10044,SBTI_5847,Virgin Media,Virgin Media O2,89,DBPedia_10044SBTI_5847
dbpedia_sbti_5588,DBPedia_5587,SBTI_1153,Coles Group,Colisée Group,87,DBPedia_5587SBTI_1153
dbpedia_sbti_1396,DBPedia_1395,SBTI_3784,NN Group,NENT Group,89,DBPedia_1395SBTI_3784
dbpedia_sbti_7379,DBPedia_7378,SBTI_601,"Bath & Body Works, Inc.",Bath & Body Works,88,DBPedia_7378SBTI_601
dbpedia_sbti_10496,DBPedia_10495,SBTI_2480,HMD Global,HMD Global OY,87,DBPedia_10495SBTI_2480
dbpedia_sbti_5098,DBPedia_5097,SBTI_340,APL Logistics,APL Logistics LTD,87,DBPedia_5097SBTI_340
dbpedia_sbti_2203,DBPedia_2202,SBTI_3859,Nasir Group,NIRU Group,86,DBPedia_2202SBTI_3859
dbpedia_sbti_5964,DBPedia_5963,SBTI_840,Brit plc,BT plc,86,DBPedia_5963SBTI_840
dbpedia_sbti_2941,DBPedia_2940,SBTI_388,Arla Foods UK,Arla Foods,87,DBPedia_2940SBTI_388
dbpedia_sbti_2985,DBPedia_2984,SBTI_3882,Nokian Tyres,Nokian Tyres plc,86,DBPedia_2984SBTI_3882
dbpedia_sbti_10689,DBPedia_10688,SBTI_6039,Xerox,Xero,89,DBPedia_10688SBTI_6039
dbpedia_sbti_7967,DBPedia_7966,SBTI_1740,ESI Group,Esh Group,89,DBPedia_7966SBTI_1740
dbpedia_sbti_7463,DBPedia_7462,SBTI_5491,Hoya Corporation,TOA Corporation,90,DBPedia_7462SBTI_5491
dbpedia_sbti_3073,DBPedia_3072,SBTI_1630,Keio Corporation,EIZO Corporation,94,DBPedia_3072SBTI_1630
dbpedia_sbti_6746,DBPedia_6745,SBTI_5730,UGI Corporation,USG Corporation,93,DBPedia_6745SBTI_5730
dbpedia_sbti_4792,DBPedia_4791,SBTI_815,British American Tobacco,British American Tobacco (BAT),92,DBPedia_4791SBTI_815
dbpedia_sbti_9086,DBPedia_9085,SBTI_3015,Kingspan Group,Kingspan Group Plc,88,DBPedia_9085SBTI_3015
dbpedia_sbti_8018,DBPedia_8017,SBTI_2432,Hera Group,Hero Group,90,DBPedia_8017SBTI_2432
dbpedia_sbti_3344,DBPedia_3343,SBTI_1509,CorVel Corporation,Dover Corporation,86,DBPedia_3343SBTI_1509
dbpedia_sbti_9745,DBPedia_9744,SBTI_3067,KEMET Corporation,KONE Corporation,85,DBPedia_9744SBTI_3067
dbpedia_sbti_7090,DBPedia_7089,SBTI_393,Armstrong World Industries,"Armstrong World Industries, Inc.",93,DBPedia_7089SBTI_393
dbpedia_sbti_6233,DBPedia_6232,SBTI_4124,RPM International,Pal International,88,DBPedia_6232SBTI_4124
dbpedia_sbti_9387,DBPedia_9386,SBTI_1974,Frasers Group,Frasers Group plc,87,DBPedia_9386SBTI_1974
dbpedia_sbti_2842,DBPedia_2841,SBTI_5491,Titan Corporation,TOA Corporation,88,DBPedia_2841SBTI_5491
dbpedia_sbti_8858,DBPedia_8857,SBTI_2708,International Flavors & Fragrances,International Flavors & Fragrances Inc.,94,DBPedia_8857SBTI_2708
dbpedia_sbti_9295,DBPedia_9294,SBTI_4235,Vivo Energy,Pivot Energy,87,DBPedia_9294SBTI_4235
dbpedia_sbti_10112,DBPedia_10111,SBTI_441,SIGA Technologies,ASM Technologies,85,DBPedia_10111SBTI_441
dbpedia_sbti_6710,DBPedia_6709,SBTI_3328,M&C Saatchi,M&C Saatchi PLC.,85,DBPedia_6709SBTI_3328
dbpedia_sbti_4851,DBPedia_4850,SBTI_168,Amarin Corporation,AISIN CORPORATION,86,DBPedia_4850SBTI_168
dbpedia_sbti_6144,DBPedia_6143,SBTI_1293,Marcus Corporation,CSX Corporation,85,DBPedia_6143SBTI_1293
dbpedia_sbti_10469,DBPedia_10468,SBTI_2431,Charter International,Hermès International,85,DBPedia_10468SBTI_2431
dbpedia_sbti_7570,DBPedia_7569,SBTI_1138,Coats Group,Coats Group plc,85,DBPedia_7569SBTI_1138
dbpedia_sbti_434,DBPedia_433,SBTI_583,Bancolombia,BanColombia SA,88,DBPedia_433SBTI_583
dbpedia_sbti_2839,DBPedia_2838,SBTI_455,ALS Limited,ASX Limited,91,DBPedia_2838SBTI_455
dbpedia_sbti_7499,DBPedia_7498,SBTI_5041,Pride International,SRI SPK INTERNATIONAL,85,DBPedia_7498SBTI_5041
dbpedia_sbti_8722,DBPedia_8721,SBTI_489,AMR Corporation,AUO Corporation,87,DBPedia_8721SBTI_489
dbpedia_sbti_10264,DBPedia_10263,SBTI_810,Brisa – Auto-estradas de Portugal,"Brisa - Auto-estradas de Portugal,SA",95,DBPedia_10263SBTI_810
dbpedia_sbti_10097,DBPedia_10096,SBTI_3427,Maxwell Technologies,Marvell Technologies,90,DBPedia_10096SBTI_3427
dbpedia_sbti_6790,DBPedia_6789,SBTI_5618,DSB Bank,TSB Bank,88,DBPedia_6789SBTI_5618
dbpedia_sbti_1800,DBPedia_1799,SBTI_5333,Otello Corporation,TELUS Corporation,86,DBPedia_1799SBTI_5333
dbpedia_sbti_1946,DBPedia_1945,SBTI_1532,JBT Corporation,DTS CORPORATION,87,DBPedia_1945SBTI_1532
dbpedia_sbti_4753,DBPedia_4752,SBTI_5957,Wheaton Precious Metals,Wheaton Precious Metals Corp.,90,DBPedia_4752SBTI_5957
dbpedia_sbti_10009,DBPedia_10008,SBTI_1394,Delivery Hero,Delivery Hero SE,90,DBPedia_10008SBTI_1394
dbpedia_sbti_1266,DBPedia_1265,SBTI_890,Cairn Homes,Cairn Homes Plc,85,DBPedia_1265SBTI_890
dbpedia_sbti_7942,DBPedia_7941,SBTI_5086,Internet Group,STERNE GROUP,85,DBPedia_7941SBTI_5086
dbpedia_sbti_10585,DBPedia_10584,SBTI_2532,Tacony Corporation,HTC Corporation,85,DBPedia_10584SBTI_2532
dbpedia_sbti_3629,DBPedia_3628,SBTI_4253,M2 Group,PM Group,88,DBPedia_3628SBTI_4253
dbpedia_sbti_9128,DBPedia_9127,SBTI_2749,ROSEN Group,Iren Group,86,DBPedia_9127SBTI_2749
dbpedia_sbti_9472,DBPedia_9471,SBTI_441,Smart Technologies,ASM Technologies,88,DBPedia_9471SBTI_441
dbpedia_sbti_1243,DBPedia_1242,SBTI_4950,Samtel Group,SML Group,86,DBPedia_1242SBTI_4950
dbpedia_sbti_6589,DBPedia_6588,SBTI_3312,Lumen Technologies,"Lumen Technologies, Inc.",90,DBPedia_6588SBTI_3312
dbpedia_sbti_8341,DBPedia_8340,SBTI_627,Beiersdorf,Beiersdorf AG,87,DBPedia_8340SBTI_627
dbpedia_sbti_3042,DBPedia_3041,SBTI_2710,Pink International Company,International Paper Company,87,DBPedia_3041SBTI_2710
dbpedia_sbti_8862,DBPedia_8861,SBTI_2481,PHH Corporation,HNI Corporation,87,DBPedia_8861SBTI_2481
dbpedia_sbti_4380,DBPedia_4379,SBTI_389,Capri Holdings,Arm Holdings,85,DBPedia_4379SBTI_389
dbpedia_sbti_3530,DBPedia_3529,SBTI_4936,SL Green Realty,SL Green Realty Corp.,86,DBPedia_3529SBTI_4936
dbpedia_sbti_2327,DBPedia_2326,SBTI_4367,Pure Storage,"Pure Storage, Inc.",86,DBPedia_2326SBTI_4367
dbpedia_sbti_9084,DBPedia_9083,SBTI_3044,Knorr-Bremse,Knorr-Bremse AG,89,DBPedia_9083SBTI_3044
dbpedia_sbti_4670,DBPedia_4669,SBTI_4092,Mitsuba Corporation,OTSUKA CORPORATION,86,DBPedia_4669SBTI_4092
dbpedia_sbti_6609,DBPedia_6608,SBTI_4945,SMTC Corporation,SMC Corporation,97,DBPedia_6608SBTI_4945
dbpedia_sbti_8943,DBPedia_8942,SBTI_5330,Telos (company),Telia Company,85,DBPedia_8942SBTI_5330
dbpedia_sbti_10109,DBPedia_10108,SBTI_5093,STMicroelectronics,STMicroelectronics NV,92,DBPedia_10108SBTI_5093
dbpedia_sbti_6177,DBPedia_6176,SBTI_3133,Tabcorp,Labcorp,86,DBPedia_6176SBTI_3133
dbpedia_sbti_2678,DBPedia_2677,SBTI_509,AvalonBay Communities,"AvalonBay Communities, Inc.",91,DBPedia_2677SBTI_509
dbpedia_sbti_9765,DBPedia_9764,SBTI_4577,Swinkels Family Brewers,Royal Swinkels Family Brewers,88,DBPedia_9764SBTI_4577
dbpedia_sbti_5179,DBPedia_5178,SBTI_2869,John Menzies,John Menzies plc,86,DBPedia_5178SBTI_2869
dbpedia_sbti_9655,DBPedia_9654,SBTI_3828,PPHE Hotel Group,NH Hotel Group,87,DBPedia_9654SBTI_3828
dbpedia_sbti_9326,DBPedia_9325,SBTI_1281,Croda International,Croda International Plc,90,DBPedia_9325SBTI_1281
dbpedia_sbti_10493,DBPedia_10492,SBTI_2431,HM International,Hermès International,91,DBPedia_10492SBTI_2431
dbpedia_sbti_6928,DBPedia_6927,SBTI_5464,Thales Group,Thule Group,87,DBPedia_6927SBTI_5464
dbpedia_sbti_479,DBPedia_478,SBTI_2931,UAL Corporation,KAO Corporation,87,DBPedia_478SBTI_2931
dbpedia_sbti_9809,DBPedia_9808,SBTI_2579,Iberdrola,Iberdrola SA,86,DBPedia_9808SBTI_2579
dbpedia_sbti_6044,DBPedia_6043,SBTI_5382,The Co-operative Group,The Co-operative Group Ltd.,92,DBPedia_6043SBTI_5382
dbpedia_sbti_9076,DBPedia_9075,SBTI_6040,Ferro Corporation,Xerox Corporation,88,DBPedia_9075SBTI_6040
dbpedia_sbti_1586,DBPedia_1585,SBTI_168,AES Corporation,AISIN CORPORATION,88,DBPedia_1585SBTI_168
dbpedia_sbti_2281,DBPedia_2280,SBTI_3251,Penske Automotive Group,Litens Automotive Group,87,DBPedia_2280SBTI_3251
dbpedia_sbti_8727,DBPedia_8726,SBTI_5968,Willdan Group,Wieland Group,85,DBPedia_8726SBTI_5968
dbpedia_sbti_1711,DBPedia_1710,SBTI_1134,CNH Industrial,CNH Industrial N.V.,88,DBPedia_1710SBTI_1134
dbpedia_sbti_7904,DBPedia_7903,SBTI_2359,Harley-Davidson,Harley-Davidson Inc.,88,DBPedia_7903SBTI_2359
dbpedia_sbti_5605,DBPedia_5604,SBTI_3658,Morgan Sindall Group,Morgan Sindall Group plc,91,DBPedia_5604SBTI_3658
dbpedia_sbti_1802,DBPedia_1801,SBTI_469,Atlas Copco,Atlas Copco AB,88,DBPedia_1801SBTI_469
dbpedia_sbti_8692,DBPedia_8691,SBTI_5571,Trane Technologies,Trane Technologies Plc.,90,DBPedia_8691SBTI_5571
dbpedia_sbti_10377,DBPedia_10376,SBTI_195,Aldar Properties,Aldar Properties PJSC,86,DBPedia_10376SBTI_195
dbpedia_sbti_5366,DBPedia_5365,SBTI_4356,Public Power Corporation,Public Power Corporations,98,DBPedia_5365SBTI_4356
dbpedia_sbti_1730,DBPedia_1729,SBTI_498,Australia Post,Austrian Post,89,DBPedia_1729SBTI_498
dbpedia_sbti_3401,DBPedia_3400,SBTI_5812,Vacon,ViaCon,91,DBPedia_3400SBTI_5812
dbpedia_sbti_8359,DBPedia_8358,SBTI_2538,Hudson Pacific Properties,"Hudson Pacific Properties, Inc.",93,DBPedia_8358SBTI_2538
dbpedia_sbti_10253,DBPedia_10252,SBTI_738,BNP Paribas CIB,BNP Paribas,85,DBPedia_10252SBTI_738
dbpedia_sbti_2758,DBPedia_2757,SBTI_5615,Triton International,Trust International,87,DBPedia_2757SBTI_5615
dbpedia_sbti_391,DBPedia_390,SBTI_318,Anora Group,Anora Group Plc,85,DBPedia_390SBTI_318
dbpedia_sbti_8512,DBPedia_8511,SBTI_5699,United Airlines,"United Airlines, Inc.",88,DBPedia_8511SBTI_5699
dbpedia_sbti_3433,DBPedia_3432,SBTI_4643,Sanne Group,SANDEN Group,87,DBPedia_3432SBTI_4643
dbpedia_sbti_1808,DBPedia_1807,SBTI_1003,HCA Healthcare,Cerba Healthcare,87,DBPedia_1807SBTI_1003
dbpedia_sbti_7029,DBPedia_7028,SBTI_1630,EDO Corporation,EIZO Corporation,90,DBPedia_7028SBTI_1630
dbpedia_sbti_6856,DBPedia_6855,SBTI_5625,Tsubakimoto Chain,Tsubakimoto Chain Co.,92,DBPedia_6855SBTI_5625
dbpedia_sbti_10690,DBPedia_10689,SBTI_6074,Yeti Holdings,"YETI Holdings, Inc.",87,DBPedia_10689SBTI_6074
dbpedia_sbti_3265,DBPedia_3264,SBTI_4010,Okuma Corporation,Okumura Corporation,94,DBPedia_3264SBTI_4010
dbpedia_sbti_6012,DBPedia_6011,SBTI_2304,Guidewire Software,Guidewire Software Inc.,90,DBPedia_6011SBTI_2304
dbpedia_sbti_9843,DBPedia_9842,SBTI_3581,MinebeaMitsumi,MinebeaMitsumi Inc.,88,DBPedia_9842SBTI_3581
dbpedia_sbti_5024,DBPedia_5023,SBTI_2228,Grieg Seafood,Grieg Seafood ASA,87,DBPedia_5023SBTI_2228
dbpedia_sbti_113,DBPedia_112,SBTI_2456,Unitil Corporation,Hilti Corporation,86,DBPedia_112SBTI_2456
dbpedia_sbti_3161,DBPedia_3160,SBTI_6068,Yara International,Yara International ASA,90,DBPedia_3160SBTI_6068
dbpedia_sbti_2239,DBPedia_2238,SBTI_4812,RPX Corporation,Sharp Corporation,88,DBPedia_2238SBTI_4812
dbpedia_sbti_5030,DBPedia_5029,SBTI_1454,Dynic Corporation,DIC Corporation,94,DBPedia_5029SBTI_1454
dbpedia_sbti_878,DBPedia_877,SBTI_3067,Kaneka Corporation,KONE Corporation,88,DBPedia_877SBTI_3067
dbpedia_sbti_6171,DBPedia_6170,SBTI_3258,LG Corporation,LKQ Corporation,90,DBPedia_6170SBTI_3258
dbpedia_sbti_6272,DBPedia_6271,SBTI_4005,Kureha Corporation,Okamura Corporation,86,DBPedia_6271SBTI_4005
dbpedia_sbti_9446,DBPedia_9445,SBTI_3273,Lojas Riachuelo,Lojas Riachuelo S/A,88,DBPedia_9445SBTI_3273
dbpedia_sbti_10701,DBPedia_10700,SBTI_4781,SES-imagotag,SES-imagotag SA,89,DBPedia_10700SBTI_4781
dbpedia_sbti_7901,DBPedia_7900,SBTI_1960,Fossil Group,"Fossil Group, Inc.",86,DBPedia_7900SBTI_1960
dbpedia_sbti_9383,DBPedia_9382,SBTI_1689,Endress+Hauser,Endress+Hauser AG,90,DBPedia_9382SBTI_1689
dbpedia_sbti_8912,DBPedia_8911,SBTI_2431,Haynes International,Hermès International,87,DBPedia_8911SBTI_2431
