Match ID,dbpedia_uid,forbes_uid,dbpedia_company,forbes_company,Similarity Score,dbpedia_fobes_uids
dbpedia_forbes_4083,DBPedia_4082,Forbes_1405,Far East Global Group,Berry Global Group,77,DBPedia_4082Forbes_1405
dbpedia_forbes_4388,DBPedia_4387,Forbes_1503,Unibail-Rodamco-Westfield,Unibail-Rodamco,75,DBPedia_4387Forbes_1503
dbpedia_forbes_6137,DBPedia_6136,Forbes_657,Dialog Semiconductor,NXP Semiconductors,74,DBPedia_6136Forbes_657
dbpedia_forbes_854,DBPedia_853,Forbes_307,KDD Group,KBC Group,78,DBPedia_853Forbes_307
dbpedia_forbes_9581,DBPedia_9580,Forbes_1696,Acqua Minerale San Benedetto,Arca Continental,50,DBPedia_9580Forbes_1696
dbpedia_forbes_10415,DBPedia_10414,Forbes_199,EB Games Australia,NAB - National Australia Bank,58,DBPedia_10414Forbes_199
dbpedia_forbes_2236,DBPedia_2235,Forbes_709,Velvet Ice Cream Company,The Mosaic Company,57,DBPedia_2235Forbes_709
dbpedia_forbes_2005,DBPedia_2004,Forbes_81,Sognekraft,Rosneft,59,DBPedia_2004Forbes_81
dbpedia_forbes_265,DBPedia_264,Forbes_6,ZAZ,Amazon,44,DBPedia_264Forbes_6
dbpedia_forbes_572,DBPedia_571,Forbes_1785,Amphastar Pharmaceuticals,CSPC Pharmaceutical Group,68,DBPedia_571Forbes_1785
dbpedia_forbes_7872,DBPedia_7871,Forbes_268,Avianca Brasil,Banco do Brasil,69,DBPedia_7871Forbes_268
dbpedia_forbes_4536,DBPedia_4535,Forbes_32,Homasote,Comcast,67,DBPedia_4535Forbes_32
dbpedia_forbes_231,DBPedia_230,Forbes_105,State Grid Corporation of China,China State Construction Engineering,69,DBPedia_230Forbes_105
dbpedia_forbes_3662,DBPedia_3661,Forbes_390,AngloGold Ashanti,Bank Of Shanghai,55,DBPedia_3661Forbes_390
dbpedia_forbes_10583,DBPedia_10582,Forbes_287,Digi-Key,Diageo,57,DBPedia_10582Forbes_287
dbpedia_forbes_348,DBPedia_347,Forbes_605,Energis,Entergy,71,DBPedia_347Forbes_605
dbpedia_forbes_9489,DBPedia_9488,Forbes_302,Zinifex,Inditex,71,DBPedia_9488Forbes_302
dbpedia_forbes_4442,DBPedia_4441,Forbes_1084,Howa,Hoya,75,DBPedia_4441Forbes_1084
dbpedia_forbes_8951,DBPedia_8950,Forbes_1142,AsiaSat,Itaúsa,67,DBPedia_8950Forbes_1142
dbpedia_forbes_6479,DBPedia_6478,Forbes_410,Veidekke,Heineken,62,DBPedia_6478Forbes_410
dbpedia_forbes_811,DBPedia_810,Forbes_1525,Oxford Biomedica,Bank of India,55,DBPedia_810Forbes_1525
dbpedia_forbes_8740,DBPedia_8739,Forbes_71,Hastings Insurance,China Life Insurance,68,DBPedia_8739Forbes_71
dbpedia_forbes_1617,DBPedia_1616,Forbes_1058,Aimia (company),Alinma Bank,58,DBPedia_1616Forbes_1058
dbpedia_forbes_9948,DBPedia_9947,Forbes_153,Purism (company),Deere & Company,67,DBPedia_9947Forbes_153
dbpedia_forbes_7932,DBPedia_7931,Forbes_444,Grupo Éxito,Grupo Mexico,82,DBPedia_7931Forbes_444
dbpedia_forbes_7376,DBPedia_7375,Forbes_652,Beacon Power,CGN Power,76,DBPedia_7375Forbes_652
dbpedia_forbes_9861,DBPedia_9860,Forbes_800,Qwest,WestRock,62,DBPedia_9860Forbes_800
dbpedia_forbes_4827,DBPedia_4826,Forbes_1546,Westland Milk Products,Wheaton Precious Metals,58,DBPedia_4826Forbes_1546
dbpedia_forbes_3836,DBPedia_3835,Forbes_684,Thompson Coburn,Thomson Reuters,67,DBPedia_3835Forbes_684
dbpedia_forbes_168,DBPedia_167,Forbes_487,Camelot Group,CME Group,82,DBPedia_167Forbes_487
dbpedia_forbes_2786,DBPedia_2785,Forbes_3,American Cast Iron Pipe Company,Saudi Arabian Oil Company (Saudi Aramco),55,DBPedia_2785Forbes_3
dbpedia_forbes_10634,DBPedia_10633,Forbes_1277,Inbursa,Grupo Inbursa,70,DBPedia_10633Forbes_1277
dbpedia_forbes_6844,DBPedia_6843,Forbes_192,Élan,ANZ,67,DBPedia_6843Forbes_192
dbpedia_forbes_3810,DBPedia_3809,Forbes_465,Trailer Bridge,Bridgestone,64,DBPedia_3809Forbes_465
dbpedia_forbes_6669,DBPedia_6668,Forbes_1750,Moore Kingston Smith,Burlington Stores,59,DBPedia_6668Forbes_1750
dbpedia_forbes_1291,DBPedia_1290,Forbes_813,Rent the Runway,United Rentals,62,DBPedia_1290Forbes_813
dbpedia_forbes_7140,DBPedia_7139,Forbes_1530,Jays Foods,US Foods,78,DBPedia_7139Forbes_1530
dbpedia_forbes_1503,DBPedia_1502,Forbes_1428,Makino,Shimano,62,DBPedia_1502Forbes_1428
dbpedia_forbes_7172,DBPedia_7171,Forbes_1284,"Popular, Inc.",Popular,78,DBPedia_7171Forbes_1284
dbpedia_forbes_9138,DBPedia_9137,Forbes_856,Service Corporation International,China International Travel Service,72,DBPedia_9137Forbes_856
dbpedia_forbes_717,DBPedia_716,Forbes_1775,The Bon-Ton,Toll Brothers,67,DBPedia_716Forbes_1775
dbpedia_forbes_3030,DBPedia_3029,Forbes_1384,Sustainable Timber Tasmania,Shanxi Taigang Stainless,51,DBPedia_3029Forbes_1384
dbpedia_forbes_9337,DBPedia_9336,Forbes_1035,CoreMedia CMS,Comerica,57,DBPedia_9336Forbes_1035
dbpedia_forbes_5931,DBPedia_5930,Forbes_1564,H. H. Gregg,Hoa Phat Group,52,DBPedia_5930Forbes_1564
dbpedia_forbes_693,DBPedia_692,Forbes_1401,Ecofibre,MercadoLibre,70,DBPedia_692Forbes_1401
dbpedia_forbes_3097,DBPedia_3096,Forbes_1380,Super Retail Group,X5 Retail Group,79,DBPedia_3096Forbes_1380
dbpedia_forbes_4451,DBPedia_4450,Forbes_1120,Belcan,TBEA,60,DBPedia_4450Forbes_1120
dbpedia_forbes_1916,DBPedia_1915,Forbes_438,Asmidal,Adidas,62,DBPedia_1915Forbes_438
dbpedia_forbes_5791,DBPedia_5790,Forbes_840,Tomra,Nomura,73,DBPedia_5790Forbes_840
dbpedia_forbes_7357,DBPedia_7356,Forbes_299,Reddit,UniCredit,67,DBPedia_7356Forbes_299
dbpedia_forbes_10245,DBPedia_10244,Forbes_1013,Ichijinsha,China Jinmao,64,DBPedia_10244Forbes_1013
dbpedia_forbes_399,DBPedia_398,Forbes_1552,The Soufflet Group,Scentre Group,65,DBPedia_398Forbes_1552
dbpedia_forbes_2374,DBPedia_2373,Forbes_996,Deva Holding A.S.,AerCap Holdings,77,DBPedia_2373Forbes_996
dbpedia_forbes_6453,DBPedia_6452,Forbes_859,PriceSmart,T Rowe Price,64,DBPedia_6452Forbes_859
dbpedia_forbes_9572,DBPedia_9571,Forbes_704,AeroVironment,Veolia Environnement,61,DBPedia_9571Forbes_704
dbpedia_forbes_6701,DBPedia_6700,Forbes_241,GameZnFlix,Netflix,59,DBPedia_6700Forbes_241
dbpedia_forbes_8937,DBPedia_8936,Forbes_1711,Telus Corporation,Sumec Corporation,76,DBPedia_8936Forbes_1711
dbpedia_forbes_10348,DBPedia_10347,Forbes_1405,Diversified Global Graphics Group,Berry Global Group,59,DBPedia_10347Forbes_1405
dbpedia_forbes_2089,DBPedia_2088,Forbes_709,IAC (company),The Mosaic Company,69,DBPedia_2088Forbes_709
dbpedia_forbes_2039,DBPedia_2038,Forbes_1243,Kansai Paint,Nippon Paint,67,DBPedia_2038Forbes_1243
dbpedia_forbes_9268,DBPedia_9267,Forbes_110,Renfe,Enel,67,DBPedia_9267Forbes_110
dbpedia_forbes_2391,DBPedia_2390,Forbes_481,Vodafone Greece,Vodafone,70,DBPedia_2390Forbes_481
dbpedia_forbes_8111,DBPedia_8110,Forbes_1766,Dm-drogerie markt,Medical Properties Trust,54,DBPedia_8110Forbes_1766
dbpedia_forbes_918,DBPedia_917,Forbes_1171,Laurentian Pilotage Authority,Steel Authority of India,57,DBPedia_917Forbes_1171
dbpedia_forbes_977,DBPedia_976,Forbes_1313,Scripps Networks Interactive,Arista Networks,56,DBPedia_976Forbes_1313
dbpedia_forbes_4073,DBPedia_4072,Forbes_590,International Rhino Foundation,Fosun International,73,DBPedia_4072Forbes_590
dbpedia_forbes_7743,DBPedia_7742,Forbes_1973,BBVA Provincial,Pinnacle Bank,57,DBPedia_7742Forbes_1973
dbpedia_forbes_8487,DBPedia_8486,Forbes_1759,Colruyt (supermarket),Avenue Supermarts,61,DBPedia_8486Forbes_1759
dbpedia_forbes_285,DBPedia_284,Forbes_321,Mitutoyo,Sumitomo,62,DBPedia_284Forbes_321
dbpedia_forbes_1765,DBPedia_1764,Forbes_1706,WSP New Zealand,Zalando,55,DBPedia_1764Forbes_1706
dbpedia_forbes_4282,DBPedia_4281,Forbes_397,R. P. Home & Harvest,Haier Smart Home,62,DBPedia_4281Forbes_397
dbpedia_forbes_7521,DBPedia_7520,Forbes_1064,Veeno,Telenor,67,DBPedia_7520Forbes_1064
dbpedia_forbes_8920,DBPedia_8919,Forbes_373,Hattons Model Railways,China Railway Construction,58,DBPedia_8919Forbes_373
dbpedia_forbes_1195,DBPedia_1194,Forbes_570,Corimon,Corning,71,DBPedia_1194Forbes_570
dbpedia_forbes_4040,DBPedia_4039,Forbes_1615,Jastrzębska Spółka Węglowa,AB Sagax,42,DBPedia_4039Forbes_1615
dbpedia_forbes_8297,DBPedia_8296,Forbes_18,Wells & Co,Wells Fargo,74,DBPedia_8296Forbes_18
dbpedia_forbes_6893,DBPedia_6892,Forbes_1533,WOW Sight & Sound,Sonova Holding,48,DBPedia_6892Forbes_1533
dbpedia_forbes_9477,DBPedia_9476,Forbes_1907,Starz Inc.,Webster Financial,54,DBPedia_9476Forbes_1907
dbpedia_forbes_2874,DBPedia_2873,Forbes_328,Chemours,Richemont,59,DBPedia_2873Forbes_328
dbpedia_forbes_8005,DBPedia_8004,Forbes_1064,Telent,Telenor,77,DBPedia_8004Forbes_1064
dbpedia_forbes_8991,DBPedia_8990,Forbes_245,Latvian Shipping Company,Cosco Shipping,58,DBPedia_8990Forbes_245
dbpedia_forbes_4963,DBPedia_4962,Forbes_775,Arrive (company),Baker Hughes Company,59,DBPedia_4962Forbes_775
dbpedia_forbes_1165,DBPedia_1164,Forbes_706,Bio-Techne,Biogen,62,DBPedia_1164Forbes_706
dbpedia_forbes_10719,DBPedia_10718,Forbes_1711,Lithium Corporation of America,Sumec Corporation,60,DBPedia_10718Forbes_1711
dbpedia_forbes_3962,DBPedia_3961,Forbes_1141,Foreign & Colonial Investment Trust,Korea Investment Holdings,59,DBPedia_3961Forbes_1141
dbpedia_forbes_4706,DBPedia_4705,Forbes_1220,Anworth Mortgage Asset Corporation,Carnival Corporation,56,DBPedia_4705Forbes_1220
dbpedia_forbes_1760,DBPedia_1759,Forbes_1953,Wallenius Wilhelmsen Logistics,XPO Logistics,47,DBPedia_1759Forbes_1953
dbpedia_forbes_5575,DBPedia_5574,Forbes_114,Coca-Cola FEMSA,Coca-Cola,75,DBPedia_5574Forbes_114
dbpedia_forbes_7123,DBPedia_7122,Forbes_1453,Laurent-Perrier,Adani Enterprises,56,DBPedia_7122Forbes_1453
dbpedia_forbes_3842,DBPedia_3841,Forbes_1921,Altana Federal Credit Union,Central Bank of India,54,DBPedia_3841Forbes_1921
dbpedia_forbes_5779,DBPedia_5778,Forbes_927,Altri,Viatris,67,DBPedia_5778Forbes_927
dbpedia_forbes_5770,DBPedia_5769,Forbes_54,D. Medical Industries,Reliance Industries,72,DBPedia_5769Forbes_54
dbpedia_forbes_2090,DBPedia_2089,Forbes_779,Mercado Libre,American Airlines Group,56,DBPedia_2089Forbes_779
dbpedia_forbes_10584,DBPedia_10583,Forbes_625,Tower International,International Paper,84,DBPedia_10583Forbes_625
dbpedia_forbes_5994,DBPedia_5993,Forbes_121,Editora Abril,Credit Agricole,64,DBPedia_5993Forbes_121
dbpedia_forbes_9867,DBPedia_9866,Forbes_1591,Oriflame,Snowflake,59,DBPedia_9866Forbes_1591
dbpedia_forbes_1790,DBPedia_1789,Forbes_1183,"Express, Inc.",STO Express,73,DBPedia_1789Forbes_1183
dbpedia_forbes_6331,DBPedia_6330,Forbes_1246,Guyana Power and Light,Bank Of Guiyang,54,DBPedia_6330Forbes_1246
dbpedia_forbes_9300,DBPedia_9299,Forbes_481,Vodafone (Cameroon),Vodafone,64,DBPedia_9299Forbes_481
dbpedia_forbes_1958,DBPedia_1957,Forbes_153,Hella (company),Deere & Company,69,DBPedia_1957Forbes_153
dbpedia_forbes_3585,DBPedia_3584,Forbes_12,Mallinckrodt,Microsoft,57,DBPedia_3584Forbes_12
dbpedia_forbes_1961,DBPedia_1960,Forbes_153,Drummond Company,Deere & Company,69,DBPedia_1960Forbes_153
dbpedia_forbes_8616,DBPedia_8615,Forbes_901,Clugston Group,Coles Group,72,DBPedia_8615Forbes_901
dbpedia_forbes_6295,DBPedia_6294,Forbes_114,ReachLocal,Coca-Cola,53,DBPedia_6294Forbes_114
dbpedia_forbes_8831,DBPedia_8830,Forbes_928,Amec Foster Wheeler,American Water Works,56,DBPedia_8830Forbes_928
dbpedia_forbes_3122,DBPedia_3121,Forbes_1696,CPAConnect,Arca Continental,62,DBPedia_3121Forbes_1696
dbpedia_forbes_3946,DBPedia_3945,Forbes_1125,"Audacy, Inc.",Givaudan,56,DBPedia_3945Forbes_1125
dbpedia_forbes_4071,DBPedia_4070,Forbes_1349,Nudie Jeans,Indian Bank,55,DBPedia_4070Forbes_1349
dbpedia_forbes_9679,DBPedia_9678,Forbes_651,Grupo Carso,Grupo ACS,80,DBPedia_9678Forbes_651
dbpedia_forbes_4632,DBPedia_4631,Forbes_612,MGM Resorts International,Marriott International,77,DBPedia_4631Forbes_612
dbpedia_forbes_8108,DBPedia_8107,Forbes_323,TGV Lyria,Altria Group,57,DBPedia_8107Forbes_323
dbpedia_forbes_8874,DBPedia_8873,Forbes_12,Fingersoft,Microsoft,63,DBPedia_8873Forbes_12
dbpedia_forbes_5681,DBPedia_5680,Forbes_520,Angi Inc.,Intact Financial,58,DBPedia_5680Forbes_520
dbpedia_forbes_8285,DBPedia_8284,Forbes_343,InPhonic,Panasonic,59,DBPedia_8284Forbes_343
dbpedia_forbes_5705,DBPedia_5704,Forbes_36,Stanley Consultants,Morgan Stanley,67,DBPedia_5704Forbes_36
dbpedia_forbes_5897,DBPedia_5896,Forbes_311,African Wildlife Defence Force,American Electric,51,DBPedia_5896Forbes_311
dbpedia_forbes_4345,DBPedia_4344,Forbes_209,Idorsia,NVIDIA,62,DBPedia_4344Forbes_209
dbpedia_forbes_5345,DBPedia_5344,Forbes_1207,Greenberg Traurig,Vistra Energy,60,DBPedia_5344Forbes_1207
dbpedia_forbes_7651,DBPedia_7650,Forbes_140,Mitie,Mitsui,73,DBPedia_7650Forbes_140
dbpedia_forbes_6756,DBPedia_6755,Forbes_1143,Banco Votorantim,BAIC Motor,62,DBPedia_6755Forbes_1143
dbpedia_forbes_6375,DBPedia_6374,Forbes_1711,Unocal Corporation,Sumec Corporation,80,DBPedia_6374Forbes_1711
dbpedia_forbes_4952,DBPedia_4951,Forbes_307,Groupe SEB,KBC Group,74,DBPedia_4951Forbes_307
dbpedia_forbes_6936,DBPedia_6935,Forbes_499,H2O Retailing,Fast Retailing,74,DBPedia_6935Forbes_499
dbpedia_forbes_4172,DBPedia_4171,Forbes_514,Pierce Manufacturing,Murata Manufacturing,75,DBPedia_4171Forbes_514
dbpedia_forbes_6278,DBPedia_6277,Forbes_1401,Mercadona,MercadoLibre,67,DBPedia_6277Forbes_1401
dbpedia_forbes_1658,DBPedia_1657,Forbes_1342,Town Pump,StoneX Group,57,DBPedia_1657Forbes_1342
dbpedia_forbes_8414,DBPedia_8413,Forbes_792,Biffa,Eiffage,67,DBPedia_8413Forbes_792
dbpedia_forbes_8494,DBPedia_8493,Forbes_715,DEA AG,Ageas,73,DBPedia_8493Forbes_715
dbpedia_forbes_3455,DBPedia_3454,Forbes_1759,Uchumi Supermarkets,Avenue Supermarts,56,DBPedia_3454Forbes_1759
dbpedia_forbes_3598,DBPedia_3597,Forbes_475,SPIE SA,SEB AB,62,DBPedia_3597Forbes_475
dbpedia_forbes_490,DBPedia_489,Forbes_818,Avenue (store),Stora Enso,64,DBPedia_489Forbes_818
dbpedia_forbes_247,DBPedia_246,Forbes_1225,MTU Aero Engines,Turkish Airlines,56,DBPedia_246Forbes_1225
dbpedia_forbes_2167,DBPedia_2166,Forbes_1183,National Express,STO Express,74,DBPedia_2166Forbes_1183
dbpedia_forbes_2517,DBPedia_2516,Forbes_183,Zain Group,ING Group,84,DBPedia_2516Forbes_183
dbpedia_forbes_6349,DBPedia_6348,Forbes_862,RIGOL Technologies,Roper Technologies,83,DBPedia_6348Forbes_862
dbpedia_forbes_378,DBPedia_377,Forbes_1984,Churchill Retirement Living,China Petroleum Engineering,52,DBPedia_377Forbes_1984
dbpedia_forbes_9787,DBPedia_9786,Forbes_1440,Artivion,Rivian,71,DBPedia_9786Forbes_1440
dbpedia_forbes_9892,DBPedia_9891,Forbes_25,Workspace Group,Volkswagen Group,71,DBPedia_9891Forbes_25
dbpedia_forbes_10564,DBPedia_10563,Forbes_183,LSG Group,ING Group,78,DBPedia_10563Forbes_183
dbpedia_forbes_2457,DBPedia_2456,Forbes_576,Homestead Technologies,Lumen Technologies,75,DBPedia_2456Forbes_576
dbpedia_forbes_3610,DBPedia_3609,Forbes_1804,Shoe Show,Showa Denko,60,DBPedia_3609Forbes_1804
dbpedia_forbes_2081,DBPedia_2080,Forbes_826,Jet's Pizza,St. James's Place,52,DBPedia_2080Forbes_826
dbpedia_forbes_3666,DBPedia_3665,Forbes_598,Great Southern Group,Credit Suisse Group,67,DBPedia_3665Forbes_598
dbpedia_forbes_2096,DBPedia_2095,Forbes_813,Recipe Unlimited,United Rentals,60,DBPedia_2095Forbes_813
dbpedia_forbes_1693,DBPedia_1692,Forbes_794,Alnylam Pharmaceuticals,Vertex Pharmaceuticals,67,DBPedia_1692Forbes_794
dbpedia_forbes_2432,DBPedia_2431,Forbes_1603,OKD,Workday,60,DBPedia_2431Forbes_1603
dbpedia_forbes_10706,DBPedia_10705,Forbes_837,Wabash National,Tenaga Nasional,67,DBPedia_10705Forbes_837
dbpedia_forbes_2123,DBPedia_2122,Forbes_316,Partnership Assurance,CNP Assurances,63,DBPedia_2122Forbes_316
dbpedia_forbes_2217,DBPedia_2216,Forbes_1414,Nestlé Purina PetCare,Far East Horizon,56,DBPedia_2216Forbes_1414
dbpedia_forbes_9891,DBPedia_9890,Forbes_278,Woodman's Markets,McKesson,56,DBPedia_9890Forbes_278
dbpedia_forbes_10557,DBPedia_10556,Forbes_1179,La Fantana,Fastenal,67,DBPedia_10556Forbes_1179
dbpedia_forbes_4318,DBPedia_4317,Forbes_1743,Exova,EXOR,67,DBPedia_4317Forbes_1743
dbpedia_forbes_1278,DBPedia_1277,Forbes_736,Quickbase,Coinbase,59,DBPedia_1277Forbes_736
dbpedia_forbes_6353,DBPedia_6352,Forbes_847,Manildra Group,MTN Group,70,DBPedia_6352Forbes_847
dbpedia_forbes_7022,DBPedia_7021,Forbes_7,Papyless,Apple,62,DBPedia_7021Forbes_7
dbpedia_forbes_8788,DBPedia_8787,Forbes_1453,Axon Enterprise,Adani Enterprises,81,DBPedia_8787Forbes_1453
dbpedia_forbes_2440,DBPedia_2439,Forbes_269,Elgiganten,Centene,59,DBPedia_2439Forbes_269
dbpedia_forbes_7444,DBPedia_7443,Forbes_112,Coop (Italy),Capital One,57,DBPedia_7443Forbes_112
dbpedia_forbes_1489,DBPedia_1488,Forbes_777,Efes Beverage Group,Everest Re Group,69,DBPedia_1488Forbes_777
dbpedia_forbes_8050,DBPedia_8049,Forbes_1878,International Game Technology,WESCO International,71,DBPedia_8049Forbes_1878
dbpedia_forbes_4070,DBPedia_4069,Forbes_397,FOR-U Smart Freight,Haier Smart Home,51,DBPedia_4069Forbes_397
dbpedia_forbes_6109,DBPedia_6108,Forbes_1848,The Attachmate Group,Amadeus IT Group ,67,DBPedia_6108Forbes_1848
dbpedia_forbes_9843,DBPedia_9842,Forbes_140,MinebeaMitsumi,Mitsui,60,DBPedia_9842Forbes_140
dbpedia_forbes_2381,DBPedia_2380,Forbes_1541,Newfoundland and Labrador Liquor Corporation,China Nuclear Engineering Corporation,49,DBPedia_2380Forbes_1541
dbpedia_forbes_258,DBPedia_257,Forbes_1042,El Paso Electric,Delta Electronics,73,DBPedia_257Forbes_1042
dbpedia_forbes_4357,DBPedia_4356,Forbes_1150,Xi'an Famous Foods,Foshan Haitian Flavouring and Food,58,DBPedia_4356Forbes_1150
dbpedia_forbes_6112,DBPedia_6111,Forbes_430,PZ Cussons Nigeria Plc,Imperial Brands,49,DBPedia_6111Forbes_430
dbpedia_forbes_149,DBPedia_148,Forbes_1903,Andreas Neocleous & Co,Commerce Bancshares,56,DBPedia_148Forbes_1903
dbpedia_forbes_10027,DBPedia_10026,Forbes_21,Petrohawk,PetroChina,74,DBPedia_10026Forbes_21
dbpedia_forbes_9130,DBPedia_9129,Forbes_631,Ollie's Bargain Outlet,Southwest Airlines,55,DBPedia_9129Forbes_631
dbpedia_forbes_6727,DBPedia_6726,Forbes_202,DLocal,L'Oréal,67,DBPedia_6726Forbes_202
dbpedia_forbes_10392,DBPedia_10391,Forbes_366,An Post,Poste Italiane,67,DBPedia_10391Forbes_366
dbpedia_forbes_7801,DBPedia_7800,Forbes_432,Daily Mail and General Trust,General Mills,59,DBPedia_7800Forbes_432
dbpedia_forbes_6468,DBPedia_6467,Forbes_1215,Uno Pizzeria & Grill,GAIL India,50,DBPedia_6467Forbes_1215
dbpedia_forbes_2210,DBPedia_2209,Forbes_480,Nutanix,Talanx,62,DBPedia_2209Forbes_480
dbpedia_forbes_4068,DBPedia_4067,Forbes_1817,Arrium,Sartorius,67,DBPedia_4067Forbes_1817
dbpedia_forbes_2223,DBPedia_2222,Forbes_47,St1,Nestlé,50,DBPedia_2222Forbes_47
dbpedia_forbes_105,DBPedia_104,Forbes_1223,Bittium (company),Toppan Printing,53,DBPedia_104Forbes_1223
dbpedia_forbes_5648,DBPedia_5647,Forbes_659,Golden West Books,Booking Holdings,61,DBPedia_5647Forbes_659
dbpedia_forbes_4179,DBPedia_4178,Forbes_1632,Taiyuan Iron and Steel Group,Xinyu Iron & Steel,64,DBPedia_4178Forbes_1632
dbpedia_forbes_1547,DBPedia_1546,Forbes_1761,Saif Group,SKF Group,84,DBPedia_1546Forbes_1761
dbpedia_forbes_6218,DBPedia_6217,Forbes_1946,Secure Trust Bank,Metropolitan Bank & Trust,65,DBPedia_6217Forbes_1946
dbpedia_forbes_8989,DBPedia_8988,Forbes_153,Lafarge (company),Deere & Company,71,DBPedia_8988Forbes_153
dbpedia_forbes_6037,DBPedia_6036,Forbes_737,Cherry Bekaert,CenterPoint Energy,50,DBPedia_6036Forbes_737
dbpedia_forbes_719,DBPedia_718,Forbes_1011,Tamworth Co-operative Society,Taiwan Cooperative Financial,63,DBPedia_718Forbes_1011
dbpedia_forbes_4476,DBPedia_4475,Forbes_765,"Cravath, Swaine & Moore",Great Wall Motor ,61,DBPedia_4475Forbes_765
dbpedia_forbes_6343,DBPedia_6342,Forbes_91,SHI International Corp,Glencore International,77,DBPedia_6342Forbes_91
dbpedia_forbes_3466,DBPedia_3465,Forbes_489,Rich Products,Pernod Ricard,62,DBPedia_3465Forbes_489
dbpedia_forbes_7634,DBPedia_7633,Forbes_1004,Mengniu Dairy,China Mengniu Dairy,81,DBPedia_7633Forbes_1004
dbpedia_forbes_9478,DBPedia_9477,Forbes_1341,SinnerSchrader,Schroders,61,DBPedia_9477Forbes_1341
dbpedia_forbes_4365,DBPedia_4364,Forbes_1545,Wuzheng,WEG,60,DBPedia_4364Forbes_1545
dbpedia_forbes_10373,DBPedia_10372,Forbes_1344,ARINC,Garmin,73,DBPedia_10372Forbes_1344
dbpedia_forbes_223,DBPedia_222,Forbes_1930,Mr. Cooper,Mr. Cooper Group,75,DBPedia_222Forbes_1930
dbpedia_forbes_9859,DBPedia_9858,Forbes_330,Oki Electric Industry,Saudi Electricity,68,DBPedia_9858Forbes_330
dbpedia_forbes_3374,DBPedia_3373,Forbes_500,Belgrade Stock Exchange,London Stock Exchange,64,DBPedia_3373Forbes_500
dbpedia_forbes_10314,DBPedia_10313,Forbes_391,Tutor Perini,American Tower,62,DBPedia_10313Forbes_391
dbpedia_forbes_8094,DBPedia_8093,Forbes_667,Keyera,Kyocera,77,DBPedia_8093Forbes_667
dbpedia_forbes_6425,DBPedia_6424,Forbes_366,Alliance Boots,Poste Italiane,64,DBPedia_6424Forbes_366
dbpedia_forbes_8104,DBPedia_8103,Forbes_445,Pier 1 Imports,D.R. Horton,50,DBPedia_8103Forbes_445
dbpedia_forbes_7279,DBPedia_7278,Forbes_961,Migros Online,GS Holdings,58,DBPedia_7278Forbes_961
dbpedia_forbes_2960,DBPedia_2959,Forbes_435,The Greenbrier Companies,The Estée Lauder Companies,73,DBPedia_2959Forbes_435
dbpedia_forbes_3065,DBPedia_3064,Forbes_181,Diagnosticos da America,Anglo American,59,DBPedia_3064Forbes_181
dbpedia_forbes_196,DBPedia_195,Forbes_1222,Rubio's Coastal Grill,Chipotle Mexican Grill,56,DBPedia_195Forbes_1222
dbpedia_forbes_8273,DBPedia_8272,Forbes_924,YO! Sushi,Essity,57,DBPedia_8272Forbes_924
dbpedia_forbes_1092,DBPedia_1091,Forbes_951,Russell-Cooke Solicitors,Motorola Solutions,52,DBPedia_1091Forbes_951
dbpedia_forbes_6391,DBPedia_6390,Forbes_1481,Under Armour,Atmos Energy,58,DBPedia_6390Forbes_1481
dbpedia_forbes_3397,DBPedia_3396,Forbes_990,Concentrix,Centrica,67,DBPedia_3396Forbes_990
dbpedia_forbes_2733,DBPedia_2732,Forbes_1660,BEXIMCO,DexCom,62,DBPedia_2732Forbes_1660
dbpedia_forbes_9942,DBPedia_9941,Forbes_577,Rossi Residencial,Regions Financial,59,DBPedia_9941Forbes_577
dbpedia_forbes_6344,DBPedia_6343,Forbes_1304,Omega Engineering,Jacobs Engineering,74,DBPedia_6343Forbes_1304
dbpedia_forbes_6006,DBPedia_6005,Forbes_1131,Textainer Group Holdings,Partners Group Holding,78,DBPedia_6005Forbes_1131
dbpedia_forbes_1375,DBPedia_1374,Forbes_1711,Sina Corporation,Sumec Corporation,79,DBPedia_1374Forbes_1711
dbpedia_forbes_1221,DBPedia_1220,Forbes_355,Cartamundi,Paramount,63,DBPedia_1220Forbes_355
dbpedia_forbes_2256,DBPedia_2255,Forbes_1440,Vivint,Rivian,67,DBPedia_2255Forbes_1440
dbpedia_forbes_2752,DBPedia_2751,Forbes_49,Azərpoçt,Gazprom,57,DBPedia_2751Forbes_49
dbpedia_forbes_4433,DBPedia_4432,Forbes_1051,Premier Bank Limited,Bankinter,55,DBPedia_4432Forbes_1051
dbpedia_forbes_9319,DBPedia_9318,Forbes_1516,Cousins Properties,Boston Properties,80,DBPedia_9318Forbes_1516
dbpedia_forbes_2324,DBPedia_2323,Forbes_1634,Protalix BioTherapeutics,Sino Biopharmaceutical,61,DBPedia_2323Forbes_1634
dbpedia_forbes_5305,DBPedia_5304,Forbes_324,Plitt Theatres,Applied Materials,52,DBPedia_5304Forbes_324
dbpedia_forbes_3506,DBPedia_3505,Forbes_191,Puma Biotechnology,Micron Technology,69,DBPedia_3505Forbes_191
dbpedia_forbes_10257,DBPedia_10256,Forbes_62,BHC Communications,Bank of Communications,80,DBPedia_10256Forbes_62
dbpedia_forbes_8124,DBPedia_8123,Forbes_517,Kantega,NetEase,57,DBPedia_8123Forbes_517
