Match ID,dbpedia_uid,sbti_uid,dbpedia_company,sbti_company,Similarity Score,dbpedia_sbti_uids
dbpedia_sbti_9977,DBPedia_9976,SBTI_1768,Enstrom Helicopter Corporation,European Filter Corporation,70,DBPedia_9976SBTI_1768
dbpedia_sbti_2989,DBPedia_2988,SBTI_3917,Nortal,Nortura,77,DBPedia_2988SBTI_3917
dbpedia_sbti_2046,DBPedia_2045,SBTI_217,Dillons,Allens,62,DBPedia_2045SBTI_217
dbpedia_sbti_4325,DBPedia_4324,SBTI_1527,Reed Smith,DS Smith,78,DBPedia_4324SBTI_1527
dbpedia_sbti_7249,DBPedia_7248,SBTI_3563,Migros,Migros Group,67,DBPedia_7248SBTI_3563
dbpedia_sbti_8827,DBPedia_8826,SBTI_5455,Towers Watson,Thomson Reuters,64,DBPedia_8826SBTI_5455
dbpedia_sbti_2601,DBPedia_2600,SBTI_2699,Machine Sazi Arak,Inter Cars SA,60,DBPedia_2600SBTI_2699
dbpedia_sbti_8952,DBPedia_8951,SBTI_1706,Hunting plc,ENTAIN PLC,76,DBPedia_8951SBTI_1706
dbpedia_sbti_7371,DBPedia_7370,SBTI_1368,Davivienda,DaVita,62,DBPedia_7370SBTI_1368
dbpedia_sbti_4511,DBPedia_4510,SBTI_1204,1-800 Contacts,Contact Energy,50,DBPedia_4510SBTI_1204
dbpedia_sbti_2976,DBPedia_2975,SBTI_6112,Tesla Energy,ZEN Energy,73,DBPedia_2975SBTI_6112
dbpedia_sbti_3411,DBPedia_3410,SBTI_3887,Quinn Emanuel Urquhart & Sullivan,"Nomura Real Estate Private REIT, Inc.",48,DBPedia_3410SBTI_3887
dbpedia_sbti_5411,DBPedia_5410,SBTI_1385,Davey Tree Expert Company,Deere & Company,68,DBPedia_5410SBTI_1385
dbpedia_sbti_4500,DBPedia_4499,SBTI_213,CallidusCloud,Allbirds,57,DBPedia_4499SBTI_213
dbpedia_sbti_4821,DBPedia_4820,SBTI_568,Balfour Beatty Construction,Balfour Beatty Plc,71,DBPedia_4820SBTI_568
dbpedia_sbti_3143,DBPedia_3142,SBTI_3275,Intercontinental Exchange,London Metal Exchange,70,DBPedia_3142SBTI_3275
dbpedia_sbti_6861,DBPedia_6860,SBTI_855,Bunzl,Bunzl plc,71,DBPedia_6860SBTI_855
dbpedia_sbti_3162,DBPedia_3161,SBTI_1743,SCOR SE,ESPEC Corp.,71,DBPedia_3161SBTI_1743
dbpedia_sbti_6449,DBPedia_6448,SBTI_4956,Scalpers,SOCAPS,71,DBPedia_6448SBTI_4956
dbpedia_sbti_7283,DBPedia_7282,SBTI_1393,Orange Business Services,Delirest services s.r.o.,64,DBPedia_7282SBTI_1393
dbpedia_sbti_8226,DBPedia_8225,SBTI_778,Gifu Bus,"Bourns, Inc.",56,DBPedia_8225SBTI_778
dbpedia_sbti_1963,DBPedia_1962,SBTI_642,Broseley Estates Limited,Bellway Homes Limited,67,DBPedia_1962SBTI_642
dbpedia_sbti_8449,DBPedia_8448,SBTI_1411,Debevoise & Plimpton,Denim-E (Pvt.) Limited.,54,DBPedia_8448SBTI_1411
dbpedia_sbti_7240,DBPedia_7239,SBTI_3935,Narvik Energi,NRG Energy Inc,67,DBPedia_7239SBTI_3935
dbpedia_sbti_478,DBPedia_477,SBTI_4127,W. W. Grainger,PALFINGER AG,58,DBPedia_477SBTI_4127
dbpedia_sbti_8859,DBPedia_8858,SBTI_373,Arconic,Arco,73,DBPedia_8858SBTI_373
dbpedia_sbti_2464,DBPedia_2463,SBTI_511,Great-West Lifeco,Avanti West Coast,59,DBPedia_2463SBTI_511
dbpedia_sbti_10315,DBPedia_10314,SBTI_246,Watania,Altavia,71,DBPedia_10314SBTI_246
dbpedia_sbti_1082,DBPedia_1081,SBTI_6112,Senex Energy,ZEN Energy,82,DBPedia_1081SBTI_6112
dbpedia_sbti_3177,DBPedia_3176,SBTI_3500,Regal Hotels International,Melia Hotels International SA,84,DBPedia_3176SBTI_3500
dbpedia_sbti_2575,DBPedia_2574,SBTI_1420,Endo International,Dentsu International,84,DBPedia_2574SBTI_1420
dbpedia_sbti_2010,DBPedia_2009,SBTI_302,Post Danmark,An Post,74,DBPedia_2009SBTI_302
dbpedia_sbti_5157,DBPedia_5156,SBTI_702,Borealis AG,Biogel AG,70,DBPedia_5156SBTI_702
dbpedia_sbti_206,DBPedia_205,SBTI_3142,Capstone Infrastructure,Lagan Aviation & Infrastructure,73,DBPedia_205SBTI_3142
dbpedia_sbti_1801,DBPedia_1800,SBTI_2805,Jack Henry & Associates,"Jack Henry and Associates, Inc.",84,DBPedia_1800SBTI_2805
dbpedia_sbti_3581,DBPedia_3580,SBTI_5497,Mondragon Corporation,TODA Corporation,81,DBPedia_3580SBTI_5497
dbpedia_sbti_6430,DBPedia_6429,SBTI_4207,International Personal Finance,Pharma International Inc.,78,DBPedia_6429SBTI_4207
dbpedia_sbti_5461,DBPedia_5460,SBTI_4171,Ripley Hampers,Pearson PLC,56,DBPedia_5460SBTI_4171
dbpedia_sbti_3593,DBPedia_3592,SBTI_313,Anritsu,ANDRITZ,71,DBPedia_3592SBTI_313
dbpedia_sbti_8931,DBPedia_8930,SBTI_1054,Irish Residential Properties REIT,Choice Properties REIT,62,DBPedia_8930SBTI_1054
dbpedia_sbti_10448,DBPedia_10447,SBTI_4158,Facepunch Studios,Pas Normal Studios,57,DBPedia_10447SBTI_4158
dbpedia_sbti_1259,DBPedia_1258,SBTI_1373,DB Cargo Polska,DB Cargo (UK) Limited,65,DBPedia_1258SBTI_1373
dbpedia_sbti_975,DBPedia_974,SBTI_4238,Semiconductor Manufacturing International Corporation,Planson International Corporation,72,DBPedia_974SBTI_4238
dbpedia_sbti_8333,DBPedia_8332,SBTI_1720,Qualys,EQUANS,67,DBPedia_8332SBTI_1720
dbpedia_sbti_3991,DBPedia_3990,SBTI_3990,E.Leclerc,OECHSLER,59,DBPedia_3990SBTI_3990
dbpedia_sbti_6205,DBPedia_6204,SBTI_3523,Manoir Industries,MERINO INDUSTRIES LTD.,74,DBPedia_6204SBTI_3523
dbpedia_sbti_6837,DBPedia_6836,SBTI_1446,Cetera Financial Group,DGB FINANCIAL GROUP,78,DBPedia_6836SBTI_1446
dbpedia_sbti_1310,DBPedia_1309,SBTI_802,Arab Bridge Maritime,Bridge Farm,65,DBPedia_1309SBTI_802
dbpedia_sbti_781,DBPedia_780,SBTI_1220,Army & Air Force Exchange Service,Coor Service Management,59,DBPedia_780SBTI_1220
dbpedia_sbti_4706,DBPedia_4705,SBTI_308,Anworth Mortgage Asset Corporation,Anchor Glass Container Corporation,65,DBPedia_4705SBTI_308
dbpedia_sbti_5082,DBPedia_5081,SBTI_2667,Hans Just Group,Inghams Group Ltd,69,DBPedia_5081SBTI_2667
dbpedia_sbti_7496,DBPedia_7495,SBTI_4767,Crnogorski Elektroprenosni Sistem,SEMIKRON Elektronik GmbH & Co. KG,51,DBPedia_7495SBTI_4767
dbpedia_sbti_6028,DBPedia_6027,SBTI_5948,Digital Surf,Western Digital,74,DBPedia_6027SBTI_5948
dbpedia_sbti_7993,DBPedia_7992,SBTI_4356,Norwegian Public Roads Administration,Public Power Corporations,55,DBPedia_7992SBTI_4356
dbpedia_sbti_6705,DBPedia_6704,SBTI_724,Lock & Lock,"Block, Inc.",67,DBPedia_6704SBTI_724
dbpedia_sbti_3631,DBPedia_3630,SBTI_4390,MTN Uganda,Quanta Computer Inc.,55,DBPedia_3630SBTI_4390
dbpedia_sbti_8450,DBPedia_8449,SBTI_1436,Devki Group,Devgiri Group,83,DBPedia_8449SBTI_1436
dbpedia_sbti_3311,DBPedia_3310,SBTI_4054,Vonage,ORANGE,67,DBPedia_3310SBTI_4054
dbpedia_sbti_7140,DBPedia_7139,SBTI_5749,Jays Foods,Valeo Foods,67,DBPedia_7139SBTI_5749
dbpedia_sbti_3291,DBPedia_3290,SBTI_1365,Navigant Consulting,Davidson Consulting,79,DBPedia_3290SBTI_1365
dbpedia_sbti_4234,DBPedia_4233,SBTI_3136,Woolworths Group (Australia),Labelmakers Group Australia,72,DBPedia_4233SBTI_3136
dbpedia_sbti_239,DBPedia_238,SBTI_3482,Mediobanca,Media6,62,DBPedia_238SBTI_3482
dbpedia_sbti_554,DBPedia_553,SBTI_2231,Trisa,Grimshaw,62,DBPedia_553SBTI_2231
dbpedia_sbti_1707,DBPedia_1706,SBTI_1177,Autostrada del Brennero (company),Companhia Brasileira de Aluminio,57,DBPedia_1706SBTI_1177
dbpedia_sbti_3966,DBPedia_3965,SBTI_2361,Hanson (company),Harris Tea Company,69,DBPedia_3965SBTI_2361
dbpedia_sbti_4867,DBPedia_4866,SBTI_879,CSG International,C.V.O. International,83,DBPedia_4866SBTI_879
dbpedia_sbti_8485,DBPedia_8484,SBTI_5789,Versalis,Verallia,75,DBPedia_8484SBTI_5789
dbpedia_sbti_3637,DBPedia_3636,SBTI_3146,Cornerstone Research,Lam Research Corporation,73,DBPedia_3636SBTI_3146
dbpedia_sbti_9740,DBPedia_9739,SBTI_4362,KGHM Polska Miedź,Pulsant Limited,56,DBPedia_9739SBTI_4362
dbpedia_sbti_7575,DBPedia_7574,SBTI_3238,Li-Ning,Linesight,62,DBPedia_7574SBTI_3238
dbpedia_sbti_4248,DBPedia_4247,SBTI_3758,Netshoes,Native Shoes,70,DBPedia_4247SBTI_3758
dbpedia_sbti_10314,DBPedia_10313,SBTI_5585,Tutor Perini,Travis Perkins,62,DBPedia_10313SBTI_5585
dbpedia_sbti_2653,DBPedia_2652,SBTI_3988,GEMS Education,Odgers Berndtson,60,DBPedia_2652SBTI_3988
dbpedia_sbti_8284,DBPedia_8283,SBTI_5910,Macfarlane Group,Warner Music Group,71,DBPedia_8283SBTI_5910
dbpedia_sbti_2879,DBPedia_2878,SBTI_5116,Intuitive Surgical,Structa Industries,56,DBPedia_2878SBTI_5116
dbpedia_sbti_10719,DBPedia_10718,SBTI_286,Lithium Corporation of America,American Tower Corporation,79,DBPedia_10718SBTI_286
dbpedia_sbti_8383,DBPedia_8382,SBTI_828,Robinhood Markets,Brown Thomas Arnotts,54,DBPedia_8382SBTI_828
dbpedia_sbti_5750,DBPedia_5749,SBTI_38,Bulgari,AB Sugar,67,DBPedia_5749SBTI_38
dbpedia_sbti_9315,DBPedia_9314,SBTI_1438,DekaBank (Germany),DeVolksbank N.V.,58,DBPedia_9314SBTI_1438
dbpedia_sbti_10127,DBPedia_10126,SBTI_1468,Elektroprivreda Bosne i Hercegovine,"Din Sen Viet Nam Enterprise Co., LTD",49,DBPedia_10126SBTI_1468
dbpedia_sbti_5261,DBPedia_5260,SBTI_4932,Ten Entertainment Group,SKYCITY Entertainment Group Limited,76,DBPedia_5260SBTI_4932
dbpedia_sbti_4778,DBPedia_4777,SBTI_1478,DSM (company),DK Company A/S,80,DBPedia_4777SBTI_1478
dbpedia_sbti_7021,DBPedia_7020,SBTI_3893,Nordsee,Nordex SE,75,DBPedia_7020SBTI_3893
dbpedia_sbti_2321,DBPedia_2320,SBTI_1462,Rentokil Initial,Digital Realty,60,DBPedia_2320SBTI_1462
dbpedia_sbti_4358,DBPedia_4357,SBTI_5712,Universal Life (Cyprus),Universal Corporation,67,DBPedia_4357SBTI_5712
dbpedia_sbti_5879,DBPedia_5878,SBTI_2640,ULTRA Diamonds,INDURA,60,DBPedia_5878SBTI_2640
dbpedia_sbti_353,DBPedia_352,SBTI_2242,MYR Group Inc.,Group O Inc.,83,DBPedia_352SBTI_2242
dbpedia_sbti_8264,DBPedia_8263,SBTI_3080,Koryolink,KORIAN,67,DBPedia_8263SBTI_3080
dbpedia_sbti_8171,DBPedia_8170,SBTI_2886,Raysut Cement,JSW Cement,70,DBPedia_8170SBTI_2886
dbpedia_sbti_7345,DBPedia_7344,SBTI_258,Mane SA,AMA SA,77,DBPedia_7344SBTI_258
dbpedia_sbti_644,DBPedia_643,SBTI_3899,Nordstrom,"Nordstrom, Inc.",82,DBPedia_643SBTI_3899
dbpedia_sbti_852,DBPedia_851,SBTI_4575,Phillips 66,Royal Philips,58,DBPedia_851SBTI_4575
dbpedia_sbti_3088,DBPedia_3087,SBTI_879,CPI International,C.V.O. International,83,DBPedia_3087SBTI_879
dbpedia_sbti_3733,DBPedia_3732,SBTI_1001,Alexion Pharmaceuticals,Centrient Pharmaceuticals,79,DBPedia_3732SBTI_1001
dbpedia_sbti_10679,DBPedia_10678,SBTI_4509,Recruit (company),Rice Fruit Company,73,DBPedia_10678SBTI_4509
dbpedia_sbti_10293,DBPedia_10292,SBTI_5718,Tidewater (marine services),UPDATER SERVICES LIMITED,73,DBPedia_10292SBTI_5718
dbpedia_sbti_813,DBPedia_812,SBTI_5180,Equity Bank Rwanda Limited,Sweaty Betty Limited,65,DBPedia_812SBTI_5180
dbpedia_sbti_10095,DBPedia_10094,SBTI_5307,Meijer,Tediber,62,DBPedia_10094SBTI_5307
dbpedia_sbti_5877,DBPedia_5876,SBTI_3268,Logica,Logista,77,DBPedia_5876SBTI_3268
dbpedia_sbti_7285,DBPedia_7284,SBTI_1751,Shin-Etsu Chemical,Eternis Fine Chemicals,75,DBPedia_7284SBTI_1751
dbpedia_sbti_3469,DBPedia_3468,SBTI_5356,List of Paramount Pictures executives,Teva Pharmaceutical Industries Ltd.,54,DBPedia_3468SBTI_5356
dbpedia_sbti_4463,DBPedia_4462,SBTI_1064,Schnucks,"Chug, Inc",50,DBPedia_4462SBTI_1064
dbpedia_sbti_767,DBPedia_766,SBTI_559,BTG (company),Bain & Company,78,DBPedia_766SBTI_559
dbpedia_sbti_225,DBPedia_224,SBTI_4676,Salama (company),Saudi Telecom Company,69,DBPedia_224SBTI_4676
dbpedia_sbti_10439,DBPedia_10438,SBTI_1921,Flytoget,FM Logistic,53,DBPedia_10438SBTI_1921
dbpedia_sbti_6286,DBPedia_6285,SBTI_3807,NewRiver,New River REIT plc,62,DBPedia_6285SBTI_3807
dbpedia_sbti_9097,DBPedia_9096,SBTI_3681,Kuala Lumpur Kepong Berhad,MSM MALAYSIA HOLDINGS BERHAD,59,DBPedia_9096SBTI_3681
dbpedia_sbti_8584,DBPedia_8583,SBTI_2423,Berlin Chemie,"Henry Schein, Inc.",62,DBPedia_8583SBTI_2423
dbpedia_sbti_6453,DBPedia_6452,SBTI_2315,PriceSmart,H&T Presspart,61,DBPedia_6452SBTI_2315
dbpedia_sbti_575,DBPedia_574,SBTI_4534,Transportadora de Gas del Sur,"ROADIS Transportation Holding, SL",59,DBPedia_574SBTI_4534
dbpedia_sbti_874,DBPedia_873,SBTI_4966,SoftBank Group,SoftBank Corp.,81,DBPedia_873SBTI_4966
dbpedia_sbti_2050,DBPedia_2049,SBTI_1097,CA Immo,Clario,62,DBPedia_2049SBTI_1097
dbpedia_sbti_7326,DBPedia_7325,SBTI_1016,Shentel,CHANEL,62,DBPedia_7325SBTI_1016
dbpedia_sbti_7295,DBPedia_7294,SBTI_5365,Københavns Lufthavne,Thanet Earth,52,DBPedia_7294SBTI_5365
dbpedia_sbti_3075,DBPedia_3074,SBTI_3935,Suncor Energy,NRG Energy Inc,74,DBPedia_3074SBTI_3935
dbpedia_sbti_9919,DBPedia_9918,SBTI_5948,Canadian Western Bank,Western Digital,61,DBPedia_9918SBTI_5948
dbpedia_sbti_10544,DBPedia_10543,SBTI_460,Acquity Group,ATA Group,73,DBPedia_10543SBTI_460
dbpedia_sbti_9623,DBPedia_9622,SBTI_2249,FDM Group,Groupe FSD,84,DBPedia_9622SBTI_2249
dbpedia_sbti_10596,DBPedia_10595,SBTI_4199,Popeyes,PetMeds,57,DBPedia_10595SBTI_4199
dbpedia_sbti_7671,DBPedia_7670,SBTI_5448,Lee's Sandwiches,THESIZE SURFACES S.L.,56,DBPedia_7670SBTI_5448
dbpedia_sbti_6275,DBPedia_6274,SBTI_4033,Ono Pharmaceutical,"ONO PHARMACEUTICAL CO., LTD.",84,DBPedia_6274SBTI_4033
dbpedia_sbti_7353,DBPedia_7352,SBTI_905,"Sense, The National Deafblind and Rubella Association",Canadian National Railway Company,52,DBPedia_7352SBTI_905
dbpedia_sbti_5267,DBPedia_5266,SBTI_3434,Yoozoo Games,Masood Roomi,50,DBPedia_5266SBTI_3434
dbpedia_sbti_7086,DBPedia_7085,SBTI_1039,PS Communication,Chime Communications,78,DBPedia_7085SBTI_1039
dbpedia_sbti_6477,DBPedia_6476,SBTI_3295,Aoni Production,lpm production,76,DBPedia_6476SBTI_3295
dbpedia_sbti_7609,DBPedia_7608,SBTI_4635,Salmat,Sama,80,DBPedia_7608SBTI_4635
dbpedia_sbti_3025,DBPedia_3024,SBTI_2844,J Hudson & Co,"Jia Hsin Co., Ltd",62,DBPedia_3024SBTI_2844
dbpedia_sbti_9454,DBPedia_9453,SBTI_475,Lyse AS,Atos SE,71,DBPedia_9453SBTI_475
dbpedia_sbti_8927,DBPedia_8926,SBTI_4065,JM Family Enterprises,Origin Enterprises plc,65,DBPedia_8926SBTI_4065
dbpedia_sbti_2547,DBPedia_2546,SBTI_4313,Froiz,Probi,60,DBPedia_2546SBTI_4313
dbpedia_sbti_7623,DBPedia_7622,SBTI_1639,Electro Rent,Electrocomponents,69,DBPedia_7622SBTI_1639
dbpedia_sbti_3613,DBPedia_3612,SBTI_3482,Mediacom,Media6,71,DBPedia_3612SBTI_3482
dbpedia_sbti_1247,DBPedia_1246,SBTI_338,Bob Evans Restaurants,API Restauration,59,DBPedia_1246SBTI_338
dbpedia_sbti_5697,DBPedia_5696,SBTI_4932,Global Media & Entertainment,SKYCITY Entertainment Group Limited,66,DBPedia_5696SBTI_4932
dbpedia_sbti_1286,DBPedia_1285,SBTI_728,Blue Hills Bank,Blue Apron LLC,69,DBPedia_1285SBTI_728
dbpedia_sbti_259,DBPedia_258,SBTI_2777,Grandi Stazioni,Itransition,62,DBPedia_258SBTI_2777
dbpedia_sbti_8929,DBPedia_8928,SBTI_3727,Iowa Pacific Holdings,NAKAI HOLDINGS INC.,67,DBPedia_8928SBTI_3727
dbpedia_sbti_8812,DBPedia_8811,SBTI_5116,Trinity Industries,Structa Industries,78,DBPedia_8811SBTI_5116
dbpedia_sbti_6307,DBPedia_6306,SBTI_5615,National Tyres and Autocare,Trust International,65,DBPedia_6306SBTI_5615
dbpedia_sbti_3951,DBPedia_3950,SBTI_861,Grupo Argos,BURGO GROUP,73,DBPedia_3950SBTI_861
dbpedia_sbti_1684,DBPedia_1683,SBTI_1309,CSAV,CVC,57,DBPedia_1683SBTI_1309
dbpedia_sbti_10193,DBPedia_10192,SBTI_3206,Lennar,Leonardo,71,DBPedia_10192SBTI_3206
dbpedia_sbti_9942,DBPedia_9941,SBTI_5794,Rossi Residencial,Veris Residential,76,DBPedia_9941SBTI_5794
dbpedia_sbti_1045,DBPedia_1044,SBTI_1595,Ziebart,Eddie Stobart,60,DBPedia_1044SBTI_1595
dbpedia_sbti_3254,DBPedia_3253,SBTI_1161,RINA (company),Comany Inc.,82,DBPedia_3253SBTI_1161
dbpedia_sbti_9349,DBPedia_9348,SBTI_5330,McLane Company,Telia Company,74,DBPedia_9348SBTI_5330
dbpedia_sbti_4322,DBPedia_4321,SBTI_4600,Grup Servicii Petroliere,s.Oliver Group,63,DBPedia_4321SBTI_4600
dbpedia_sbti_5326,DBPedia_5325,SBTI_587,Raytheon Australia,Bank Australia,75,DBPedia_5325SBTI_587
dbpedia_sbti_9964,DBPedia_9963,SBTI_529,Bell Pottinger,Axel Springer SE,60,DBPedia_9963SBTI_529
dbpedia_sbti_5022,DBPedia_5021,SBTI_753,Kompania Węglowa,Boma Global,59,DBPedia_5021SBTI_753
dbpedia_sbti_6283,DBPedia_6282,SBTI_4568,Selle Royal,Royal A-ware,61,DBPedia_6282SBTI_4568
dbpedia_sbti_2552,DBPedia_2551,SBTI_1445,Slumberland Furniture,DFS Furniture PLC,58,DBPedia_2551SBTI_1445
dbpedia_sbti_1580,DBPedia_1579,SBTI_3532,WellCare,Metlifecare,63,DBPedia_1579SBTI_3532
dbpedia_sbti_4606,DBPedia_4605,SBTI_582,Maduro & Curiel's Bank,Banco do Brasil S.A.,62,DBPedia_4605SBTI_582
dbpedia_sbti_4714,DBPedia_4713,SBTI_4844,Media.Monks,SHL Medical,64,DBPedia_4713SBTI_4844
dbpedia_sbti_7518,DBPedia_7517,SBTI_2376,Hy-Vee,HAVEP,55,DBPedia_7517SBTI_2376
dbpedia_sbti_8023,DBPedia_8022,SBTI_5720,PFU Limited,UPL Limited,82,DBPedia_8022SBTI_5720
dbpedia_sbti_271,DBPedia_270,SBTI_2242,StoneX Group Inc.,Group O Inc.,81,DBPedia_270SBTI_2242
dbpedia_sbti_9653,DBPedia_9652,SBTI_1466,Overseas Chinese Town Enterprises,"DIN HAN ENTERPRISE CO., LTD",62,DBPedia_9652SBTI_1466
dbpedia_sbti_10352,DBPedia_10351,SBTI_4031,Just For Feet,OneTrust,57,DBPedia_10351SBTI_4031
dbpedia_sbti_1843,DBPedia_1842,SBTI_460,Ashtead Group,ATA Group,82,DBPedia_1842SBTI_460
dbpedia_sbti_2971,DBPedia_2970,SBTI_559,APU Company,Bain & Company,78,DBPedia_2970SBTI_559
dbpedia_sbti_7580,DBPedia_7579,SBTI_2338,StanCorp Financial Group,Hana Financial Group,82,DBPedia_7579SBTI_2338
dbpedia_sbti_10119,DBPedia_10118,SBTI_4546,Chunghwa Int'l Communication Network,Rogers Communications Inc.,62,DBPedia_10118SBTI_4546
dbpedia_sbti_8594,DBPedia_8593,SBTI_4897,Simpson Gumpertz & Heger,Simon Property Group,57,DBPedia_8593SBTI_4897
dbpedia_sbti_6084,DBPedia_6083,SBTI_2381,Hadley Group,Hayley Group Ltd,79,DBPedia_6083SBTI_2381
dbpedia_sbti_6551,DBPedia_6550,SBTI_3234,LifeLock,Linde plc,59,DBPedia_6550SBTI_3234
dbpedia_sbti_421,DBPedia_420,SBTI_5699,Frontier Airlines,"United Airlines, Inc.",67,DBPedia_420SBTI_5699
dbpedia_sbti_9299,DBPedia_9298,SBTI_5747,Valid S.A.,Vale S.A.,82,DBPedia_9298SBTI_5747
dbpedia_sbti_9485,DBPedia_9484,SBTI_1013,Clough Harbour,Chalhoub Group,57,DBPedia_9484SBTI_1013
dbpedia_sbti_2136,DBPedia_2135,SBTI_1478,Canada Lands Company,DK Company A/S,71,DBPedia_2135SBTI_1478
dbpedia_sbti_8236,DBPedia_8235,SBTI_1512,World Duty Free,DP World,61,DBPedia_8235SBTI_1512
dbpedia_sbti_5774,DBPedia_5773,SBTI_1869,Britannia Hotels,FibraHotel,62,DBPedia_5773SBTI_1869
dbpedia_sbti_3089,DBPedia_3088,SBTI_1885,Webster's Brewery,First Greater Western Ltd,57,DBPedia_3088SBTI_1885
dbpedia_sbti_10124,DBPedia_10123,SBTI_2598,Cogent Systems,IFCO Systems,77,DBPedia_10123SBTI_2598
dbpedia_sbti_6662,DBPedia_6661,SBTI_3386,McWane,MANE,80,DBPedia_6661SBTI_3386
dbpedia_sbti_8318,DBPedia_8317,SBTI_283,Saudi Arabian Fertilizer Company,American Express Company,64,DBPedia_8317SBTI_283
dbpedia_sbti_6755,DBPedia_6754,SBTI_559,Banco Pan,Bain & Company,76,DBPedia_6754SBTI_559
dbpedia_sbti_10675,DBPedia_10674,SBTI_2356,Raytheon Technologies,HARINGTON TECHNOLOGIES,79,DBPedia_10674SBTI_2356
dbpedia_sbti_10321,DBPedia_10320,SBTI_4857,Warby Parker,Sia Partners,58,DBPedia_10320SBTI_4857
dbpedia_sbti_1474,DBPedia_1473,SBTI_1652,Manchester Liners,ELIXENS FRANCE,58,DBPedia_1473SBTI_1652
dbpedia_sbti_3689,DBPedia_3688,SBTI_5843,Good Vibrations (sex shop),Vion Food Group,56,DBPedia_3688SBTI_5843
dbpedia_sbti_5942,DBPedia_5941,SBTI_2326,Haleon,Haleon plc,75,DBPedia_5941SBTI_2326
dbpedia_sbti_1395,DBPedia_1394,SBTI_5345,Eneos,TEREOS,73,DBPedia_1394SBTI_5345
dbpedia_sbti_1452,DBPedia_1451,SBTI_2796,Maclay Murray & Spens,J Murphy & Sons Ltd,56,DBPedia_1451SBTI_2796
dbpedia_sbti_3622,DBPedia_3621,SBTI_1847,Godfather's Pizza,Fater S.p.A.,64,DBPedia_3621SBTI_1847
dbpedia_sbti_2957,DBPedia_2956,SBTI_4120,PagerDuty,PageGroup,67,DBPedia_2956SBTI_4120
dbpedia_sbti_8605,DBPedia_8604,SBTI_447,GSE Systems,ASSYSTEM,74,DBPedia_8604SBTI_447
dbpedia_sbti_8279,DBPedia_8278,SBTI_598,Korea Development Bank,BARRATT DEVELOPMENTS PLC,65,DBPedia_8278SBTI_598
dbpedia_sbti_5008,DBPedia_5007,SBTI_307,"Fanatics, Inc.","Analog Devices, Inc.",67,DBPedia_5007SBTI_307
dbpedia_sbti_1718,DBPedia_1717,SBTI_4651,Bahnhof,SANOFI,62,DBPedia_1717SBTI_4651
dbpedia_sbti_9708,DBPedia_9707,SBTI_1220,Babcock Borsig Service,Coor Service Management,58,DBPedia_9707SBTI_1220
dbpedia_sbti_5504,DBPedia_5503,SBTI_1550,Udemy,Dycem,60,DBPedia_5503SBTI_1550
dbpedia_sbti_1925,DBPedia_1924,SBTI_2331,HealthEquity,Halti OY,60,DBPedia_1924SBTI_2331
dbpedia_sbti_7968,DBPedia_7967,SBTI_1872,Fiducia IT,Fidocar,59,DBPedia_7967SBTI_1872
dbpedia_sbti_9808,DBPedia_9807,SBTI_923,Hyundai Capital,CapitaLand,72,DBPedia_9807SBTI_923
dbpedia_sbti_6541,DBPedia_6540,SBTI_1268,United Nuclear Corporation,Create Corporation,77,DBPedia_6540SBTI_1268
dbpedia_sbti_3963,DBPedia_3962,SBTI_5567,Fosen Trafikklag,Traffi Safe Ltd,52,DBPedia_3962SBTI_5567
dbpedia_sbti_8192,DBPedia_8191,SBTI_1413,Independent Bank (Michigan),Denmaur Independent Papers Limited,58,DBPedia_8191SBTI_1413
dbpedia_sbti_4688,DBPedia_4687,SBTI_1592,Glencore,EcoTree,67,DBPedia_4687SBTI_1592
dbpedia_sbti_5063,DBPedia_5062,SBTI_4488,EXL Service,Republic Services,71,DBPedia_5062SBTI_4488
dbpedia_sbti_4365,DBPedia_4364,SBTI_1703,Wuzheng,ENGIE,50,DBPedia_4364SBTI_1703
dbpedia_sbti_8457,DBPedia_8456,SBTI_5264,Birketts,Tarkett,67,DBPedia_8456SBTI_5264
dbpedia_sbti_5128,DBPedia_5127,SBTI_2135,Kamensk-Uralsky Metallurgical Works,GKN Powder Metallurgy,57,DBPedia_5127SBTI_2135
dbpedia_sbti_7275,DBPedia_7274,SBTI_1588,Iluka Resources,Ecora Resources PLC,65,DBPedia_7274SBTI_1588
dbpedia_sbti_5338,DBPedia_5337,SBTI_5109,WesTrac,STRATEC SE,71,DBPedia_5337SBTI_5109
dbpedia_sbti_6704,DBPedia_6703,SBTI_3282,Goya Foods,Lopez Foods,67,DBPedia_6703SBTI_3282
dbpedia_sbti_3389,DBPedia_3388,SBTI_3748,United Electrical Industries Limited,NASH INDUSTRIES (I) PRIVATE LIMITED,72,DBPedia_3388SBTI_3748
dbpedia_sbti_7188,DBPedia_7187,SBTI_4105,Assuranceforeningen Skuld,Owens Corning,53,DBPedia_7187SBTI_4105
dbpedia_sbti_9089,DBPedia_9088,SBTI_1838,Kofax,Farmax,55,DBPedia_9088SBTI_1838
dbpedia_sbti_4007,DBPedia_4006,SBTI_5376,The Habit Burger Grill,The Carey Group Ltd,54,DBPedia_4006SBTI_5376
dbpedia_sbti_9939,DBPedia_9938,SBTI_4253,Proximus Group,PM Group,73,DBPedia_9938SBTI_4253
dbpedia_sbti_125,DBPedia_124,SBTI_209,Calsonic Kansei,Alison Hayes,59,DBPedia_124SBTI_209
