"AttributeName","Consistency","ValueIDS","RecordIDS","Values","FusedValue","IsCorrect","CorrectValue"
"Company name","1.0","Company name-{DBPedia_4557+Forbes_1536+SBTI_4501}","DBPedia_4557+Forbes_1536+SBTI_4501","{Rexel|Rexel|Rexel}","Rexel",,
"Company name","0.6666666666666666","Company name-{DBPedia_9584+Forbes_1764+SBTI_173}","DBPedia_9584+Forbes_1764+SBTI_173","{Akamai Technologies|Akamai Technologies|Akamai Technologies INC}","Akamai Technologies",,
"Company name","1.0","Company name-{DBPedia_480+Forbes_1853+SBTI_1257}","DBPedia_480+Forbes_1853+SBTI_1257","{CPFL Energia|CPFL Energia|CPFL Energia}","CPFL Energia",,
"Assets","1.0","Assets-{Forbes_707}","Forbes_707","{37.35}","37.35",,
"Profit","0.0","Profit-{DBPedia_471+Forbes_371}","DBPedia_471+Forbes_371","{4589|1980000000}","1980000000",,
"Revenue","1.0","Revenue-{Forbes_826}","Forbes_826","{24420000000}","24420000000",,
"Company name","0.6666666666666666","Company name-{DBPedia_17+Forbes_509+SBTI_957}","DBPedia_17+Forbes_509+SBTI_957","{Carrier Global|Carrier Global|Carrier Global Corporation}","Carrier Global",,
"Company name","0.6666666666666666","Company name-{DBPedia_4749+Forbes_23+SBTI_5905}","DBPedia_4749+Forbes_23+SBTI_5905","{Walmart|Walmart|Walmart Inc.}","Walmart",,
"Profit","1.0","Profit-{Forbes_1435}","Forbes_1435","{1240000000}","1240000000",,
"Year Founded","0.0","Year Founded-{DBPedia_8866+Forbes_1446}","DBPedia_8866+Forbes_1446","{2000|2000}","2000",,
"Revenue","1.0","Revenue-{Forbes_1042}","Forbes_1042","{11270000000}","11270000000",,
"Company name","1.0","Company name-{Forbes_1588+SBTI_1549}","Forbes_1588+SBTI_1549","{DXC Technology|DXC Technology}","DXC Technology",,
"Assets","1.0","Assets-{Forbes_153}","Forbes_153","{79.61}","79.61",,
"Revenue","0.0","Revenue-{DBPedia_10660+Forbes_241}","DBPedia_10660+Forbes_241","{29700000000|30400000000}","29700000000","false","29698000000"
"Revenue","0.0","Revenue-{DBPedia_9618+Forbes_963}","DBPedia_9618+Forbes_963","{2463000000|2430000000}","2430000000",,
"Revenue","0.0","Revenue-{DBPedia_5388+Forbes_265}","DBPedia_5388+Forbes_265","{5108291000000|49490000000}","5108291000000",,
"Revenue","0.0","Revenue-{DBPedia_4749+Forbes_23}","DBPedia_4749+Forbes_23","{572800000000|572750000000}","572750000000",,
"Assets","1.0","Assets-{Forbes_1986}","Forbes_1986","{1.78}","1.78",,
"Assets","1.0","Assets-{Forbes_1853}","Forbes_1853","{11.87}","11.87",,
"Revenue","0.0","Revenue-{DBPedia_471+Forbes_371}","DBPedia_471+Forbes_371","{42383|24800000000}","24800000000",,
"Profit","0.0","Profit-{DBPedia_8866+Forbes_1446}","DBPedia_8866+Forbes_1446","{607000000|610000000}","610000000",,
"Revenue","1.0","Revenue-{Forbes_803}","Forbes_803","{11600000000}","11600000000",,
"Company name","1.0","Company name-{Forbes_279+SBTI_4830}","Forbes_279+SBTI_4830","{Shinhan Financial Group|Shinhan Financial Group}","Shinhan Financial Group",,
"Company name","0.6666666666666666","Company name-{DBPedia_896+Forbes_1170+SBTI_2916}","DBPedia_896+Forbes_1170+SBTI_2916","{Kajima|Kajima|Kajima Corporation}","Kajima",,
"Revenue","0.0","Revenue-{DBPedia_6934+Forbes_894}","DBPedia_6934+Forbes_894","{11472785408|8010000000}","11472785408",,
"Profit","1.0","Profit-{Forbes_1434}","Forbes_1434","{770000000}","770000000",,
"Revenue","1.0","Revenue-{Forbes_1065}","Forbes_1065","{6830000000}","6830000000",,
"Profit","1.0","Profit-{Forbes_1410}","Forbes_1410","{680000000}","680000000",,
"Assets","1.0","Assets-{Forbes_1308}","Forbes_1308","{28.09}","28.09",,
"Company name","0.6666666666666666","Company name-{DBPedia_4109+Forbes_546+SBTI_3216}","DBPedia_4109+Forbes_546+SBTI_3216","{LG Electronics|LG Electronics|LG Electronics Inc.}","LG Electronics",,
"Assets","0.0","Assets-{DBPedia_9138+Forbes_907}","DBPedia_9138+Forbes_907","{8.94|9.38}","9.16",,
"Assets","1.0","Assets-{Forbes_130}","Forbes_130","{1215.67}","1215.67",,
"Company name","0.6666666666666666","Company name-{DBPedia_7365+Forbes_659+SBTI_760}","DBPedia_7365+Forbes_659+SBTI_760","{Booking Holdings|Booking Holdings|Booking Holdings Inc.}","Booking Holdings",,
"Year Founded","1.0","Year Founded-{Forbes_1886}","Forbes_1886","{1994}","1994",,
"Assets","0.0","Assets-{DBPedia_9748+Forbes_329}","DBPedia_9748+Forbes_329","{25.513038848|35.33}","30.421519424",,
"Year Founded","0.0","Year Founded-{DBPedia_5110+Forbes_839}","DBPedia_5110+Forbes_839","{1935|1935}","1935",,
"Profit","0.0","Profit-{DBPedia_17+Forbes_509}","DBPedia_17+Forbes_509","{1980000000|1660000000}","1660000000",,
"Year Founded","0.0","Year Founded-{DBPedia_4595+Forbes_278}","DBPedia_4595+Forbes_278","{1833|1833}","1833",,
"Year Founded","0.0","Year Founded-{DBPedia_2851+Forbes_844}","DBPedia_2851+Forbes_844","{1894|1894}","1894",,
"Profit","0.0","Profit-{DBPedia_9957+Forbes_1868}","DBPedia_9957+Forbes_1868","{626000000|270000000}","626000000",,
"Revenue","1.0","Revenue-{Forbes_1088}","Forbes_1088","{13090000000}","13090000000",,
"Revenue","0.0","Revenue-{DBPedia_3440+Forbes_1700}","DBPedia_3440+Forbes_1700","{3600000000|3440000000}","3600000000",,
"Year Founded","0.0","Year Founded-{DBPedia_9653+Forbes_1925}","DBPedia_9653+Forbes_1925","{2003|2003}","2003",,
"Year Founded","1.0","Year Founded-{Forbes_732}","Forbes_732","{1961}","1961",,
"Year Founded","0.0","Year Founded-{DBPedia_8517+Forbes_1938}","DBPedia_8517+Forbes_1938","{1969|1969}","1969",,
"Profit","1.0","Profit-{Forbes_781}","Forbes_781","{1090000000}","1090000000",,
"Assets","0.0","Assets-{DBPedia_9235+Forbes_706}","DBPedia_9235+Forbes_706","{23.877|23.88}","23.8785",,
"Profit","0.0","Profit-{DBPedia_3321+Forbes_889}","DBPedia_3321+Forbes_889","{184000000000|1160000000}","1160000000",,
"Year Founded","0.0","Year Founded-{DBPedia_5671+Forbes_1010}","DBPedia_5671+Forbes_1010","{1958|1958}","1958",,
"Profit","1.0","Profit-{Forbes_1399}","Forbes_1399","{490000000}","490000000",,
"Year Founded","0.0","Year Founded-{DBPedia_4403+Forbes_601}","DBPedia_4403+Forbes_601","{1979|1979}","1979",,
"Company name","1.0","Company name-{DBPedia_7829+Forbes_1229+SBTI_6138}","DBPedia_7829+Forbes_1229+SBTI_6138","{Zimmer Biomet|Zimmer Biomet|Zimmer Biomet}","Zimmer Biomet",,
"Profit","1.0","Profit-{Forbes_1242}","Forbes_1242","{1550000000}","1550000000",,
"Assets","0.0","Assets-{DBPedia_848+Forbes_1444}","DBPedia_848+Forbes_1444","{11.614|18.46}","15.037",,
"Profit","1.0","Profit-{Forbes_1351}","Forbes_1351","{800000000}","800000000",,
"Revenue","1.0","Revenue-{DBPedia_5904+Forbes_76}","DBPedia_5904+Forbes_76","{151160000000|151160000000}","151160000000",,
"Assets","1.0","Assets-{Forbes_1229}","Forbes_1229","{23.46}","23.46",,
"Year Founded","1.0","Year Founded-{Forbes_407}","Forbes_407","{1921}","1921",,
"Assets","1.0","Assets-{Forbes_969}","Forbes_969","{22.8}","22.8",,
"Profit","0.0","Profit-{DBPedia_8030+Forbes_308}","DBPedia_8030+Forbes_308","{6147000000|2060000000}","6147000000","false","2158611840"
"Year Founded","0.0","Year Founded-{DBPedia_7556+Forbes_657}","DBPedia_7556+Forbes_657","{2006|2006}","2006",,
"Company name","0.6666666666666666","Company name-{DBPedia_48+Forbes_998+SBTI_1419}","DBPedia_48+Forbes_998+SBTI_1419","{Dentsu|Dentsu|Dentsu Inc.}","Dentsu",,
"Revenue","0.0","Revenue-{DBPedia_10+Forbes_1828}","DBPedia_10+Forbes_1828","{8360000000|8100000000}","8360000000",,
"Revenue","0.0","Revenue-{DBPedia_701+DBPedia_8936+Forbes_555}","DBPedia_701+DBPedia_8936+Forbes_555","{15|14370000000|13430000000}","14370000000",,
"Assets","0.0","Assets-{DBPedia_8857+Forbes_860}","DBPedia_8857+Forbes_860","{0.013287411|39.66}","19.8366437055",,
"Assets","1.0","Assets-{Forbes_1448}","Forbes_1448","{17.97}","17.97",,
"Profit","0.0","Profit-{DBPedia_4910+Forbes_1586}","DBPedia_4910+Forbes_1586","{-267000000|-460000000}","-460000000",,
"Profit","1.0","Profit-{Forbes_1592}","Forbes_1592","{1000000000}","1000000000",,
"Assets","1.0","Assets-{Forbes_197}","Forbes_197","{124.2}","124.2",,
"Revenue","0.0","Revenue-{DBPedia_7556+Forbes_657}","DBPedia_7556+Forbes_657","{11063000000|11060000000}","11063000000",,
"Assets","1.0","Assets-{DBPedia_5585+Forbes_222}","DBPedia_5585+Forbes_222","{67.09|67.09}","67.09",,
"Revenue","1.0","Revenue-{Forbes_1615}","Forbes_1615","{380000000}","380000000",,
"Revenue","0.0","Revenue-{DBPedia_4910+Forbes_1586}","DBPedia_4910+Forbes_1586","{5500000000|4860000000}","5500000000",,
"Company name","1.0","Company name-{Forbes_933+SBTI_5802}","Forbes_933+SBTI_5802","{Vestas Wind Systems|Vestas Wind Systems}","Vestas Wind Systems",,
"Assets","1.0","Assets-{DBPedia_8866+Forbes_1446}","DBPedia_8866+Forbes_1446","{5.92|5.92}","5.92",,
"Company name","1.0","Company name-{DBPedia_9618+Forbes_963+SBTI_1726}","DBPedia_9618+Forbes_963+SBTI_1726","{Equity Residential|Equity Residential|Equity Residential}","Equity Residential",,
"Company name","1.0","Company name-{DBPedia_5753+Forbes_274+SBTI_42}","DBPedia_5753+Forbes_274+SBTI_42","{ABB|ABB|ABB}","ABB",,
"Assets","1.0","Assets-{Forbes_150}","Forbes_150","{53.81}","53.81",,
"Company name","1.0","Company name-{DBPedia_2682+Forbes_331+SBTI_1353}","DBPedia_2682+Forbes_331+SBTI_1353","{Danone|Danone|Danone}","Danone","true","Danone"
"Assets","0.0","Assets-{DBPedia_8936+Forbes_555}","DBPedia_8936+Forbes_555","{3.06|37.99}","20.525000000000002",,
"Year Founded","0.0","Year Founded-{DBPedia_450+Forbes_122}","DBPedia_450+Forbes_122","{1970|1970}","1970",,
"Revenue","0.0","Revenue-{DBPedia_9957+Forbes_1868}","DBPedia_9957+Forbes_1868","{14294000000|11580000000}","11580000000",,
"Company name","1.0","Company name-{Forbes_1065+SBTI_5660}","Forbes_1065+SBTI_5660","{UCB|UCB}","UCB",,
"Company name","1.0","Company name-{Forbes_548+SBTI_3347}","Forbes_548+SBTI_3347","{Magna International|Magna International}","Magna International",,
"Year Founded","1.0","Year Founded-{Forbes_624}","Forbes_624","{1837}","1837",,
"Profit","0.0","Profit-{DBPedia_7571+Forbes_792}","DBPedia_7571+Forbes_792","{730205|920000000}","730205",,
"Revenue","1.0","Revenue-{Forbes_64}","Forbes_64","{131480000000}","131480000000",,
"Year Founded","0.0","Year Founded-{DBPedia_48+Forbes_998}","DBPedia_48+Forbes_998","{1901|2001}","2001",,
"Revenue","1.0","Revenue-{Forbes_40}","Forbes_40","{94880000000}","94880000000",,
"Profit","1.0","Profit-{DBPedia_2268+Forbes_267}","DBPedia_2268+Forbes_267","{8690000000|8690000000}","8690000000",,
"Revenue","1.0","Revenue-{DBPedia_5559+Forbes_850}","DBPedia_5559+Forbes_850","{6220000000|6220000000}","6220000000",,
"Assets","0.0","Assets-{DBPedia_7204+Forbes_12}","DBPedia_7204+Forbes_12","{364.8|340.39}","352.595",,
"Profit","1.0","Profit-{Forbes_1489}","Forbes_1489","{650000000}","650000000",,
"Assets","0.0","Assets-{DBPedia_9825+Forbes_302}","DBPedia_9825+Forbes_302","{18.439344896|32.45}","25.444672448000002","false","17.64"
"Revenue","0.0","Revenue-{DBPedia_3303+Forbes_43}","DBPedia_3303+Forbes_43","{81290000000|81490000000}","81290000000",,
"Year Founded","1.0","Year Founded-{Forbes_401}","Forbes_401","{1953}","1953",,
"Year Founded","0.0","Year Founded-{DBPedia_5388+Forbes_265}","DBPedia_5388+Forbes_265","{1949|1949}","1949",,
"Revenue","1.0","Revenue-{DBPedia_7365+Forbes_659}","DBPedia_7365+Forbes_659","{10960000000|10960000000}","10960000000",,
"Assets","0.0","Assets-{DBPedia_2864+Forbes_365}","DBPedia_2864+Forbes_365","{3667.0|50.14}","1858.57",,
"Company name","1.0","Company name-{DBPedia_5381+Forbes_32+SBTI_1164}","DBPedia_5381+Forbes_32+SBTI_1164","{Comcast|Comcast|Comcast}","Comcast",,
"Revenue","0.0","Revenue-{DBPedia_4595+Forbes_278}","DBPedia_4595+Forbes_278","{263970000000|257010000000}","257010000000",,
"Year Founded","1.0","Year Founded-{Forbes_558}","Forbes_558","{1828}","1828",,
"Profit","1.0","Profit-{Forbes_676}","Forbes_676","{-90000000}","-90000000",,
"Assets","1.0","Assets-{Forbes_504}","Forbes_504","{32.36}","32.36",,
"Company name","1.0","Company name-{DBPedia_995+Forbes_430+SBTI_2625}","DBPedia_995+Forbes_430+SBTI_2625","{Imperial Brands|Imperial Brands|Imperial Brands}","Imperial Brands",,
"Profit","0.0","Profit-{DBPedia_8177+Forbes_1577}","DBPedia_8177+Forbes_1577","{620000000|500000000}","620000000",,
"Company name","0.6666666666666666","Company name-{DBPedia_6746+Forbes_843+SBTI_983}","DBPedia_6746+Forbes_843+SBTI_983","{CDW|CDW|CDW Corporation}","CDW",,
"Company name","1.0","Company name-{Forbes_610+SBTI_5058}","Forbes_610+SBTI_5058","{Stanley Black & Decker|Stanley Black & Decker}","Stanley Black & Decker",,
"Year Founded","1.0","Year Founded-{Forbes_1796}","Forbes_1796","{1917}","1917",,
"Assets","0.0","Assets-{DBPedia_4508+Forbes_930}","DBPedia_4508+Forbes_930","{10.31|13.54}","11.925",,
"Profit","0.0","Profit-{DBPedia_7752+Forbes_67}","DBPedia_7752+Forbes_67","{11540000000|11460000000}","11460000000",,
"Revenue","1.0","Revenue-{Forbes_732}","Forbes_732","{9440000000}","9440000000",,
"Revenue","1.0","Revenue-{DBPedia_2851+Forbes_844}","DBPedia_2851+Forbes_844","{8970000000|8970000000}","8970000000",,
"Company name","1.0","Company name-{Forbes_1160+SBTI_3012}","Forbes_1160+SBTI_3012","{Kingfisher|Kingfisher}","Kingfisher",,
"Revenue","0.0","Revenue-{DBPedia_5110+Forbes_839}","DBPedia_5110+Forbes_839","{13560000000|16260000000}","16260000000",,
"Year Founded","1.0","Year Founded-{Forbes_1772}","Forbes_1772","{1967}","1967",,
"Assets","1.0","Assets-{Forbes_505}","Forbes_505","{26.3}","26.3",,
"Year Founded","0.0","Year Founded-{DBPedia_672+Forbes_492}","DBPedia_672+Forbes_492","{1905|1972}","1972",,
"Revenue","1.0","Revenue-{Forbes_624}","Forbes_624","{10620000000}","10620000000",,
"Assets","0.0","Assets-{DBPedia_3736+Forbes_391}","DBPedia_3736+Forbes_391","{69.887|69.89}","69.8885",,
"Company name","0.6666666666666666","Company name-{DBPedia_5388+Forbes_265+SBTI_1416}","DBPedia_5388+Forbes_265+SBTI_1416","{Denso|Denso|DENSO Corporation}","Denso",,
"Assets","1.0","Assets-{DBPedia_7752+Forbes_67}","DBPedia_7752+Forbes_67","{146.53|146.53}","146.53",,
"Year Founded","1.0","Year Founded-{Forbes_512}","Forbes_512","{1871}","1871",,
"Year Founded","1.0","Year Founded-{Forbes_887}","Forbes_887","{1992}","1992",,
"Profit","0.0","Profit-{DBPedia_4109+Forbes_546}","DBPedia_4109+Forbes_546","{3870000000000|900000000}","900000000",,
"Revenue","0.0","Revenue-{DBPedia_6222+Forbes_1265}","DBPedia_6222+Forbes_1265","{2270000000000|22780000000}","2270000000000",,
"Company name","1.0","Company name-{Forbes_1772+SBTI_1446}","Forbes_1772+SBTI_1446","{DGB Financial Group|DGB FINANCIAL GROUP}","DGB Financial Group",,
"Revenue","1.0","Revenue-{Forbes_1986}","Forbes_1986","{2150000000}","2150000000",,
"Assets","1.0","Assets-{Forbes_615}","Forbes_615","{73.75}","73.75",,
"Assets","1.0","Assets-{Forbes_1772}","Forbes_1772","{72.32}","72.32",,
"Revenue","1.0","Revenue-{Forbes_1308}","Forbes_1308","{2080000000}","2080000000",,
"Assets","0.0","Assets-{DBPedia_7553+Forbes_818}","DBPedia_7553+Forbes_818","{0.017880178|21.64}","10.828940089",,
"Profit","1.0","Profit-{Forbes_129}","Forbes_129","{6030000000}","6030000000",,
"Year Founded","0.0","Year Founded-{DBPedia_2866+Forbes_1014}","DBPedia_2866+Forbes_1014","{1972|1972}","1972",,
"Assets","1.0","Assets-{Forbes_1336}","Forbes_1336","{18.33}","18.33",,
"Assets","0.0","Assets-{DBPedia_6128+Forbes_215}","DBPedia_6128+Forbes_215","{41.29|41.73}","41.51",,
"Assets","1.0","Assets-{Forbes_1796}","Forbes_1796","{13.35}","13.35",,
"Company name","1.0","Company name-{DBPedia_8628+Forbes_284+SBTI_4619}","DBPedia_8628+Forbes_284+SBTI_4619","{Saint-Gobain|Saint-Gobain|SAINT-GOBAIN}","Saint-Gobain",,
"Revenue","1.0","Revenue-{Forbes_407}","Forbes_407","{40340000000}","40340000000",,
"Profit","1.0","Profit-{DBPedia_4103+Forbes_1134}","DBPedia_4103+Forbes_1134","{1120000000|1120000000}","1120000000",,
"Profit","0.0","Profit-{DBPedia_2866+Forbes_1014}","DBPedia_2866+Forbes_1014","{127700000000|1430000000}","1430000000",,
"Company name","1.0","Company name-{Forbes_40+SBTI_2872}","Forbes_40+SBTI_2872","{Johnson & Johnson|Johnson & Johnson}","Johnson & Johnson",,
"Company name","1.0","Company name-{DBPedia_806+Forbes_597+SBTI_5332}","DBPedia_806+Forbes_597+SBTI_5332","{Telstra|Telstra|Telstra}","Telstra","true","Telstra"
"Assets","0.0","Assets-{DBPedia_4109+Forbes_546}","DBPedia_4109+Forbes_546","{48210.0|44.99}","24127.495",,
"Profit","1.0","Profit-{Forbes_1088}","Forbes_1088","{1090000000}","1090000000",,
"Year Founded","0.0","Year Founded-{DBPedia_3736+Forbes_391}","DBPedia_3736+Forbes_391","{1995|1995}","1995",,
"Revenue","0.0","Revenue-{DBPedia_2522+Forbes_1622}","DBPedia_2522+Forbes_1622","{4120000000|4410000000}","4120000000",,
"Profit","0.0","Profit-{DBPedia_8517+Forbes_1938}","DBPedia_8517+Forbes_1938","{-665000000|260000000}","-665000000",,
"Profit","0.0","Profit-{DBPedia_7204+Forbes_12}","DBPedia_7204+Forbes_12","{72700000000|71180000000}","72700000000",,
"Year Founded","1.0","Year Founded-{Forbes_530}","Forbes_530","{1988}","1988",,
"Year Founded","0.0","Year Founded-{DBPedia_5585+Forbes_222}","DBPedia_5585+Forbes_222","{1923|2012}","2012",,
"Assets","1.0","Assets-{Forbes_741}","Forbes_741","{30.64}","30.64",,
"Assets","0.0","Assets-{DBPedia_806+Forbes_597}","DBPedia_806+Forbes_597","{42.1|31.16}","36.63","false","31.89375"
"Year Founded","0.0","Year Founded-{DBPedia_9957+Forbes_1868}","DBPedia_9957+Forbes_1868","{1954|1954}","1954",,
"Assets","1.0","Assets-{Forbes_548}","Forbes_548","{29.09}","29.09",,
"Assets","1.0","Assets-{DBPedia_2851+Forbes_844}","DBPedia_2851+Forbes_844","{10.41|10.41}","10.41",,
"Year Founded","1.0","Year Founded-{Forbes_1489}","Forbes_1489","{0}","0",,
"Revenue","0.0","Revenue-{DBPedia_9913+Forbes_422}","DBPedia_9913+Forbes_422","{3590000000000|31980000000}","3590000000000",,
"Revenue","0.0","Revenue-{DBPedia_8628+Forbes_284}","DBPedia_8628+Forbes_284","{41500508160|52200000000}","52200000000",,
"Assets","1.0","Assets-{Forbes_633}","Forbes_633","{20.39}","20.39",,
"Profit","1.0","Profit-{Forbes_1065}","Forbes_1065","{1250000000}","1250000000",,
"Assets","1.0","Assets-{Forbes_1027}","Forbes_1027","{24.46}","24.46",,
"Revenue","0.0","Revenue-{DBPedia_9653+Forbes_1925}","DBPedia_9653+Forbes_1925","{1541000000|1540000000}","1541000000",,
"Revenue","1.0","Revenue-{Forbes_401}","Forbes_401","{64990000000}","64990000000",,
"Revenue","1.0","Revenue-{Forbes_558}","Forbes_558","{9580000000}","9580000000",,
"Year Founded","0.0","Year Founded-{DBPedia_453+Forbes_39}","DBPedia_453+Forbes_39","{1872|1953}","1953","false","1848"
"Revenue","0.0","Revenue-{DBPedia_2866+Forbes_1014}","DBPedia_2866+Forbes_1014","{536940000000|6520000000}","536940000000",,
"Assets","0.0","Assets-{DBPedia_3+Forbes_211}","DBPedia_3+Forbes_211","{63.5|64.05}","63.775",,
"Company name","1.0","Company name-{DBPedia_471+Forbes_371+SBTI_1354}","DBPedia_471+Forbes_371+SBTI_1354","{Danske Bank|Danske Bank|Danske Bank}","Danske Bank",,
"Assets","0.0","Assets-{DBPedia_5110+Forbes_839}","DBPedia_5110+Forbes_839","{21.4|24.42}","22.91",,
"Revenue","0.0","Revenue-{DBPedia_5381+Forbes_32}","DBPedia_5381+Forbes_32","{116390000000|116380000000}","116380000000",,
"Year Founded","0.0","Year Founded-{DBPedia_9235+Forbes_706}","DBPedia_9235+Forbes_706","{1978|1978}","1978",,
"Revenue","0.0","Revenue-{DBPedia_8517+Forbes_1938}","DBPedia_8517+Forbes_1938","{13800000000|16670000000}","13800000000",,
"Assets","1.0","Assets-{DBPedia_4403+Forbes_601}","DBPedia_4403+Forbes_601","{32.23|32.23}","32.23",,
"Year Founded","0.0","Year Founded-{DBPedia_7378+DBPedia_9974+Forbes_1128}","DBPedia_7378+DBPedia_9974+Forbes_1128","{1963|1990|1990}","1990","false","1990"
"Profit","1.0","Profit-{Forbes_1391}","Forbes_1391","{600000000}","600000000",,
"Year Founded","0.0","Year Founded-{DBPedia_5559+Forbes_850}","DBPedia_5559+Forbes_850","{1909|1909}","1909",,
"Company name","0.6666666666666666","Company name-{DBPedia_5559+Forbes_850+SBTI_3652}","DBPedia_5559+Forbes_850+SBTI_3652","{Moody's Corporation|Moody's|Moody's Corporation}","Moody's",,
"Profit","1.0","Profit-{Forbes_741}","Forbes_741","{1090000000}","1090000000",,
"Assets","1.0","Assets-{Forbes_658}","Forbes_658","{26.02}","26.02",,
"Company name","1.0","Company name-{Forbes_633+SBTI_3133}","Forbes_633+SBTI_3133","{Labcorp|Labcorp}","Labcorp",,
"Profit","1.0","Profit-{Forbes_435}","Forbes_435","{3250000000}","3250000000",,
"Assets","1.0","Assets-{Forbes_610}","Forbes_610","{28.18}","28.18",,
"Revenue","1.0","Revenue-{Forbes_1983}","Forbes_1983","{1110000000}","1110000000",,
"Company name","1.0","Company name-{Forbes_99+SBTI_4651}","Forbes_99+SBTI_4651","{Sanofi|SANOFI}","SANOFI",,
"Company name","0.6666666666666666","Company name-{DBPedia_10015+Forbes_965+SBTI_2515}","DBPedia_10015+Forbes_965+SBTI_2515","{Hormel Foods|Hormel Foods|Hormel Foods Corporation}","Hormel Foods",,
"Revenue","0.0","Revenue-{DBPedia_10015+Forbes_965}","DBPedia_10015+Forbes_965","{9497000000|11970000000}","9497000000",,
"Company name","0.6666666666666666","Company name-{DBPedia_7204+Forbes_12+SBTI_3554}","DBPedia_7204+Forbes_12+SBTI_3554","{Microsoft|Microsoft|Microsoft Corporation}","Microsoft",,
"Profit","0.0","Profit-{DBPedia_8690+Forbes_583}","DBPedia_8690+Forbes_583","{2699000000|2700000000}","2700000000",,
"Company name","1.0","Company name-{Forbes_1044+SBTI_5288}","Forbes_1044+SBTI_5288","{TD SYNNEX|TD SYNNEX}","TD SYNNEX",,
"Year Founded","0.0","Year Founded-{DBPedia_18+Forbes_599}","DBPedia_18+Forbes_599","{1935|1960}","1960",,
"Company name","1.0","Company name-{DBPedia_6934+Forbes_894+SBTI_1861}","DBPedia_6934+Forbes_894+SBTI_1861","{Ferrovial|Ferrovial|Ferrovial}","Ferrovial",,
"Profit","0.0","Profit-{DBPedia_7499+Forbes_1027}","DBPedia_7499+Forbes_1027","{20290000000|740000000}","20290000000",,
"Assets","0.0","Assets-{DBPedia_4045+Forbes_68}","DBPedia_4045+Forbes_68","{131.79|135.88}","133.83499999999998",,
"Assets","1.0","Assets-{Forbes_1489}","Forbes_1489","{7.26}","7.26",,
"Profit","0.0","Profit-{DBPedia_2667+Forbes_370}","DBPedia_2667+Forbes_370","{2765000000|3930000000}","2765000000",,
"Company name","0.6666666666666666","Company name-{DBPedia_3736+Forbes_391+SBTI_286}","DBPedia_3736+Forbes_391+SBTI_286","{American Tower|American Tower|American Tower Corporation}","American Tower",,
"Profit","0.0","Profit-{DBPedia_848+Forbes_1444}","DBPedia_848+Forbes_1444","{975000000|840000000}","840000000",,
"Revenue","0.0","Revenue-{DBPedia_480+Forbes_1853}","DBPedia_480+Forbes_1853","{8000000000|7270000000}","7270000000",,
"Company name","1.0","Company name-{DBPedia_5904+Forbes_76+SBTI_5402}","DBPedia_5904+Forbes_76+SBTI_5402","{The Home Depot|The Home Depot|The Home Depot}","The Home Depot",,
"Revenue","1.0","Revenue-{Forbes_512}","Forbes_512","{39910000000}","39910000000",,
"Company name","1.0","Company name-{DBPedia_4950+Forbes_1336+SBTI_1759}","DBPedia_4950+Forbes_1336+SBTI_1759","{Eurazeo|Eurazeo|Eurazeo}","Eurazeo",,
"Revenue","1.0","Revenue-{Forbes_887}","Forbes_887","{10900000000}","10900000000",,
"Company name","1.0","Company name-{DBPedia_2277+Forbes_226+SBTI_4704}","DBPedia_2277+Forbes_226+SBTI_4704","{Schneider Electric|Schneider Electric|Schneider Electric}","Schneider Electric","true","Schneider Electric"
"Year Founded","0.0","Year Founded-{DBPedia_7204+Forbes_12}","DBPedia_7204+Forbes_12","{1975|1975}","1975",,
"Company name","1.0","Company name-{DBPedia_8177+Forbes_1577+SBTI_3813}","DBPedia_8177+Forbes_1577+SBTI_3813","{News Corp|News Corp|News Corp}","News Corp",,
"Company name","0.6666666666666666","Company name-{DBPedia_1577+Forbes_1169+SBTI_5937}","DBPedia_1577+Forbes_1169+SBTI_5937","{Welltower|Welltower|Welltower Inc.}","Welltower",,
"Assets","0.0","Assets-{DBPedia_5105+Forbes_202}","DBPedia_5105+Forbes_202","{41.17158656|48.92}","45.04579328","false","53.4"
"Company name","0.6666666666666666","Company name-{DBPedia_5585+Forbes_222+SBTI_3642}","DBPedia_5585+Forbes_222+SBTI_3642","{Mondelez International|Mondelez International|Mondelez International Inc}","Mondelez International",,
"Revenue","1.0","Revenue-{DBPedia_6746+Forbes_843}","DBPedia_6746+Forbes_843","{20820000000|20820000000}","20820000000",,
"Profit","1.0","Profit-{DBPedia_5585+Forbes_222}","DBPedia_5585+Forbes_222","{4300000000|4300000000}","4300000000",,
"Assets","1.0","Assets-{Forbes_676}","Forbes_676","{111.75}","111.75",,
"Revenue","0.0","Revenue-{DBPedia_9387+Forbes_432}","DBPedia_9387+Forbes_432","{17630000000|18620000000}","17630000000",,
"Profit","1.0","Profit-{Forbes_1044}","Forbes_1044","{440000000}","440000000",,
"Year Founded","0.0","Year Founded-{DBPedia_3+Forbes_211}","DBPedia_3+Forbes_211","{1969|1862}","1862",,
"Profit","0.0","Profit-{DBPedia_6385+Forbes_525}","DBPedia_6385+Forbes_525","{2940000000|3720000000}","3720000000",,
"Company name","0.0","Company name-{Forbes_407+SBTI_3602}","Forbes_407+SBTI_3602","{Mitsubishi Electric|Mitsubishi Electric Corporation}","Mitsubishi Electric",,
"Year Founded","0.0","Year Founded-{DBPedia_8545+Forbes_271}","DBPedia_8545+Forbes_271","{1912|1897}","1897",,
