"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] IndustryComparator record1Value","[0] IndustryComparator record2Value","[0] IndustryComparator record1PreprocessedValue","[0] IndustryComparator record2PreprocessedValue","[0] IndustryComparator similarity","[0] IndustryComparator postproccesedSimilarity","[1] CompanyNameComparatorJaroWrinkler record1Value","[1] CompanyNameComparatorJaroWrinkler record2Value","[1] CompanyNameComparatorJaroWrinkler record1PreprocessedValue","[1] CompanyNameComparatorJaroWrinkler record2PreprocessedValue","[1] CompanyNameComparatorJaroWrinkler similarity","[1] CompanyNameComparatorJaroWrinkler postproccesedSimilarity","[2] CountryComparatorJaroWrinkler record1Value","[2] CountryComparatorJaroWrinkler record2Value","[2] CountryComparatorJaroWrinkler record1PreprocessedValue","[2] CountryComparatorJaroWrinkler record2PreprocessedValue","[2] CountryComparatorJaroWrinkler similarity","[2] CountryComparatorJaroWrinkler postproccesedSimilarity"
"LinearCombinationMatchingRule","SBTI_880","Forbes_473","0.7216666666666667",,,,,,,,"cabify","carrefour","cabify","carrefour","0.8055555555555556","0.8055555555555556","spain","france","spain","france","0.788888888888889","0.788888888888889"
"LinearCombinationMatchingRule","SBTI_880","Forbes_681","0.6795726495726494",,,,,,,,"cabify","carmax","cabify","carmax","0.7777777777777777","0.7777777777777777","spain","united states","spain","united states","0.6756410256410257","0.6756410256410257"
"LinearCombinationMatchingRule","SBTI_6020","Forbes_375","0.6712037037037037",,,,,,,,"worldline","woolworths","worldline","woolworths","0.7657407407407408","0.7657407407407408","france","australia","france","australia","0.6759259259259259","0.6759259259259259"
"LinearCombinationMatchingRule","SBTI_3442","Forbes_1968","0.7144555444555444",,,,,,,,"matkahuolto","masco","matkahuolto","masco","0.812121212121212","0.812121212121212","finland","united states","finland","united states","0.7298534798534799","0.7298534798534799"
"LinearCombinationMatchingRule","SBTI_5946","Forbes_1122","0.8641025641025641",,,,,,,,"west fraser timber co. ltd","west fraser timber co.","west fraser timber co. ltd","west fraser timber co.","0.9487179487179488","0.9487179487179488","canada","canada","canada","canada","1.0","1.0"
"LinearCombinationMatchingRule","SBTI_3439","Forbes_1992","0.8622222222222222",,,,,,,,"match group","match group","match group","match group","1.0","1.0","united states (united statesa)","united states","united states (united statesa)","united states","0.8111111111111112","0.8111111111111112"
"LinearCombinationMatchingRule","SBTI_4728","Forbes_1291","0.7140538225215645",,,,,,,,"scottishpower","schaeffler","scottishpower","schaeffler","0.8141025641025641","0.8141025641025641","united kingdom (united kingdom)","germany","united kingdom (united kingdom)","germany","0.7209101382488479","0.7209101382488479"
"LinearCombinationMatchingRule","SBTI_1663","Forbes_1426","0.6761904761904762",,,,,,,,"emagine","empire","emagine","empire","0.746031746031746","0.746031746031746","denmark","canada","denmark","canada","0.7698412698412698","0.7698412698412698"
"LinearCombinationMatchingRule","SBTI_1720","Forbes_70","0.6777777777777778",,,,,,,,"equans","equinor","equans","equinor","0.746031746031746","0.746031746031746","france","norway","france","norway","0.7777777777777777","0.7777777777777777"
"LinearCombinationMatchingRule","SBTI_2665","Forbes_302","0.7244444444444444",,,,,,,,"ingager","inditex","ingager","inditex","0.8095238095238095","0.8095238095238095","sweden","spain","sweden","spain","0.788888888888889","0.788888888888889"
"LinearCombinationMatchingRule","SBTI_1354","Forbes_371","0.8999999999999999","1",,,,,,,"danske bank","danske bank","danske bank","danske bank","1.0","1.0","denmark","denmark","denmark","denmark","1.0","1.0"
"LinearCombinationMatchingRule","SBTI_3456","Forbes_1787","0.7077686202686202",,,,,,,,"mayer-network","manpower","mayer-network","manpower","0.813034188034188","0.813034188034188","germany","united states","germany","united states","0.6932234432234432","0.6932234432234432"
"LinearCombinationMatchingRule","SBTI_210","Forbes_1232","0.6661904761904762",,,,,,,,"alk-abelló","alstom","alk-abelló","alstom","0.7555555555555555","0.7555555555555555","denmark","france","denmark","france","0.6865079365079365","0.6865079365079365"
"LinearCombinationMatchingRule","SBTI_3891","Forbes_1628","0.7203418803418803",,,,,,,,"nonpi.","nortonlifelock","nonpi.","nortonlifelock","0.8253968253968254","0.8253968253968254","japan","united states","japan","united states","0.7128205128205127","0.7128205128205127"
"LinearCombinationMatchingRule","SBTI_213","Forbes_1230","0.7047222222222221",,,,,,,,"allbirds","alcoa","allbirds","alcoa","0.7749999999999999","0.7749999999999999","united states (united statesa)","united states","united states (united statesa)","united states","0.8111111111111112","0.8111111111111112"
"LinearCombinationMatchingRule","SBTI_1164","Forbes_128","0.7038888888888888",,,,,,,,"comcast","conocophillips","comcast","conocophillips","0.7738095238095237","0.7738095238095237","united states (united statesa)","united states","united states (united statesa)","united states","0.8111111111111112","0.8111111111111112"
"LinearCombinationMatchingRule","SBTI_1189","Forbes_570","0.7213053613053613",,,,,,,,"conbuzz","corning","conbuzz","corning","0.8095238095238095","0.8095238095238095","south korea","united states","south korea","united states","0.7731934731934732","0.7731934731934732"
"LinearCombinationMatchingRule","SBTI_1224","Forbes_1467","0.6424242424242425",,,,,,,,"corbion","covivio","corbion","covivio","0.7142857142857143","0.7142857142857143","netherlands","france","netherlands","france","0.7121212121212122","0.7121212121212122"
"LinearCombinationMatchingRule","SBTI_3795","Forbes_741","0.71",,,,,,,,"netflix","nec","netflix","nec","0.8253968253968254","0.8253968253968254","united states (united statesa)","japan","united states (united statesa)","japan","0.6611111111111112","0.6611111111111112"
"LinearCombinationMatchingRule","SBTI_4490","Forbes_1112","0.6911111111111111",,,,,,,,"resmed","realty ome","resmed","realty ome","0.7555555555555555","0.7555555555555555","united states (united statesa)","united states","united states (united statesa)","united states","0.8111111111111112","0.8111111111111112"
"LinearCombinationMatchingRule","SBTI_5594","Forbes_685","0.6736952861952862",,,,,,,,"trevelyan's","transneft","trevelyan's","transneft","0.7596801346801347","0.7596801346801347","new zealand","russia","new zealand","russia","0.7095959595959596","0.7095959595959596"
"LinearCombinationMatchingRule","SBTI_1311","Forbes_42","0.8622222222222222",,,,,,,,"cvs health","cvs health","cvs health","cvs health","1.0","1.0","united states (united statesa)","united states","united states (united statesa)","united states","0.8111111111111112","0.8111111111111112"
"LinearCombinationMatchingRule","SBTI_5906","Forbes_158","0.6417022792022791",,,,,,,,"walormex","walgreens","walormex","walgreens","0.7268518518518517","0.7268518518518517","mexico","united states","mexico","united states","0.6645299145299146","0.6645299145299146"
"LinearCombinationMatchingRule","SBTI_1234","Forbes_458","0.6957173053947248",,,,,,,,"corsearch","corteva","corsearch","corteva","0.7566137566137566","0.7566137566137566","united kingdom (united kingdom)","united states","united kingdom (united kingdom)","united states","0.8304383788254757","0.8304383788254757"
"LinearCombinationMatchingRule","SBTI_3004","Forbes_1875","0.6638888888888888",,,,,,,,"kiloutou","kinnevik","kiloutou","kinnevik","0.75","0.75","france","sweden","france","sweden","0.6944444444444444","0.6944444444444444"
"LinearCombinationMatchingRule","SBTI_3456","Forbes_1968","0.6699267399267399",,,,,,,,"mayer-network","masco","mayer-network","masco","0.7589743589743589","0.7589743589743589","germany","united states","germany","united states","0.6932234432234432","0.6932234432234432"
"LinearCombinationMatchingRule","SBTI_1699","Forbes_144","0.7472222222222221",,,,,,,,"enerlis","enbridge","enerlis","enbridge","0.8452380952380951","0.8452380952380951","france","canada","france","canada","0.7777777777777777","0.7777777777777777"
"LinearCombinationMatchingRule","SBTI_5102","Forbes_818","0.8999999999999999",,,,,,,,"stora enso","stora enso","stora enso","stora enso","1.0","1.0","finland","finland","finland","finland","1.0","1.0"
"LinearCombinationMatchingRule","SBTI_3566","Forbes_140","0.6844444444444443",,,,,,,,"milarex","mitsui","milarex","mitsui","0.7698412698412698","0.7698412698412698","norway","japan","norway","japan","0.7277777777777779","0.7277777777777779"
"LinearCombinationMatchingRule","SBTI_1418","Forbes_1660","0.7372222222222222",,,,,,,,"dentons","dexcom","dentons","dexcom","0.8214285714285714","0.8214285714285714","united states (united statesa)","united states","united states (united statesa)","united states","0.8111111111111112","0.8111111111111112"
"LinearCombinationMatchingRule","SBTI_3647","Forbes_222","0.7455332167832168",,,,,,,,"monstercat","mondelez international","monstercat","mondelez international","0.8397727272727273","0.8397727272727273","canada","united states","canada","united states","0.7884615384615385","0.7884615384615385"
"LinearCombinationMatchingRule","SBTI_4624","Forbes_395","0.7542857142857142",,,,,,,,"salcomp","sampo","salcomp","sampo","0.838095238095238","0.838095238095238","china","finland","china","finland","0.838095238095238","0.838095238095238"
"LinearCombinationMatchingRule","SBTI_4439","Forbes_320","0.6796947496947497",,,,,,,,"recruiters.ie","repsol","recruiters.ie","repsol","0.7478632478632479","0.7478632478632479","ireland","spain","ireland","spain","0.780952380952381","0.780952380952381"
"LinearCombinationMatchingRule","SBTI_1164","Forbes_1166","0.7137373737373738",,,,,,,,"comcast","coupang","comcast","coupang","0.8095238095238095","0.8095238095238095","united states (united statesa)","south korea","united states (united statesa)","south korea","0.7353535353535354","0.7353535353535354"
"LinearCombinationMatchingRule","SBTI_5136","Forbes_1618","0.8641025641025641",,,,,,,,"sumitomo forestry co., ltd","sumitomo forestry co.,","sumitomo forestry co., ltd","sumitomo forestry co.,","0.9487179487179488","0.9487179487179488","japan","japan","japan","japan","1.0","1.0"
"LinearCombinationMatchingRule","SBTI_2144","Forbes_129","0.7117741935483871",,,,,,,,"gleeds","glaxosmithkline","gleeds","glaxosmithkline","0.7833333333333333","0.7833333333333333","united kingdom (united kingdom)","united kingdom","united kingdom (united kingdom)","united kingdom","0.8172043010752689","0.8172043010752689"
"LinearCombinationMatchingRule","SBTI_5705","Forbes_1681","0.8511111111111112",,,,,,,,"united natural foods,","united natural foods","united natural foods,","united natural foods","0.9841269841269842","0.9841269841269842","united states (united statesa)","united states","united states (united statesa)","united states","0.8111111111111112","0.8111111111111112"
"LinearCombinationMatchingRule","SBTI_479","Forbes_669","0.6920726495726495",,,,,,,,"aubay","autozone","aubay","autozone","0.7749999999999999","0.7749999999999999","france","united states","france","united states","0.7478632478632479","0.7478632478632479"
"LinearCombinationMatchingRule","SBTI_4677","Forbes_948","0.7055555555555555",,,,,,,,"saur","sanlam","saur","sanlam","0.8055555555555556","0.8055555555555556","france","south africa","france","south africa","0.7083333333333333","0.7083333333333333"
"LinearCombinationMatchingRule","SBTI_1424","Forbes_265","0.7426388888888888",,,,,,,,"desigual","denso","desigual","denso","0.8291666666666666","0.8291666666666666","spain","japan","spain","japan","0.8111111111111111","0.8111111111111111"
"LinearCombinationMatchingRule","SBTI_5939","Forbes_1435","0.8999999999999999",,,,,,,,"wendel","wendel","wendel","wendel","1.0","1.0","france","france","france","france","1.0","1.0"
"LinearCombinationMatchingRule","SBTI_1004","Forbes_269","0.7226388888888889",,,,,,,,"ceridian","centene","ceridian","centene","0.8005952380952381","0.8005952380952381","united states (united statesa)","united states","united states (united statesa)","united states","0.8111111111111112","0.8111111111111112"
"LinearCombinationMatchingRule","SBTI_4434","Forbes_646","0.6944444444444444",,,,,,,,"recipharm","renault","recipharm","renault","0.7936507936507937","0.7936507936507937","sweden","france","sweden","france","0.6944444444444444","0.6944444444444444"
"LinearCombinationMatchingRule","SBTI_1212","Forbes_114","0.699116809116809",,,,,,,,"conversio","coca-cola","conversio","coca-cola","0.7777777777777777","0.7777777777777777","australia","united states","australia","united states","0.7733618233618234","0.7733618233618234"
"LinearCombinationMatchingRule","SBTI_1214","Forbes_585","0.6815032679738563",,,,,,,,"convoy","colgate-palmolive","convoy","colgate-palmolive","0.7418300653594772","0.7418300653594772","united states (united statesa)","united states","united states (united statesa)","united states","0.8111111111111112","0.8111111111111112"
"LinearCombinationMatchingRule","SBTI_3904","Forbes_68","0.6511544011544012",,,,,,,,"norlys","novartis","norlys","novartis","0.7222222222222222","0.7222222222222222","denmark","switzerland","denmark","switzerland","0.727994227994228","0.727994227994228"
"LinearCombinationMatchingRule","SBTI_573","Forbes_976","0.5577020202020202",,,,,,,,"balsan","bancolombia","balsan","bancolombia","0.7967171717171717","0.7967171717171717","france","colombia","france","colombia","0.0","0.0"
"LinearCombinationMatchingRule","SBTI_4166","Forbes_1100","0.7372222222222222",,,,,,,,"paypal","paychex","paypal","paychex","0.8214285714285714","0.8214285714285714","united states (united statesa)","united states","united states (united statesa)","united states","0.8111111111111112","0.8111111111111112"
"LinearCombinationMatchingRule","SBTI_4619","Forbes_263","0.670405982905983",,,,,,,,"saint-gobain","salesforce.com","saint-gobain","salesforce.com","0.7440476190476191","0.7440476190476191","france","united states","france","united states","0.7478632478632479","0.7478632478632479"
"LinearCombinationMatchingRule","SBTI_4137","Forbes_1100","0.6958974358974358",,,,,,,,"panex","paychex","panex","paychex","0.7904761904761904","0.7904761904761904","japan","united states","japan","united states","0.7128205128205127","0.7128205128205127"
"LinearCombinationMatchingRule","SBTI_2428","Forbes_1954","0.6705555555555555",,,,,,,,"herige","hera","herige","hera","0.75","0.75","france","italy","france","italy","0.7277777777777779","0.7277777777777779"
"LinearCombinationMatchingRule","SBTI_248","Forbes_35","0.7509523809523808",,,,,,,,"alten","allianz","alten","allianz","0.838095238095238","0.838095238095238","france","germany","france","germany","0.8214285714285714","0.8214285714285714"
"LinearCombinationMatchingRule","SBTI_6150","Forbes_1601","0.8999999999999999",,,,,,,,"zto express","zto express","zto express","zto express","1.0","1.0","china","china","china","china","1.0","1.0"
"LinearCombinationMatchingRule","SBTI_3012","Forbes_1875","0.7111424731182795",,,,,,,,"kingfisher","kinnevik","kingfisher","kinnevik","0.8208333333333333","0.8208333333333333","united kingdom (united kingdom)","sweden","united kingdom (united kingdom)","sweden","0.6827956989247312","0.6827956989247312"
"LinearCombinationMatchingRule","SBTI_2636","Forbes_1510","0.13512820512820514",,,,,,,,"inditex","yte","inditex","yte","0.0","0.0","spain","united states","spain","united states","0.6756410256410257","0.6756410256410257"
"LinearCombinationMatchingRule","SBTI_4834","Forbes_1590","0.7661764705882352",,,,,,,,"shinnihon-kinzoku","shionogi","shinnihon-kinzoku","shionogi","0.8088235294117647","0.8088235294117647","japan","japan","japan","japan","1.0","1.0"
"LinearCombinationMatchingRule","SBTI_4643","Forbes_14","0.6916731416731415",,,,,,,,"sanden group","samsung group","sanden group","samsung group","0.777065527065527","0.777065527065527","thailand","south korea","thailand","south korea","0.7386363636363636","0.7386363636363636"
"LinearCombinationMatchingRule","SBTI_3342","Forbes_548","0.6489473684210526",,,,,,,,"macy's,","magna international","macy's,","magna international","0.731829573934837","0.731829573934837","united states (united statesa)","canada","united states (united statesa)","canada","0.6833333333333333","0.6833333333333333"
"LinearCombinationMatchingRule","SBTI_3253","Forbes_187","0.6821428571428572",,,,,,,,"livent","linde","livent","linde","0.7388888888888889","0.7388888888888889","united states (united statesa)","united kingdom","united states (united statesa)","united kingdom","0.8246031746031746","0.8246031746031746"
"LinearCombinationMatchingRule","SBTI_4214","Forbes_215","0.8622222222222222",,,,,,,,"philip morris international","philip morris international","philip morris international","philip morris international","1.0","1.0","united states (united statesa)","united states","united states (united statesa)","united states","0.8111111111111112","0.8111111111111112"
"LinearCombinationMatchingRule","SBTI_3795","Forbes_1683","0.6732539682539683",,,,,,,,"netflix","next","netflix","next","0.7261904761904763","0.7261904761904763","united states (united statesa)","united kingdom","united states (united statesa)","united kingdom","0.8246031746031746","0.8246031746031746"
"LinearCombinationMatchingRule","SBTI_2659","Forbes_183","0.7301887926887926",,,,,,,,"infra group","ing group","infra group","ing group","0.8303872053872053","0.8303872053872053","belgium","netherlands","belgium","netherlands","0.7445887445887446","0.7445887445887446"
"LinearCombinationMatchingRule","SBTI_1215","Forbes_32","0.7174786324786325",,,,,,,,"cookhouse","comcast","cookhouse","comcast","0.7936507936507937","0.7936507936507937","india","united states","india","united states","0.8096153846153846","0.8096153846153846"
"LinearCombinationMatchingRule","SBTI_3797","Forbes_47","0.7356998556998556",,,,,,,,"netprofile","nestlé","netprofile","nestlé","0.8444444444444443","0.8444444444444443","finland","switzerland","finland","switzerland","0.7229437229437229","0.7229437229437229"
"LinearCombinationMatchingRule","SBTI_2101","Forbes_1511","0.7233766233766233",,,,,,,,"genpact","geberit","genpact","geberit","0.8095238095238095","0.8095238095238095","bermuda","switzerland","bermuda","switzerland","0.7835497835497836","0.7835497835497836"
"LinearCombinationMatchingRule","SBTI_621","Forbes_1204","0.6835164835164836",,,,,,,,"beautycounter","beiersdorf","beautycounter","beiersdorf","0.7846153846153847","0.7846153846153847","united states (united statesa)","germany","united states (united statesa)","germany","0.6714285714285715","0.6714285714285715"
"LinearCombinationMatchingRule","SBTI_5268","Forbes_386","0.8434343434343434",,,,,,,,"tata consultancy services limited","tata consultancy services","tata consultancy services limited","tata consultancy services","0.9191919191919192","0.9191919191919192","india","india","india","india","1.0","1.0"
"LinearCombinationMatchingRule","SBTI_1428","Forbes_1924","0.6337037037037037",,,,,,,,"deuman","dexus","deuman","dexus","0.7000000000000001","0.7000000000000001","chile","australia","chile","australia","0.7185185185185186","0.7185185185185186"
"LinearCombinationMatchingRule","SBTI_3782","Forbes_672","0.6431746031746032",,,,,,,,"nemera","neste","nemera","neste","0.7000000000000001","0.7000000000000001","france","finland","france","finland","0.7658730158730158","0.7658730158730158"
"LinearCombinationMatchingRule","SBTI_1214","Forbes_128","0.74",,,,,,,,"convoy","conocophillips","convoy","conocophillips","0.8253968253968254","0.8253968253968254","united states (united statesa)","united states","united states (united statesa)","united states","0.8111111111111112","0.8111111111111112"
"LinearCombinationMatchingRule","SBTI_3194","Forbes_423","0.6973504273504273",,,,,,,,"legrand","lennar","legrand","lennar","0.7825396825396825","0.7825396825396825","france","united states","france","united states","0.7478632478632479","0.7478632478632479"
"LinearCombinationMatchingRule","SBTI_4680","Forbes_760","0.6905555555555556",,,,,,,,"saverglass","sandvik","saverglass","sandvik","0.7880952380952382","0.7880952380952382","france","sweden","france","sweden","0.6944444444444444","0.6944444444444444"
"LinearCombinationMatchingRule","SBTI_2701","Forbes_505","0.7261111111111112",,,,,,,,"interface","intuit","interface","intuit","0.8055555555555556","0.8055555555555556","united states (united statesa)","united states","united states (united statesa)","united states","0.8111111111111112","0.8111111111111112"
"LinearCombinationMatchingRule","SBTI_789","Forbes_1396","0.6752645502645502",,,,,,,,"brambles","brenntag","brambles","brenntag","0.75","0.75","australia","germany","australia","germany","0.7513227513227514","0.7513227513227514"
"LinearCombinationMatchingRule","SBTI_2138","Forbes_1556","0.6959615384615384",,,,,,,,"glamox","globalfoundries","glamox","globalfoundries","0.7805555555555556","0.7805555555555556","norway","united states","norway","united states","0.7478632478632479","0.7478632478632479"
"LinearCombinationMatchingRule","SBTI_2494","Forbes_1254","0.7017948717948718",,,,,,,,"holaluz","hologic","holaluz","hologic","0.8095238095238095","0.8095238095238095","spain","united states","spain","united states","0.6756410256410257","0.6756410256410257"
"LinearCombinationMatchingRule","SBTI_5906","Forbes_1736","0.706517094017094",,,,,,,,"walormex","waters","walormex","waters","0.8194444444444444","0.8194444444444444","mexico","united states","mexico","united states","0.6645299145299146","0.6645299145299146"
"LinearCombinationMatchingRule","SBTI_5986","Forbes_362","0.7175356125356125",,,,,,,,"winnebago industries","wilmar international","winnebago industries","wilmar international","0.8192307692307692","0.8192307692307692","united states (united statesa)","singapore","united states (united statesa)","singapore","0.7203703703703703","0.7203703703703703"
"LinearCombinationMatchingRule","SBTI_5357","Forbes_197","0.6711111111111111",,,,,,,,"texen","telefónica","texen","telefónica","0.7333333333333334","0.7333333333333334","france","spain","france","spain","0.788888888888889","0.788888888888889"
"LinearCombinationMatchingRule","SBTI_1153","Forbes_848","0.7056166056166056",,,,,,,,"colisée group","compass group","colisée group","compass group","0.7948717948717948","0.7948717948717948","france","united kingdom","france","united kingdom","0.746031746031746","0.746031746031746"
"LinearCombinationMatchingRule","SBTI_4527","Forbes_1842","0.6844444444444445",,,,,,,,"ritual","ricoh","ritual","ricoh","0.788888888888889","0.788888888888889","united states (united statesa)","japan","united states (united statesa)","japan","0.6611111111111112","0.6611111111111112"
"LinearCombinationMatchingRule","SBTI_4914","Forbes_45","0.7110606060606061",,,,,,,,"sita","sinopec","sita","sinopec","0.7976190476190477","0.7976190476190477","switzerland","china","switzerland","china","0.7636363636363637","0.7636363636363637"
"LinearCombinationMatchingRule","SBTI_4490","Forbes_54","0.7278947368421052",,,,,,,,"resmed","reliance industries","resmed","reliance industries","0.8128654970760234","0.8128654970760234","united states (united statesa)","india","united states (united statesa)","india","0.7944444444444445","0.7944444444444445"
"LinearCombinationMatchingRule","SBTI_4451","Forbes_320","0.6543727598566309",,,,,,,,"redstor","repsol","redstor","repsol","0.746031746031746","0.746031746031746","united kingdom (united kingdom)","spain","united kingdom (united kingdom)","spain","0.660752688172043","0.660752688172043"
"LinearCombinationMatchingRule","SBTI_295","Forbes_870","0.7144444444444445",,,,,,,,"amika","ameren","amika","ameren","0.788888888888889","0.788888888888889","united states (united statesa)","united states","united states (united statesa)","united states","0.8111111111111112","0.8111111111111112"
"LinearCombinationMatchingRule","SBTI_5071","Forbes_1685","0.7032738095238096",,,,,,,,"staycity","strabag","staycity","strabag","0.8005952380952381","0.8005952380952381","ireland","austria","ireland","austria","0.7142857142857142","0.7142857142857142"
"LinearCombinationMatchingRule","SBTI_1428","Forbes_998","0.5444444444444443",,,,,,,,"deuman","dentsu","deuman","dentsu","0.7777777777777777","0.7777777777777777","chile","japan","chile","japan","0.0","0.0"
"LinearCombinationMatchingRule","SBTI_248","Forbes_908","0.6732763532763533",,,,,,,,"alten","alleghany","alten","alleghany","0.7481481481481481","0.7481481481481481","france","united states","france","united states","0.7478632478632479","0.7478632478632479"
"LinearCombinationMatchingRule","SBTI_246","Forbes_535","0.7012393162393162",,,,,,,,"altavia","albertsons","altavia","albertsons","0.7880952380952382","0.7880952380952382","france","united states","france","united states","0.7478632478632479","0.7478632478632479"
"LinearCombinationMatchingRule","SBTI_5849","Forbes_177","0.6799283154121862",,,,,,,,"viridor","vi","viridor","vi","0.7619047619047619","0.7619047619047619","united kingdom (united kingdom)","france","united kingdom (united kingdom)","france","0.7329749103942653","0.7329749103942653"
"LinearCombinationMatchingRule","SBTI_3379","Forbes_267","0.7212393162393163",,,,,,,,"malherbe","mastercard","malherbe","mastercard","0.8166666666666667","0.8166666666666667","france","united states","france","united states","0.7478632478632479","0.7478632478632479"
"LinearCombinationMatchingRule","SBTI_2986","Forbes_1534","0.6944444444444443",,,,,,,,"kering","keppel","kering","keppel","0.7777777777777777","0.7777777777777777","france","singapore","france","singapore","0.75","0.75"
"LinearCombinationMatchingRule","SBTI_1488","Forbes_196","0.7358333333333333",,,,,,,,"docusign","dow","docusign","dow","0.8194444444444444","0.8194444444444444","united states (united statesa)","united states","united states (united statesa)","united states","0.8111111111111112","0.8111111111111112"
"LinearCombinationMatchingRule","SBTI_2722","Forbes_302","0.7297222222222222",,,,,,,,"intuit","inditex","intuit","inditex","0.8313492063492063","0.8313492063492063","united states (united statesa)","spain","united states (united statesa)","spain","0.7388888888888889","0.7388888888888889"
"LinearCombinationMatchingRule","SBTI_341","Forbes_1325","0.7243589743589742",,,,,,,,"apotea","apa","apotea","apa","0.8333333333333333","0.8333333333333333","sweden","united states","sweden","united states","0.7051282051282051","0.7051282051282051"
"LinearCombinationMatchingRule","SBTI_1747","Forbes_301","0.8999999999999999",,,,,,,,"essilorluxottica","essilorluxottica","essilorluxottica","essilorluxottica","1.0","1.0","france","france","france","france","1.0","1.0"
"LinearCombinationMatchingRule","SBTI_3566","Forbes_12","0.7051282051282052",,,,,,,,"milarex","microsoft","milarex","microsoft","0.7936507936507937","0.7936507936507937","norway","united states","norway","united states","0.7478632478632479","0.7478632478632479"
"LinearCombinationMatchingRule","SBTI_4952","Forbes_1351","0.8999999999999999",,,,,,,,"smurfit kappa group","smurfit kappa group","smurfit kappa group","smurfit kappa group","1.0","1.0","ireland","ireland","ireland","ireland","1.0","1.0"
"LinearCombinationMatchingRule","SBTI_2104","Forbes_1935","0.6817460317460315",,,,,,,,"geodis","genmab","geodis","genmab","0.7777777777777777","0.7777777777777777","france","denmark","france","denmark","0.6865079365079365","0.6865079365079365"
"LinearCombinationMatchingRule","SBTI_4038","Forbes_611","0.6575335775335776",,,,,,,,"ontex","oneok","ontex","oneok","0.7333333333333334","0.7333333333333334","belgium","united states","belgium","united states","0.721001221001221","0.721001221001221"
"LinearCombinationMatchingRule","SBTI_1703","Forbes_111","0.7522222222222222",,,,,,,,"engie","eni","engie","eni","0.8666666666666667","0.8666666666666667","france","italy","france","italy","0.7277777777777779","0.7277777777777779"
"LinearCombinationMatchingRule","SBTI_1703","Forbes_110","0.7172222222222222",,,,,,,,"engie","enel","engie","enel","0.8166666666666667","0.8166666666666667","france","italy","france","italy","0.7277777777777779","0.7277777777777779"
"LinearCombinationMatchingRule","SBTI_5680","Forbes_1682","0.6822337429595493",,,,,,,,"uncommon","uniqa","uncommon","uniqa","0.7749999999999999","0.7749999999999999","united kingdom (united kingdom)","austria","united kingdom (united kingdom)","austria","0.6986687147977471","0.6986687147977471"
"LinearCombinationMatchingRule","SBTI_946","Forbes_524","0.730026455026455",,,,,,,,"cargotec","capgemini","cargotec","capgemini","0.8240740740740741","0.8240740740740741","finland","france","finland","france","0.7658730158730158","0.7658730158730158"
"LinearCombinationMatchingRule","SBTI_5527","Forbes_538","0.6692592592592592",,,,,,,,"topenergy","toshiba","topenergy","toshiba","0.7513227513227514","0.7513227513227514","china","japan","china","japan","0.7166666666666667","0.7166666666666667"
"LinearCombinationMatchingRule","SBTI_1279","Forbes_1111","0.6579629629629631",,,,,,,,"criteo","credicorp","criteo","credicorp","0.7296296296296297","0.7296296296296297","france","peru","france","peru","0.7361111111111112","0.7361111111111112"
"LinearCombinationMatchingRule","SBTI_1206","Forbes_1395","0.6936808561808562",,,,,,,,"continental","coloplast","continental","coloplast","0.7596801346801347","0.7596801346801347","germany","denmark","germany","denmark","0.8095238095238095","0.8095238095238095"
"LinearCombinationMatchingRule","SBTI_3271","Forbes_544","0.7167948717948718",,,,,,,,"logoplaste","loews","logoplaste","loews","0.8166666666666667","0.8166666666666667","luxembourg","united states","luxembourg","united states","0.7256410256410257","0.7256410256410257"
"LinearCombinationMatchingRule","SBTI_2677","Forbes_755","0.7651851851851852",,,,,,,,"inner mongolia yili industrial group co.,ltd.","inner mongolia yili","inner mongolia yili industrial group co.,ltd.","inner mongolia yili","0.8074074074074075","0.8074074074074075","china","china","china","china","1.0","1.0"
"LinearCombinationMatchingRule","SBTI_1568","Forbes_762","0.8282051282051281",,,,,,,,"east japan railway company","east japan railway","east japan railway company","east japan railway","0.8974358974358975","0.8974358974358975","japan","japan","japan","japan","1.0","1.0"
"LinearCombinationMatchingRule","SBTI_4615","Forbes_1814","0.7097023809523809",,,,,,,,"sagemcom","salzgitter","sagemcom","salzgitter","0.7791666666666667","0.7791666666666667","france","germany","france","germany","0.8214285714285714","0.8214285714285714"
"LinearCombinationMatchingRule","SBTI_3841","Forbes_627","0.6932974910394266",,,,,,,,"nikwax","nidec","nikwax","nidec","0.788888888888889","0.788888888888889","united kingdom (united kingdom)","japan","united kingdom (united kingdom)","japan","0.7053763440860215","0.7053763440860215"
"LinearCombinationMatchingRule","SBTI_4680","Forbes_1231","0.6951851851851851",,,,,,,,"saverglass","santos","saverglass","santos","0.8","0.8","france","australia","france","australia","0.6759259259259259","0.6759259259259259"
"LinearCombinationMatchingRule","SBTI_4881","Forbes_857","0.7003246753246753",,,,,,,,"signify","sika","signify","sika","0.7976190476190477","0.7976190476190477","netherlands","switzerland","netherlands","switzerland","0.7099567099567099","0.7099567099567099"
"LinearCombinationMatchingRule","SBTI_4879","Forbes_1838","0.7382616487455196",,,,,,,,"sigmaroc","sistema","sigmaroc","sistema","0.8452380952380951","0.8452380952380951","united kingdom (united kingdom)","russia","united kingdom (united kingdom)","russia","0.7329749103942653","0.7329749103942653"
